Gene	Score	Margin of Error	P-Value	Q-Value
GAL3ST4	1.7575935395211482	0.08973193059874082	0.0010246417650938305	0.2784285714285714
DEPDC7	1.7554146462525564	0.06604545386192645	0.0010294382157203668	0.2784285714285714
PI16	1.7477973465648646	0.10971124361432556	0.00104502668025661	0.2784285714285714
RNF130	1.743600354593486	0.0459038954032713	0.001055219137838	0.2784285714285714
FXYD2	1.739162154220626	0.11231831820294258	0.0010690089333892918	0.2784285714285714
REG4	1.7345950970091697	0.06623541751815312	0.0010815996162839498	0.2784285714285714
ANKRD55	1.7315952452129326	0.09573080762876005	0.0010851969542538522	0.2784285714285714
KRT1	1.7130578472745532	0.4001689115631728	0.0011193716649679237	0.2784285714285714
GPAT3	1.7046645281202029	0.05057897543174681	0.001136159242160801	0.2784285714285714
SSTR3	1.6955325999834683	0.04352014700290333	0.0011457521434138738	0.2784285714285714
RNF144A	1.695403151234856	0.04743255668444167	0.0011463516997421907	0.2784285714285714
CEMP1	1.6913870566995333	0.09577882747094282	0.0011505485940404101	0.2784285714285714
SOX8	1.6899644163366072	0.03564437824645911	0.0011583428263085317	0.2784285714285714
MAN1C1	1.6862073737564875	0.034274784494016164	0.0011685352838899214	0.2784285714285714
TCEAL9	1.6723816774214177	0.02751582137874798	0.0012039091072606272	0.2804166666666667
ZSCAN18	1.664416237157567	0.03252817595736761	0.0012356855926614306	0.2804166666666667
WWC2	1.645659245567753	0.04939577145449024	0.0012794532046285748	0.2804166666666667
ADAM23	1.641988827121788	0.08378496366479968	0.001281251873613526	0.2804166666666667
CNKSR2	1.6406311840665557	0.07314638275834902	0.0012836500989267942	0.2804166666666667
CEACAM4	1.610678229942716	0.09647150716560847	0.0013567959709814737	0.2804166666666667
LAPTM4B	1.6105332987990175	0.042216334387499874	0.0013585946399664248	0.2804166666666667
IGF1R	1.60523039307385	0.05738988628093335	0.0013699862102044488	0.2804166666666667
MYO15B	1.5974701527512507	0.059363366065735536	0.0013957671323220817	0.2804166666666667
ACSS2	1.5883032215510902	0.02415118721529074	0.0014203489417830804	0.2804166666666667
KRT72	1.5848631568366154	0.05912702751749692	0.0014269440613945681	0.2804166666666667
SELP	1.5734596160766396	0.05403042875215038	0.0014545236524971521	0.2804166666666667
JAM3	1.5657007251280382	0.03352137194967709	0.001467713891720127	0.2804166666666667
WNT7A	1.5619341092455343	0.038833700665020975	0.001478505905629834	0.2804166666666667
NT5E	1.5563268899263547	0.09769193442416019	0.001494094370166077	0.2804166666666667
STX3	1.5553432327466958	0.040926580949999666	0.0015030877150908329	0.2804166666666667
ASB13	1.5524452381638687	0.040052938867763295	0.0015090832783740031	0.2804166666666667
P3H3	1.5523618989794985	0.04075241208481212	0.0015114815036872714	0.2804166666666667
FER	1.5520256055622328	0.038403679884212144	0.0015132801726722225	0.2804166666666667
AXIN2	1.549262069682829	0.02932089195864083	0.001521673961268661	0.2804166666666667
CALHM6	1.5408376649051487	0.07112946576939651	0.0015396606511181726	0.2804166666666667
ECRG4	1.5337517450974376	0.034665449250562766	0.001557047784639367	0.2804166666666667
SUSD4	1.5259807686906623	0.045701377662262135	0.0015960189459799747	0.2804166666666667
PLXDC1	1.5247806874547627	0.035413372298154625	0.0016038131782480963	0.2804166666666667
GP5	1.5243735181170237	0.014636304519978665	0.0016056118472330475	0.2804166666666667
C1orf162	1.5198645890540234	0.03461466729774661	0.0016140056358294862	0.2804166666666667
GPR146	1.5007725803608056	0.05590473655415386	0.001690748845854068	0.28609090909090906
LRP6	1.4989365083190964	0.027915417154703255	0.0016937466274956532	0.28609090909090906
HKDC1	1.4912271291801054	0.07262442443690914	0.0017261226692247738	0.28609090909090906
NAP1L3	1.4847211663244337	0.06471635766714655	0.0017453084717309192	0.28609090909090906
TLE2	1.4657546714844938	0.03686353301387922	0.001798668984951136	0.28609090909090906
ZNF677	1.4648243123931226	0.056009191030275705	0.0018034654355776724	0.28609090909090906
PLEKHB1	1.4634059434728073	0.05206002905208126	0.0018064632172192577	0.28609090909090906
CRYGN	1.457576284219181	0.051319348095319905	0.0018202530127705498	0.28609090909090906
RNF157	1.4556171324027734	0.055538476866896246	0.0018430361532465974	0.28609090909090906
ADAMTS10	1.4499136236852932	0.06799498401606546	0.0018556268361412554	0.28609090909090906
TNFRSF10D	1.4479742223573577	0.03250253883577266	0.001874812638647401	0.28609090909090906
CITED4	1.4474658299159202	0.028032737396158337	0.0018796090892739374	0.28609090909090906
TAFA1	1.4469685542631963	0.10549058539497488	0.0018844055399004737	0.28609090909090906
PDE8A	1.4466539148130506	0.027461677785759225	0.0018868037652137418	0.28609090909090906
ACVR1C	1.4376582429984341	0.032823064420974365	0.0019233767012410816	0.28830357142857144
IL4R	1.4356367825242247	0.033570291205130075	0.0019359673841357395	0.28830357142857144
KALRN	1.4283412589400368	0.03675920254403921	0.0019761376581329815	0.29144067796610174
GCSAM	1.4188878753267895	0.03997874890996063	0.0020187061574434917	0.29144067796610174
GDF10	1.4126187961783023	0.03464859110904719	0.0020432879669044905	0.29144067796610174
FAM153A	1.4118879208526447	0.11554470552614415	0.0020456861922177588	0.29144067796610174
TCEA3	1.4116824277068352	0.04676916552185895	0.0020516817555009293	0.29144067796610174
TNK1	1.408217085630242	0.03408230654638468	0.002061874213082319	0.29144067796610174
MPP2	1.4001279254102192	0.022700180524381806	0.0020930511421548056	0.29238461538461535
CTH	1.3935223957509733	0.03374752752423717	0.0021206307332573894	0.29238461538461535
F2RL1	1.3874850896369102	0.025392925164003606	0.002144013430061754	0.29238461538461535
CD40	1.3842254980258961	0.031634023628964704	0.0021620001199112657	0.29238461538461535
GNA11	1.381232431934145	0.04675713291145705	0.0021733916901492895	0.29238461538461535
TMEM30B	1.3737166809783428	0.019351967889310352	0.002206966844535044	0.29238461538461535
SVIL	1.3718003619226735	0.07541683705440345	0.0022189579711013848	0.29238461538461535
MB21D2	1.3695670152792558	0.057062743279979386	0.0022309490976677258	0.29238461538461535
RIN3	1.3695649610086802	0.024723535718691392	0.002233347322980994	0.29238461538461535
MYB	1.366170501449583	0.03638480142136054	0.002250134900173871	0.29238461538461535
BACH2	1.3621679213690463	0.036280602862692794	0.002273517596978236	0.29238461538461535
SH3RF3	1.3610714540841589	0.038125066582632414	0.0022789136039330893	0.29238461538461535
GPRASP1	1.3554602323309517	0.025245770924028473	0.0023064931950356735	0.2929452054794521
ZC4H2	1.3475118978842993	0.060279404623155806	0.0023442652437196477	0.2929452054794521
TAF4B	1.3400656856015105	0.033274989492358124	0.002388632412015109	0.2929452054794521
YES1	1.3384464751152056	0.04750430990604486	0.0023940284189699623	0.2929452054794521
ZNF844	1.3352748292824985	0.0741196483710056	0.002415012890461059	0.2929452054794521
ENPP2	1.3351286636286934	0.05187938517335845	0.0024162120031176928	0.2929452054794521
FAM86B1	1.3310519304430843	0.03986494123659789	0.0024413933689070087	0.2929452054794521
EPHX2	1.3275262232119376	0.0204991350628805	0.0024665747346963246	0.2929452054794521
PTCH1	1.3249810740218868	0.06090823289683513	0.0024803645302476167	0.2929452054794521
FAM229B	1.3243116234010228	0.021239133749800156	0.002484561424545836	0.2929452054794521
BEX5	1.3215280922992516	0.03311840884393429	0.00250614545236525	0.2929452054794521
KLF7	1.320266064976643	0.02985512238748233	0.0025181365789315904	0.2929452054794521
SYDE2	1.3173391347883208	0.027165487490935808	0.0025289285928412975	0.2929452054794521
DENND5A	1.3158417101695896	0.03825177979798289	0.002534924156124468	0.2929452054794521
DCBLD2	1.31179142022927	0.060897534976064815	0.0025589064092571496	0.2929452054794521
DLL1	1.3105504484536423	0.06285630765314766	0.0025643024162120033	0.2929452054794521
ZNF516	1.3001131095158551	0.032574987116563744	0.002615864260447269	0.2933149171270718
LMO7	1.2967726582083898	0.024112243710755803	0.002641645182564902	0.2933149171270718
RAB34	1.2964280327596462	0.05722247992033771	0.0026452425205348044	0.2933149171270718
SFMBT2	1.284003913813918	0.0330943152081028	0.0027147910546195817	0.2933149171270718
SPINT2	1.2769110407590087	0.06210423072404495	0.0027693506804964325	0.2933149171270718
RADX	1.2766254236377543	0.03812699424291306	0.0027717489058097008	0.2933149171270718
SNPH	1.2756237170191587	0.0314238379273412	0.0027747466874512862	0.2933149171270718
PLEK2	1.2686221630411418	0.06409165545149714	0.002799928053240602	0.2933149171270718
PCSK1N	1.268445849322032	0.1341512644760616	0.002804124947538821	0.2933149171270718
SPATA6	1.2682417889525144	0.03316689478226812	0.0028059236165237722	0.2933149171270718
GPR157	1.2656488652117104	0.03551953296585422	0.002824509862701601	0.2933149171270718
KLF5	1.2642902830989426	0.02629896390255295	0.0028299058696564542	0.2933149171270718
DOCK7	1.2621854929231873	0.043844550663284784	0.0028478925595059657	0.2933149171270718
MPZL1	1.2574833362318603	0.0731778272289251	0.0028838659392049883	0.2933149171270718
PITPNM2	1.2572705382143985	0.06678704791339846	0.0028862641645182566	0.2933149171270718
NBPF1	1.2542407030618206	0.027899243577933892	0.0028982552910845976	0.2933149171270718
FANK1	1.2535504131950532	0.07055169745310128	0.0029108459739792553	0.2933149171270718
ZBTB10	1.243519409874286	0.021138877350101937	0.0029953834162719586	0.2933149171270718
FAM169A	1.243331092378917	0.03349012811716666	0.002998381197913544	0.2933149171270718
SPINK2	1.2420676145388478	0.10997282003784478	0.003014569218778104	0.2933149171270718
ISM1	1.2408863855392789	0.043491760375168206	0.003028359014329396	0.2933149171270718
EFHD1	1.2384057651986673	0.03388769217128098	0.003036752802925835	0.2933149171270718
DBNDD1	1.2365365881849388	0.10628536766547318	0.0030481443731638588	0.2933149171270718
C1orf115	1.235831283013194	0.040555393157570244	0.0030541399364470293	0.2933149171270718
CACHD1	1.2332486079537275	0.10065653329025234	0.003077522633251394	0.2933149171270718
LDLRAP1	1.2313056412115673	0.05610428033147492	0.003104502668025661	0.2933149171270718
SHF	1.2310001217413515	0.0631824894034745	0.003105102224353978	0.2933149171270718
NUAK2	1.2308697268158495	0.03852802334046514	0.003107500449667246	0.2933149171270718
RCBTB2	1.226924745563915	0.05109128112052287	0.0031242880268601233	0.2933149171270718
PRKN	1.2263721848618656	0.02709384383024207	0.00312908447748666	0.2933149171270718
CD9	1.2260509177879835	0.05778323363864681	0.0031332813717848793	0.2933149171270718
ZNF629	1.224030165406734	0.04843153543896403	0.003145872054679537	0.2933149171270718
DHRS3	1.220445791994499	0.034519047239954075	0.0031626596318724146	0.2933149171270718
CCR7	1.2192165776523414	0.03393316154062996	0.0031758498710953895	0.2933149171270718
FAM89A	1.2188010830582066	0.023318131420061342	0.003183044547035194	0.2933149171270718
PSTPIP2	1.2125317396843105	0.03772296202369749	0.0032154205887643143	0.29358695652173916
IQCK	1.211248672664465	0.04906208691921536	0.003232208165957192	0.29358695652173916
MAL	1.2096639566224914	0.03135244314990217	0.003238803285568679	0.29358695652173916
PPFIBP1	1.2014599696043666	0.043807759308775264	0.003301756700041969	0.29567010309278347
FBP1	1.2004998170251497	0.06667064217743818	0.003314347382936627	0.29567010309278347
ME3	1.200477264720886	0.07078207099023455	0.003316745608249895	0.29567010309278347
HEG1	1.1952838960752596	0.04196847191340468	0.003371904790455063	0.29567010309278347
PLCL1	1.1920582233947536	0.03544924022112662	0.0033928892619461597	0.29567010309278347
ZFR2	1.1917018156748296	0.04875670463699365	0.003396486599916062	0.29567010309278347
AMIGO2	1.1912169626617528	0.03047128764172779	0.003397086156244379	0.29567010309278347
HOOK1	1.1899140803929078	0.03066232312378452	0.003408477726482403	0.29567010309278347
IL6ST	1.1873735592949002	0.06632407011674349	0.003432459979615085	0.29567010309278347
MPP1	1.1863349250751725	0.05276629238562793	0.003439055099226572	0.29567010309278347
ZNF329	1.1787895042899277	0.03307989453723591	0.0034990107320582767	0.29928205128205126
TCEAL1	1.168179222346994	0.03616996634608046	0.0035997361952155404	0.29940140845070423
ASPH	1.1651807352462922	0.04123305778848872	0.003633910905929612	0.29940140845070423
NFIX	1.164697187592434	0.04041941375032292	0.0036375082438995145	0.29940140845070423
TAMALIN	1.16278993372033	0.031122572619690102	0.0036518975957791234	0.29940140845070423
NBPF14	1.1623627235862242	0.06545164931321282	0.0036554949337490256	0.29940140845070423
RRAGD	1.1614772113826608	0.033638223682718314	0.003675280292583488	0.29940140845070423
SMARCA1	1.1602397537924691	0.04111620868453036	0.0036938665387613165	0.29940140845070423
PROSER2	1.1596870361950307	0.04751352754885001	0.0037022603273577552	0.29940140845070423
ZNF683	1.1579357266034447	0.1834464903964753	0.0037316385874452906	0.29940140845070423
GCNT4	1.1563509772298466	0.05279021956449479	0.0037472270519815338	0.29940140845070423
KRT18	1.1553495345487836	0.03960936984228024	0.0037616164038611426	0.29940140845070423
LAYN	1.1540495869760892	0.06023759403130263	0.0037718088614425325	0.29940140845070423
GPR160	1.1531214678909825	0.03174392917233376	0.003789195994963727	0.29940140845070423
MOCS1	1.1516315044987893	0.08286926406695129	0.0037993884525451167	0.29940140845070423
LSR	1.1498681843490965	0.018968552740902166	0.0038107800227831405	0.29940140845070423
STXBP1	1.1410876812906539	0.03259816281190896	0.0038911205707776245	0.29940140845070423
P2RX6	1.1383080861349775	0.04958031582130888	0.003915702380238624	0.29940140845070423
ZNF665	1.1356563046730632	0.03463081038615563	0.0039420828586845735	0.29940140845070423
PLK2	1.1353217530639383	0.04142510359476373	0.003943881527669524	0.29940140845070423
GNG8	1.1334518636235844	0.1017123368940361	0.003953474428922597	0.29940140845070423
SERPINB6	1.13028966834091	0.05420348704470758	0.00399964026620301	0.29940140845070423
NEFM	1.1298666175936873	0.034580738009179775	0.004000839378859644	0.29940140845070423
RASGEF1B	1.1251615781999864	0.049051266292530704	0.004055399004736495	0.29940140845070423
ACVR2A	1.120359171281791	0.018604928189348943	0.004102763954673541	0.29940140845070423
KLHL34	1.1185320986391525	0.04057025279247463	0.004127945320462858	0.29940140845070423
ZNF391	1.1178328086556821	0.035272001481370927	0.004138137778044247	0.29940140845070423
IL2RA	1.1169556515228094	0.10813872846265918	0.004145932010312369	0.29940140845070423
LPAR6	1.1167506545776407	0.04179379705261561	0.00414773067929732	0.29940140845070423
SNN	1.1164239561288554	0.03293510972085759	0.004150128904610588	0.29940140845070423
LRRC23	1.1145033654468104	0.021566543221662248	0.004176509383056538	0.29940140845070423
RAI2	1.1128659461578727	0.02359789749618996	0.004186701840637928	0.29940140845070423
RSAD2	1.1086631552463926	0.04164706658231061	0.004232268121590024	0.29940140845070423
GSAP	1.1069941401134993	0.050220983480454215	0.004250254811439535	0.29940140845070423
LONRF3	1.1069273943953302	0.05201548074667382	0.004251453924096169	0.29940140845070423
ACSM3	1.1068629468866131	0.03244009418566702	0.004252053480424486	0.29940140845070423
EFHC2	1.1049146794507816	0.028735874384392745	0.004270040170273997	0.29940140845070423
HAVCR1	1.1045684509626525	0.04891510932553683	0.0042736375082438995	0.29940140845070423
DPP4	1.1001667666364812	0.05130178468006495	0.0043126086695845075	0.29940140845070423
RETREG1	1.0988440906909043	0.05433700575914245	0.004335991366388872	0.29940140845070423
FHL1	1.0986284128962205	0.07811816135723845	0.004341387373343725	0.29940140845070423
C1orf54	1.0971296146202842	0.026865131088328477	0.004362971401163139	0.29940140845070423
MID2	1.095688025847636	0.05153696681872096	0.004383356316325919	0.29940140845070423
GSTM2	1.0923994335179654	0.04640132112711624	0.0044049403441453324	0.29940140845070423
KLHDC8B	1.092275238329926	0.05384529382244383	0.004406139456801967	0.29940140845070423
CELA1	1.091335009431874	0.05924578888979905	0.004415732358055039	0.29940140845070423
AMN	1.0912057024708492	0.02512220320384338	0.0044199292523532585	0.29940140845070423
NBPF9	1.0885081595063713	0.018962177508233723	0.004441513280172673	0.29940140845070423
CR2	1.0877994747220157	0.09978500762766851	0.004449307512440794	0.29940140845070423
AZIN2	1.0871027380858296	0.046686594583791916	0.0044529048504106964	0.29940140845070423
GNG7	1.0863419711762277	0.015983050933246794	0.004459499970022184	0.29940140845070423
THRA	1.0860546990326743	0.020997219838345044	0.0044618981953354515	0.29940140845070423
SORBS3	1.085721603069346	0.020598861586251627	0.004466095089633671	0.29940140845070423
H4C4	1.0839572570038252	0.05177478899747249	0.004491876011751304	0.29940140845070423
TXK	1.0839230811195844	0.051709879477115805	0.0044948737933928895	0.29940140845070423
RIMKLB	1.079571708342955	0.06180084853523443	0.004542838299658253	0.29940140845070423
MTUS1	1.0793298879071962	0.09914146780377789	0.004545236524971521	0.29940140845070423
NBPF3	1.078108944577112	0.0519536537198519	0.004566820552790935	0.29940140845070423
CRB3	1.0704099523578403	0.0481544867754053	0.00464895976977037	0.29940140845070423
PDE9A	1.0702285795463324	0.028706078179651862	0.004651357995083638	0.29940140845070423
ALPK1	1.0695255556542342	0.03577260884734336	0.004662749565321662	0.29940140845070423
EIF4EBP3	1.0693352166432515	0.014210430846557948	0.004670543797589783	0.29940140845070423
PRRT1	1.0690923297816197	0.05609815820255522	0.0046771389172012715	0.29940140845070423
TAFA2	1.0677496771818946	0.07900460851894361	0.00469752383236405	0.29940140845070423
TCEAL2	1.06589600383281	0.05725373220289524	0.00471790874752683	0.29940140845070423
ASB9	1.0652782266414402	0.05413130928557528	0.0047275016487799025	0.29940140845070423
RAB43	1.0632307305252544	0.025330041553878174	0.004759278134180706	0.29940140845070423
CBR3	1.0623369419593898	0.03841435260892602	0.00477066970441873	0.29940140845070423
ZNF583	1.0621679259857268	0.04102999420637674	0.0047724683734036814	0.29940140845070423
P3H4	1.062154926224153	0.025155256106071406	0.004773667486060316	0.29940140845070423
TNNT3	1.0612519093600792	0.11662652708182211	0.004785658612626656	0.29940140845070423
CRIP2	1.05837645363916	0.10291084503118235	0.004818034654355777	0.29940140845070423
PLAC8	1.0582608420696218	0.04476262343254746	0.004822231548653996	0.29940140845070423
ZNF415	1.057599696074427	0.031557823263983674	0.004827027999280533	0.29940140845070423
LZTS3	1.0570928729167837	0.05040317384949642	0.004833023562563703	0.29940140845070423
ZNF365	1.0551141542698912	0.08015291235980351	0.0048803885125007496	0.29940140845070423
ROBO3	1.0536938585668199	0.05016425860405166	0.00489657653336531	0.29940140845070423
IGSF22	1.0526876691293179	0.056153670596067115	0.004913364110558187	0.29940140845070423
MCF2L	1.0506117894281133	0.03122827685972015	0.004950536602913844	0.29940140845070423
EPS8	1.049830325103732	0.05723737532537641	0.004952934828227112	0.29940140845070423
NBPF15	1.049318651404203	0.026090335630816714	0.004956532166197014	0.29940140845070423
TCEAL3	1.0492213954587823	0.05076902586461655	0.004958930391510283	0.29940140845070423
NEIL1	1.046565957256686	0.05082693156024735	0.0049847113136279155	0.29940140845070423
FAM241B	1.0442519928200182	0.04235874598170844	0.00501408957371545	0.29940140845070423
TMEM150A	1.0434947900568523	0.03576617665811322	0.005021284249655255	0.29940140845070423
HSBP1L1	1.0418802992663219	0.028878651281048322	0.0050404700521614	0.29940140845070423
RTKN2	1.0416307840093375	0.03443273222930535	0.005054259847712693	0.29940140845070423
CSGALNACT1	1.0410237674495182	0.024742738693291612	0.005073445650218838	0.29940140845070423
TPST1	1.0400378885469237	0.029446105935615675	0.005084837220456862	0.29940140845070423
FAM117B	1.0392607191988699	0.057935480065168535	0.0050980274596798365	0.29940140845070423
ZNF768	1.0308851597845567	0.028797494372797376	0.005237724084177708	0.306382252559727
SLC8B1	1.029102475605641	0.03584845309965011	0.005271299238563463	0.306382252559727
CD14	1.0290123528871278	0.0313700455950604	0.005273697463876731	0.306382252559727
FAM153B	1.0278541304221551	0.11102938241079952	0.005298878829666047	0.306382252559727
GLS2	1.0260991875038525	0.0321846339973739	0.0053252593081119974	0.306382252559727
SLC15A3	1.024830921797522	0.04483948482815335	0.005350440673901313	0.306382252559727
WDR19	1.0233533243297277	0.04398087341381016	0.005374422927033995	0.306382252559727
XCL2	1.0232624484024972	0.09537644635883112	0.005375622039690629	0.306382252559727
IL9R	1.0231827593640737	0.083577080153416	0.0053822171593021165	0.306382252559727
NLRP6	1.0204499242707104	0.05094975404706533	0.005420588764314407	0.30652317880794705
RASGRF2	1.019989376058676	0.0634266656660756	0.005431980334552431	0.30652317880794705
TSPAN33	1.019188676323024	0.13527706159815395	0.005448168355416992	0.30652317880794705
DNAAF4	1.0166528404987814	0.04098323789958626	0.0054871395167576	0.30652317880794705
TXNRD3	1.0165845527542319	0.0315443941793297	0.005487739073085917	0.30652317880794705
NDRG2	1.0159964113098958	0.022035709612215026	0.005500329755980574	0.30652317880794705
SPATC1L	1.0139374500124272	0.21253727471450007	0.005521314227471671	0.30652317880794705
SWAP70	1.0124760212451807	0.054452871699738184	0.005534504466694646	0.30652317880794705
PPT2	1.0113863093107538	0.030838297076095134	0.005550092931230889	0.30652317880794705
GAPDHS	1.0078110440069166	0.04735866410656607	0.005607650338749325	0.3076065573770492
FNDC3B	1.0065555080069002	0.036003076319310094	0.005622639246957252	0.3076065573770492
GREM2	1.0063942772446608	0.06908985311201231	0.00562503747227052	0.3076065573770492
SBF2	1.0038804333557043	0.046886881578691315	0.005676599316505786	0.3093506493506493
CDO1	1.0017329183335135	0.16520740054549415	0.005709574914563223	0.3093506493506493
SULT1A1	1.0013689989401464	0.055898849759766465	0.005712572696204808	0.3093506493506493
DLG4	0.9997585710426806	0.04840449298987767	0.005741950956292344	0.30977419354838714
AIG1	0.9986517692396104	0.022563654490810537	0.005757539420828587	0.30977419354838714
BCAS4	0.9979573967495696	0.021140224663383462	0.005779723004976318	0.30996784565916397
CCDC110	0.9968599946210135	0.020494693712627885	0.005803705258109	0.31025641025641026
NUDT12	0.9925600777457442	0.04137652963086055	0.005885844475088434	0.31154088050314466
GABBR1	0.992204593076278	0.05957653152141111	0.00588884225673002	0.31154088050314466
IL36A	0.9921100573773536	0.05976831528993276	0.005892439594699922	0.31154088050314466
SERPINE2	0.9904044952908437	0.10606683193898696	0.0059200191858025065	0.31154088050314466
ZNF772	0.9902627704932772	0.043623265050237454	0.005929012530727262	0.31154088050314466
MFSD4A	0.9893121597437897	0.05380138154236251	0.005939804544636968	0.31154088050314466
ZNF442	0.9863625524536128	0.05759796822597737	0.0059943641705138195	0.31306249999999997
LARGE2	0.9854372188841813	0.018052471293865655	0.0060063552970801605	0.31306249999999997
METTL1	0.9824476386729373	0.043065315825672364	0.006071107380538401	0.3153293413173653
GRB10	0.9807921944291933	0.05368017772041454	0.006091492295701181	0.3153293413173653
UTS2	0.9784450008916274	0.3982138903303396	0.0061202709994603996	0.3153293413173653
GGT7	0.9768815799497776	0.06241032655773528	0.006156244379159422	0.3153293413173653
SLC16A5	0.9767003255096065	0.027319833951232903	0.00616283949877091	0.3153293413173653
CR1	0.9740325064489523	0.09162416843619282	0.006206007554409736	0.3153293413173653
HYI	0.973277242353304	0.035073607377264386	0.006216799568319444	0.3153293413173653
FAAH	0.9714911126472203	0.06690627732838321	0.006238383596138857	0.3153293413173653
HEMGN	0.971265200051864	0.06844001552492583	0.0062425804904370765	0.3153293413173653
MICU3	0.9707565862264409	0.07058087787939134	0.00625816895497332	0.3153293413173653
THNSL1	0.9705231800841334	0.029740830233739295	0.006262365849271539	0.3153293413173653
KIAA1958	0.9681129439038327	0.05570566082372069	0.006303135679597098	0.3153293413173653
