Gene	Score	Margin of Error	P-Value	Q-Value
RAB5A	0.6035473275154141	0.017061829580755156	0.002843096108879429	0.8993441064638783
LAX1	0.6024141231279215	0.026358191279839342	0.0028754721506085495	0.8993441064638783
PRELID1	0.5997516762636248	0.021310265015675282	0.002985790515018886	0.8993441064638783
AP5M1	0.59858154494992	0.024917611341945516	0.00303975058456742	0.8993441064638783
HTATSF1	0.5964189795311454	0.02563885382422838	0.003129684033814977	0.8993441064638783
E2F6	0.5942694836431325	0.022740631125137994	0.0032058276875112416	0.8993441064638783
FUNDC2	0.5933113608644526	0.022832935171577164	0.0032459979615084835	0.8993441064638783
RHOBTB2	0.5918598565716798	0.017600412757773288	0.0033035553690269203	0.8993441064638783
OAT	0.5911998989429283	0.02409539833466173	0.003327537622159602	0.8993441064638783
RAB19	0.5887441674141113	0.02423323208215055	0.0034318604232867677	0.8993441064638783
CPE	0.5880843515067836	0.018602901635584833	0.0034588404580610348	0.8993441064638783
TRMT6	0.5876260060637051	0.024823323449329922	0.0034840218238503507	0.8993441064638783
NOC4L	0.5873867511253938	0.023375370967904614	0.0034918160561184723	0.8993441064638783
IL21R	0.5872393896235624	0.026131887608062464	0.003499610288386594	0.8993441064638783
APOBEC3B	0.5845180786997647	0.023092404602698884	0.003619521554050003	0.8993441064638783
PFDN2	0.582042134566727	0.022260476183229013	0.0037310390311169734	0.8993441064638783
NRL	0.5804178643152569	0.021412812930380068	0.0037981893398884824	0.8993441064638783
PCNP	0.5801928499804604	0.02220507873264322	0.003809580910126506	0.8993441064638783
PPID	0.5781444016718823	0.024500587850757906	0.003916301936566941	0.8993441064638783
SNAP47	0.5779123490305481	0.01747950955715668	0.003929492175789915	0.8993441064638783
ESM1	0.5734308937430317	0.028283045979072136	0.004146531566640686	0.8993441064638783
HNRNPA3	0.5733984404361253	0.02499903225640224	0.004149529348282271	0.8993441064638783
SERINC1	0.5733525522236874	0.027955440070635957	0.00415192757359554	0.8993441064638783
CHRAC1	0.5732535067386975	0.022617773562730877	0.004157323580550393	0.8993441064638783
RBM8A	0.5732028520629124	0.02555860850347576	0.004158522693207027	0.8993441064638783
RAD23A	0.5719156365004713	0.02762181521640164	0.004235865459559926	0.8993441064638783
HSP90AA1	0.5708532160685905	0.024110927683668355	0.004287427303795191	0.8993441064638783
CFAP45	0.5703308098927368	0.01680288513261712	0.004320402901852629	0.8993441064638783
CBX1	0.5701829275337997	0.024934315555694433	0.0043275975777924336	0.8993441064638783
BBC3	0.5679403628666575	0.02118238887195322	0.004448707956112477	0.8993441064638783
PIGX	0.5666713843379929	0.02155370032017718	0.004519455602853888	0.8993441064638783
TERF2	0.5661785936191168	0.024609856012494734	0.004541639187001619	0.8993441064638783
ATIC	0.5653514426043336	0.02704977851339812	0.004591402362251934	0.8993441064638783
ZNF365	0.5640777090476998	0.019528006092407818	0.004662749565321662	0.8993441064638783
GTF2B	0.5637488738723191	0.01751464366478903	0.004680736255171174	0.8993441064638783
NAIF1	0.5636017834592603	0.020062510459531096	0.004689130043767612	0.8993441064638783
NATD1	0.5635017038780956	0.0232547681131176	0.004696324719707417	0.8993441064638783
CD320	0.5627669671998587	0.022716459624066657	0.004740691888002878	0.8993441064638783
MCM2	0.5622891862915868	0.030558494727229123	0.004774267042388632	0.8993441064638783
CASK	0.5620639627695954	0.0235705685232881	0.00478685772528329	0.8993441064638783
RCAN2	0.5601452762519491	0.02116356284081832	0.004907968103603334	0.8993441064638783
SMIM13	0.5593145096108189	0.024047511457572477	0.004955932609868697	0.8993441064638783
CCNK	0.5587986964290332	0.027556345003510414	0.004996102883865939	0.8993441064638783
SLC35A3	0.5578530532458548	0.026210164977200336	0.005055458960369327	0.8993441064638783
C20orf27	0.557692144155783	0.02601170914105332	0.005068049643263984	0.8993441064638783
SDHAF3	0.5560545892429422	0.0288561402271879	0.005171173331734517	0.8993441064638783
NHEJ1	0.5554065489504726	0.01649865734070182	0.005202350260807002	0.8993441064638783
CFAP91	0.5553308146956027	0.020515614300609532	0.005205348042448588	0.8993441064638783
TAF7	0.5534305146169386	0.02317555210291509	0.005339049103663289	0.8993441064638783
ACSL1	0.5520560300723343	0.025840622723873063	0.005423586545955992	0.8993441064638783
PYURF	0.5504481853673271	0.021222401105143264	0.0055105222135619645	0.8993441064638783
GOLM2	0.5503848264603522	0.03285491214453955	0.0055135199952035495	0.8993441064638783
C16orf91	0.54963397352096	0.019937805887146	0.005575873853348522	0.8993441064638783
GBP2	0.5478183159888149	0.02523500459936655	0.005696384675340248	0.8993441064638783
RRS1	0.5478085156985344	0.027107905250036007	0.005696384675340248	0.8993441064638783
SP4	0.5447277254109144	0.029490606780706315	0.005893638707356556	0.8993441064638783
SGCD	0.5437195943664694	0.024971997338792885	0.005972180586366089	0.8993441064638783
PAPOLG	0.5436633469480832	0.021904332829844962	0.005973379699022723	0.8993441064638783
GTPBP10	0.5414889906803638	0.026576165276349473	0.006130463457041789	0.8993441064638783
RBMXL1	0.5413934162931908	0.028684517317526886	0.006138857245638228	0.8993441064638783
APH1A	0.5410572749946889	0.030753101732757592	0.006166436836740812	0.8993441064638783
RNF6	0.540590009593618	0.031948331668715885	0.006190419089873494	0.8993441064638783
PPP1R14B	0.5390942680775237	0.023333658463630946	0.006296540559985611	0.8993441064638783
TMED9	0.5373651088198848	0.027448079733130293	0.006417650938305654	0.8993441064638783
SLC66A1	0.5369655555846901	0.02307150655426766	0.006446429642064872	0.8993441064638783
PHC2	0.5357928386537159	0.028897824789104864	0.006547754661550453	0.8993441064638783
KIR3DL2	0.5355442831810338	0.02853277201226363	0.0065681395767132325	0.8993441064638783
ATG101	0.5346203015232263	0.02309993351179674	0.006641285448767912	0.8993441064638783
LSM7	0.5345714473537284	0.02418443320790073	0.006644882786737814	0.8993441064638783
VPS28	0.5343110161230219	0.02432409116819407	0.006671862821512081	0.8993441064638783
HSPA1A	0.5340482208722124	0.023512766077093444	0.006695845074644763	0.8993441064638783
SEPTIN7	0.5338996770794973	0.023177356516605154	0.0067084357575394205	0.8993441064638783
FBXO32	0.5338787810291862	0.029013333147174164	0.0067084357575394205	0.8993441064638783
F8A3	0.5314706972668557	0.017727195010759082	0.006893099106661071	0.8993441064638783
PPP1R11	0.529844202151198	0.028179219701956092	0.0070130103723244795	0.8993441064638783
CFD	0.5295783091835635	0.029001895395634393	0.007029797949517357	0.8993441064638783
UPP1	0.5246901348444037	0.018222622132878577	0.007411715330655315	0.8993441064638783
RAB6B	0.5229234307252094	0.02120659769121256	0.007557407518436357	0.8993441064638783
ZNF729	0.5225012588482358	0.022810964709171832	0.0075927813418070625	0.8993441064638783
CDH8	0.5221161209162679	0.025489060653328482	0.0076257569398645005	0.8993441064638783
FAM222A	0.5192052624429114	0.03080989332468474	0.007876371485101025	0.8993441064638783
DNAJA1	0.5191737709236882	0.023368955292113122	0.007879968823070927	0.8993441064638783
ATP6V1C1	0.518221799305432	0.024682743109868586	0.007954313807782241	0.8993441064638783
CSTF2	0.5178615294828041	0.021472690233315696	0.007985490736854728	0.8993441064638783
NAA30	0.5176646190893452	0.023428893050094737	0.007999880088734337	0.8993441064638783
CSE1L	0.5171670549137343	0.023850842156890487	0.008038851250074945	0.8993441064638783
ASAH2B	0.5158842231379055	0.029829644125495484	0.008149769170813599	0.8993441064638783
ZNF407	0.5148266505914882	0.02298045467979519	0.008248096408657594	0.8993441064638783
PAFAH1B3	0.5147030785528076	0.0236862141109752	0.008260687091552251	0.8993441064638783
DNAJC8	0.5139570103958792	0.025517795798866105	0.008330835181965346	0.8993441064638783
POLR2D	0.5128947258536903	0.030234805947576177	0.008426164638167756	0.8993441064638783
MALSU1	0.512098874831625	0.03114000882984666	0.00850650518616224	0.8993441064638783
SUV39H1	0.5120387503431179	0.02585448553489248	0.008510102524132142	0.8993441064638783
TOR1B	0.5116457352798546	0.02873224434045461	0.008553270579770969	0.8993441064638783
TPBGL	0.511546663667984	0.03804065411629228	0.008559266143054139	0.8993441064638783
STARD3NL	0.5114506239401422	0.020619396150617048	0.008570058156963847	0.8993441064638783
KIF21A	0.511276151380383	0.03005613110565859	0.008580250614545237	0.8993441064638783
SEC13	0.5103188663597148	0.03209081303907166	0.008668385394807842	0.8993441064638783
HNRNPC	0.5102262023239695	0.02239156281975693	0.008674980514419329	0.8993441064638783
TLE3	0.5095383411274376	0.023960542342523518	0.008735535703579352	0.8993441064638783
HNRNPA2B1	0.5093298553896655	0.02622104134313209	0.008755321062413814	0.8993441064638783
RAD17	0.5091449566380521	0.025308085689277792	0.008776905090233227	0.8993441064638783
TSPAN14	0.5090337584174657	0.026569497110350376	0.008785898435157983	0.8993441064638783
TNFRSF6B	0.5089349911146543	0.019427345509260088	0.008791294442112836	0.8993441064638783
TMCO3	0.5087691607184285	0.02776491601324526	0.008803885125007495	0.8993441064638783
ZNF639	0.50808204454353	0.021481766154273253	0.008867438095809102	0.8993441064638783
ZFAND4	0.5071623201074291	0.02675161846873437	0.008956771988728341	0.8993441064638783
SLAMF7	0.5070504770649357	0.02165782869201053	0.008968763115294681	0.8993441064638783
H1-4	0.5066951991245983	0.026580171026279846	0.008998141375382218	0.8993441064638783
PIGY	0.506629658458389	0.02612055504528482	0.009000539600695485	0.8993441064638783
BAX	0.5060404082762452	0.022936382298991226	0.009054499670244019	0.8993441064638783
TSR2	0.5046131381577544	0.025131671048140763	0.00919059895677199	0.8993441064638783
USP1	0.5034366223088778	0.022999235776160913	0.009312308891420349	0.8993441064638783
ZNF101	0.5033715263952124	0.021346900534927434	0.009321302236345105	0.8993441064638783
CCDC146	0.5032714136379324	0.027048505436193016	0.009332693806583128	0.8993441064638783
CEBPG	0.5030061691240282	0.03248703413531231	0.009357875172372444	0.8993441064638783
UBL4A	0.502466826753993	0.030990452089430166	0.00941363391090593	0.8993441064638783
DCAF7	0.5022831720763405	0.031871678467412075	0.009436417051381978	0.8993441064638783
LMNB2	0.5015348477965734	0.030231656525266326	0.009489178008273877	0.8993441064638783
PEBP1	0.5008558029427677	0.02482171553288845	0.009564122549313507	0.8993441064638783
TMEM187	0.49972184752147636	0.029208013872666833	0.009696024941543258	0.8993441064638783
WBP11	0.49890554953087407	0.026945660012061924	0.009788356616104082	0.8993441064638783
CHORDC1	0.49885433629849135	0.020112746486606544	0.009790754841417351	0.8993441064638783
ACTR3B	0.49795569137420587	0.02731195070322231	0.009895077642544516	0.8993441064638783
SRSF3	0.4977579189918645	0.02891579977334045	0.009913663888722345	0.8993441064638783
WRAP53	0.4976581281274369	0.02471425145682832	0.009929851909586906	0.8993441064638783
UCK1	0.49753529376185107	0.02025068700387246	0.009941243479824929	0.8993441064638783
BLOC1S4	0.4975171311173391	0.02580601186604401	0.009944241261466515	0.8993441064638783
C11orf52	0.49737624918553747	0.020464938300051937	0.009956232388032856	0.8993441064638783
HNRNPR	0.4973294883945551	0.02296583212817728	0.00995923016967444	0.8993441064638783
EXOC2	0.49715178795085535	0.027509924777482063	0.009982612866478805	0.8993441064638783
PPP2R2B	0.4971107861928184	0.033917099063601366	0.009987409317105343	0.8993441064638783
OR6C68	0.4962545020363181	0.019321792694233925	0.010084537442292704	0.8993441064638783
EIF4H	0.4962526761829846	0.0288260219132698	0.01008513699862102	0.8993441064638783
TRIM64B	0.4942998712214645	0.01867332693770507	0.010323160860962887	0.8993441064638783
SDE2	0.49380614719350835	0.03278054580281387	0.010380118712153007	0.8993441064638783
ABHD13	0.49341574078945477	0.024808871686167695	0.010417890760836981	0.8993441064638783
DDX21	0.493226370464679	0.026783881759033817	0.010438875232328077	0.8993441064638783
SRP14	0.49232831186882947	0.02770291717450545	0.010518016667665928	0.8993441064638783
AGGF1	0.4919841587316432	0.025671577033390652	0.01055818694166317	0.8993441064638783
VCPIP1	0.4907101745794991	0.025270246994226787	0.010695485340847773	0.8993441064638783
ADCY10	0.49016743270771373	0.030499467887180397	0.010759637867977696	0.8993441064638783
SYS1	0.4899414429216725	0.030788021927447513	0.010783620121110378	0.8993441064638783
IL17C	0.48884156539511525	0.031109607280040585	0.010904130943102105	0.8993441064638783
NUDT2	0.48840527537980544	0.028358063927929843	0.010949097667725883	0.8993441064638783
ASCC3	0.48758615361331026	0.03012975021749399	0.011043827567599977	0.8993441064638783
GUF1	0.4875800709134826	0.02382264222203504	0.011045026680256611	0.8993441064638783
ISY1	0.48701793099962526	0.03275295022375956	0.011100785418790095	0.8993441064638783
FBXW2	0.4868983713657143	0.028600509423186565	0.011113975658013071	0.8993441064638783
DYNC1LI1	0.4867476880162343	0.027339812837927118	0.011131362791534264	0.8993441064638783
C15orf40	0.4860723951904568	0.024753331296939206	0.011211103783200432	0.8993441064638783
SLC39A4	0.4857232519656377	0.0291582893642493	0.011246477606571137	0.8993441064638783
ENC1	0.48506699269631587	0.02266453526957391	0.01132921637987889	0.8993441064638783
MIDN	0.48504949034236183	0.025254672047038455	0.011330415492535524	0.8993441064638783
PRKCD	0.48454160765106447	0.033731765838878346	0.011384975118412376	0.8993441064638783
SELENOF	0.48331254110704214	0.024760415564063328	0.011532465975178367	0.8993441064638783
CCDC91	0.48298771651864075	0.029701635585812743	0.011569638467534026	0.8993441064638783
TPM3	0.4826011897208746	0.02429509673261699	0.011614005635829486	0.8993441064638783
ARPC5L	0.48248215452700177	0.029403220564835915	0.011627195875052461	0.8993441064638783
SMARCA5	0.48221816000882783	0.030405267999322232	0.011656574135139996	0.8993441064638783
KLF15	0.48173756985525834	0.02551809218078733	0.011711133761016847	0.8993441064638783
RPF1	0.48086985127302195	0.024421335611692335	0.011811259667845794	0.8993441064638783
H3C2	0.48073996552859377	0.018927193665980842	0.011835841477306793	0.8993441064638783
UBE2QL1	0.4806879400535081	0.019434020034133963	0.011853828167156305	0.8993441064638783
KLHL21	0.479344249241777	0.026472876669664375	0.012075664008633611	0.8993441064638783
TRMT112	0.47921635860971157	0.016868351075469443	0.012093650698483123	0.8993441064638783
FIP1L1	0.47851621574796976	0.022455340486372943	0.01218358414773068	0.8993441064638783
JOSD2	0.47815120613425816	0.02939845065631454	0.012241741111577433	0.8993441064638783
TUBB8B	0.47791542527864234	0.021015042275076133	0.01227891360393309	0.8993441064638783
HSPB8	0.4777883771953325	0.019999828879467357	0.012293902512141016	0.8993441064638783
SLC25A1	0.4773549725088849	0.03555829515979587	0.012335271898794891	0.8993441064638783
ZNF75D	0.4767553858098669	0.024301375677295345	0.012425804904370766	0.8993441064638783
FGF14	0.4767033460802959	0.021507164397079687	0.012431200911325619	0.8993441064638783
C8orf89	0.47659849041845087	0.026586289236956696	0.012452185382816715	0.8993441064638783
ZNF296	0.4764804375400109	0.023254728196134285	0.01247556807962108	0.8993441064638783
TRA2B	0.4762531681148529	0.020757889910663713	0.01250614545236525	0.8993441064638783
PSMD7	0.47604063680461217	0.025863764822298886	0.012524731698543078	0.8993441064638783
MAD1L1	0.4758350628358704	0.02191625334238418	0.01254871395167576	0.8993441064638783
SPIN1	0.4757869667380035	0.03094086322183807	0.012559505965585466	0.8993441064638783
PLCD3	0.47492802868233625	0.030961705197157113	0.01266442832304095	0.8993441064638783
METTL18	0.47443089629789	0.02055329866364437	0.012739972420408897	0.8993441064638783
COMT	0.4743338197081663	0.03021600765950581	0.012759158222915044	0.8993441064638783
EBLN1	0.4738786653694064	0.01943123157527791	0.012834702320282991	0.8993441064638783
ZNF212	0.4733473722133001	0.03512763431460902	0.012915042868277474	0.8993441064638783
ABT1	0.4733052013826835	0.021603166347817733	0.012923436656873913	0.8993441064638783
NEMP2	0.4713526931804799	0.03458286062855044	0.013207026800167877	0.8993441064638783
PPIL1	0.47134351492140547	0.025569639872051193	0.013208825469152826	0.8993441064638783
NUP93	0.47116704782301927	0.028056449862016674	0.013225613046345704	0.8993441064638783
ATG4D	0.47084412522501357	0.026715822624099817	0.013261586426044726	0.8993441064638783
ARHGEF6	0.47081354671617703	0.03385615043163208	0.01326518376401463	0.8993441064638783
WBP2	0.47080961297041174	0.02071723995710153	0.01326698243299958	0.8993441064638783
NFYB	0.4700755300599287	0.027606684747460964	0.013392289705617844	0.8993441064638783
LTV1	0.4690962897375013	0.029677311481927825	0.013518196534564422	0.8993441064638783
ENOPH1	0.4690787787411855	0.03181902120368585	0.013519995203549373	0.8993441064638783
SNX2	0.46819770220559326	0.03263154583811394	0.013655494933749025	0.8993441064638783
TMUB1	0.4681955984810049	0.028233515634903162	0.013655494933749025	0.8993441064638783
SRF	0.4675532009425923	0.029425070339454896	0.013755021284249656	0.8993441064638783
TMEM250	0.4674450738821339	0.02942791127911066	0.013772408417770849	0.8993441064638783
PRKRA	0.46611726033519385	0.03309467374983072	0.013970262006115475	0.8993441064638783
SGMS2	0.46539010618757226	0.02896886904736363	0.014082978595839079	0.8993441064638783
CLDN6	0.4652393933387331	0.019277927549059815	0.01411115774326998	0.8993441064638783
STIP1	0.46454101457626773	0.028736557268226704	0.014202290305174172	0.8993441064638783
TIMM21	0.4643474795656892	0.02639239549655404	0.014229270339948438	0.8993441064638783
ZXDA	0.4643421988407815	0.02837742334379533	0.014230469452605072	0.8993441064638783
CDKN2D	0.4642533244508064	0.026240395763191576	0.014246657473469633	0.8993441064638783
COPB1	0.46417933976754444	0.03264480263563947	0.014255051262066071	0.8993441064638783
LAPTM4A	0.4631684277121978	0.01940426092827636	0.014412135020085136	0.8993441064638783
CCL4	0.46278979466318815	0.02944888122206828	0.014473889321901792	0.8993441064638783
ELFN2	0.46262092166018665	0.034885265444043606	0.014502668025661011	0.8993441064638783
ADGRG5	0.4615991494793734	0.02458757789706579	0.014634570417890761	0.8993441064638783
CD3E	0.4609018532683105	0.02496347040595788	0.014740691888002878	0.8993441064638783
MEGF9	0.4608873941052977	0.021476748329854602	0.014740691888002878	0.8993441064638783
GOT2	0.4599274907235388	0.027917710004529677	0.014873193836560945	0.8993441064638783
MED29	0.4598180125815652	0.02977749841537542	0.014885184963127285	0.8993441064638783
RBM27	0.4596089564528682	0.02146841538865229	0.01492115834282631	0.8993441064638783
HINT3	0.45928139971085175	0.02613499242592393	0.014962527729480184	0.8993441064638783
MOB4	0.45905238317126407	0.023807319317861814	0.014992505545896036	0.8993441064638783
FUCA1	0.4585806276906615	0.022675920093851783	0.015053660291384375	0.8993441064638783
ANK3	0.4581859899679259	0.029333153204891955	0.015110618142574495	0.8993441064638783
UBE2L6	0.45798795545262283	0.02625649337606158	0.015141795071646981	0.8993441064638783
GRSF1	0.45769536391536003	0.03621446048252065	0.015182564901972541	0.8993441064638783
PSMB10	0.4569785570130405	0.02401756522426064	0.01528209125247317	0.8993441064638783
OGFR	0.45652600429769774	0.03536747703338166	0.015339648659991606	0.8993441064638783
PRPS2	0.45628368883852727	0.02896888754389316	0.01537742070867558	0.8993441064638783
FIZ1	0.4550708072117735	0.025049501646073856	0.015577672522333474	0.8993441064638783
HGH1	0.4547835151309043	0.026817598614864806	0.015620241021643983	0.8993441064638783
EXOSC3	0.45466208037256484	0.030305126662319624	0.015640625936806762	0.8993441064638783
HNRNPU	0.45456590421990534	0.030146120259041335	0.01565561484501469	0.8993441064638783
ZNF845	0.45420918865763454	0.028424625354024135	0.01571617003417471	0.8993441064638783
HNRNPA0	0.453024864873261	0.0279508570520759	0.015896636488998143	0.8993441064638783
DUT	0.45281572225629774	0.025964723514194016	0.015938005875652018	0.8993441064638783
ISOC2	0.4521788174861204	0.02698357852521106	0.016043527789435817	0.8993441064638783
MAST2	0.45210972309859304	0.028246788379749026	0.016050722465375623	0.8993441064638783
THG1L	0.45159839690058234	0.029604299982265807	0.016134660351340008	0.8993441064638783
AHCTF1	0.45105051132692553	0.030445605387596563	0.016228790694885784	0.8993441064638783
MYO1D	0.44980312308905823	0.02472248843254898	0.01642304694526051	0.8993441064638783
BMP6	0.44976776067757585	0.01836353301432796	0.01643024162120031	0.8993441064638783
RCN2	0.44950946160081273	0.025178633313680088	0.016472210564182504	0.8993441064638783
RFC2	0.44840116127388374	0.02527778629384362	0.016658073025960788	0.8993441064638783
RTL6	0.44802463768744216	0.030522169265736976	0.016713831764494275	0.8993441064638783
ITGB1BP1	0.44728124202027814	0.031465762513704615	0.016842736375082438	0.8993441064638783
EEF1AKNMT	0.447245720785462	0.030968039616739322	0.01684873193836561	0.8993441064638783
CCDC59	0.4470930243170576	0.03781929979957913	0.016872114635169973	0.8993441064638783
R3HDM4	0.44661412082237884	0.027224941283484867	0.01693746627495653	0.8993441064638783
NOL11	0.4465867283030515	0.02521159083136574	0.016942862281911386	0.8993441064638783
AARS1	0.4457056544498086	0.026072827918159302	0.017094550032975598	0.8993441064638783
NXPH4	0.44532721474670206	0.031141553763745694	0.01714491276455423	0.8993441064638783
RUVBL2	0.44477026971806144	0.022208583853047702	0.01723664488278674	0.8993441064638783
SEPHS1	0.4447447048788953	0.031330409590253606	0.017242640446069907	0.8993441064638783
NOL7	0.44454963771811673	0.024571896126056925	0.017275016487799028	0.8993441064638783
MAP2K3	0.44433790425680597	0.024197129043138855	0.017307992085856466	0.8993441064638783
KMT5B	0.4441562490194699	0.030330792183461807	0.017334372564302414	0.8993441064638783
MEX3C	0.4439690965371005	0.03363052773223205	0.017373343725643024	0.8993441064638783
HNRNPH2	0.4438314541345717	0.02675416364160224	0.017399124647760656	0.8993441064638783
KCTD11	0.44369985659546834	0.027043588191386997	0.017417710893938485	0.8993441064638783
GTF2A1L	0.4432682242363267	0.024340230093186133	0.01748366209005336	0.8993441064638783
SLC17A5	0.44313688990315303	0.03167266889216727	0.017499250554589604	0.8993441064638783
WWP2	0.44313507904620747	0.030838237700667313	0.01749985011091792	0.8993441064638783
CPNE9	0.44273763902306007	0.020563306203838696	0.017565801307032797	0.8993441064638783
RALA	0.4424088617835935	0.029932044888546967	0.01761316625696984	0.8993441064638783
GABPA	0.4420598144197766	0.033164520544580516	0.01767432100245818	0.8993441064638783
LRRC8C	0.4419812947597201	0.029157347892206358	0.017689909466994422	0.8993441064638783
ZDHHC7	0.44197373879507806	0.02638783477941859	0.017691108579651057	0.8993441064638783
GFPT1	0.44083476581090925	0.03127240025346031	0.017889561724324002	0.8993441064638783
PROB1	0.44055718219731016	0.028276687633810988	0.017928532885664608	0.8993441064638783
SLC5A11	0.440535259627052	0.01873971227445151	0.01793272977996283	0.8993441064638783
ANXA7	0.44008723017912965	0.03091947885242948	0.01801726722225553	0.8993441064638783
PSKH1	0.4400766146478975	0.02994329051841076	0.0180196654475688	0.8993441064638783
HESX1	0.44000138283837753	0.028606575316148943	0.018038251693746628	0.8993441064638783
CENPQ	0.439404607407777	0.029479897691043144	0.018138377600575573	0.8993441064638783
EOMES	0.4389257343805808	0.028469263290861913	0.018243899514359375	0.8993441064638783
TOX4	0.4388536534638075	0.029496814265783832	0.01825708975358235	0.8993441064638783
ELF1	0.43815212463337005	0.029801825949063103	0.018381797469872296	0.8993441064638783
RRP9	0.4379956736721982	0.02522445939590822	0.01840697883566161	0.8993441064638783
CLUL1	0.4379783073483987	0.031999548077439335	0.018409976617303196	0.8993441064638783
ACSL6	0.4378618036361374	0.02558332473380572	0.01843096108879429	0.8993441064638783
GSPT2	0.43763456694009734	0.027374137282702556	0.018466934468493314	0.8993441064638783
PIK3R4	0.4371952816242834	0.02860719427151683	0.018547874572816116	0.8993441064638783
DYM	0.43680622663957563	0.019383377185772398	0.018608429761976138	0.8993441064638783
TMPO	0.4360680030819952	0.02978892682065764	0.018732537921937766	0.8993441064638783
MEAF6	0.4355361621298549	0.030853205443940303	0.01884765273697464	0.8993441064638783
IFNGR1	0.4353608516612879	0.030882844018881344	0.01887163499010732	0.8993441064638783
NGRN	0.43532946866045513	0.027885356782645355	0.018881227891360392	0.8993441064638783
GIMAP8	0.4352259969264474	0.025988004841076988	0.018898615024881587	0.8993441064638783
NUDT16	0.4343855939500594	0.02797501995771275	0.019044906768990948	0.8993441064638783
GNA14	0.43423261216536874	0.025943678896657447	0.019071886803765214	0.8993441064638783
DPY19L1	0.434065471509706	0.02252565306542554	0.019103663289166017	0.8993441064638783
PAF1	0.433650832867692	0.023354185940750817	0.01919239762575694	0.8993441064638783
SMIM14	0.4326473348064069	0.0251427085013064	0.019366268960968883	0.8993441064638783
