Set	Score	Margin of Error	P-Value	Q-Value
HP_NEOPLASM_OF_THE_LARYNX	0.7034602458406887	0.01701969228326286	0.0005054945054945055	0.09655172413793103
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX	0.7033584112334587	0.020039188661665815	0.0005057955742887249	0.09655172413793103
chr3p25	0.7028786501318164	0.021463617787096167	0.0005112148125846756	0.09702857142857144
GOBP_CORONARY_VASCULATURE_MORPHOGENESIS	0.7015000530216743	0.019277654622158996	0.0005214511515881379	0.09840909090909092
HP_ABNORMALITY_OF_THE_BREAST	0.7005538956237137	0.018522068972626916	0.0005328917657684781	0.1
WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER	0.7000152471269262	0.015751890018692608	0.0005383110040644287	0.10044943820224718
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	0.6949562341263938	0.013679583226469652	0.000584976667168448	0.1081111111111111
GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP	0.6948526365224671	0.013757466283297565	0.0005858798735511064	0.1081111111111111
HE_PTEN_TARGETS_UP	0.6942449847499931	0.01840530483317796	0.0005928044558181544	0.10878453038674032
HP_ABNORMAL_NIPPLE_MORPHOLOGY	0.6937208617885046	0.019250975341539227	0.000599427969290983	0.1093956043956044
AACTTT_UNKNOWN	0.6929275462599307	0.020081490076653132	0.0006084600331175674	0.11043715846994537
MIR6845_5P	0.6918221920777179	0.021136634966377223	0.0006214059912690049	0.11217391304347826
ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN	0.6858105896567253	0.016946209376369096	0.0006936625018816799	0.12454054054054053
GOCC_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX	0.6849378886664881	0.018422930963225267	0.0007066084600331176	0.12544973544973545
GOMF_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_ACTIVITY	0.6849378886664881	0.018422930963225267	0.0007066084600331176	0.12544973544973545
GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_UP	0.6844475972340242	0.014073291518972148	0.0007117266295348487	0.12544973544973545
MIR609	0.684205782529137	0.016975906687429657	0.0007138341110943851	0.12544973544973545
GOCC_SOMATODENDRITIC_COMPARTMENT	0.6809124511791584	0.0178790272873752	0.0007565858798735511	0.13226315789473683
GSE20366_EX_VIVO_VS_DEC205_CONVERSION_DN	0.6796426909365209	0.0233726716999375	0.0007743489387325004	0.13465968586387433
GOBP_RESPONSE_TO_NICOTINE	0.6781152004224773	0.01629106158412474	0.0007966280295047418	0.1370618556701031
ZNF394_TARGET_GENES	0.6779599763681139	0.014516368745992636	0.0008002408550353755	0.1370618556701031
KLF14_TARGET_GENES	0.6779099977163019	0.014202729509612242	0.0008005419238295951	0.1370618556701031
MORF_RBBP8	0.6768763106761817	0.025287863861503647	0.0008158964323347885	0.13897435897435897
RB_DN.V1_UP	0.676422289842235	0.017634524611561692	0.0008204124642480807	0.13903061224489796
HP_DIARRHEA	0.6759950075946715	0.013542375223544775	0.0008258317025440313	0.13923857868020303
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	0.675325362605147	0.016639039580930045	0.0008366701791359325	0.13955
MIR380_5P	0.6752443240261313	0.013658395109349589	0.000837573385518591	0.13955
HP_ABNORMAL_INTERNAL_GENITALIA	0.6750629181185449	0.024167625514047865	0.0008402830046665663	0.13955
GOBP_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	0.6746661385675299	0.022761121546976168	0.0008447990365798585	0.13960199004975124
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	0.6730215171787695	0.021635537980007308	0.000866475989763661	0.1424752475247525
NFY_Q6_01	0.672312331899749	0.01594867584539289	0.0008749059160018065	0.1429268292682927
HP_GAZE_EVOKED_NYSTAGMUS	0.6719820797460001	0.020643517684187977	0.0008782176727382206	0.1429268292682927
HP_HYPOPLASIA_OF_THE_PRIMARY_TEETH	0.671753202142557	0.02004892485609361	0.0008821315670630739	0.1429268292682927
HP_SYNDACTYLY	0.6710164001418149	0.01911531734973603	0.0008947764564202921	0.1435576923076923
GSE3039_NKT_CELL_VS_B1_BCELL_DN	0.6709596343263724	0.019217090159148794	0.0008956796628029505	0.1435576923076923
GOMF_ANNEALING_ACTIVITY	0.6707454243557509	0.020565750716848123	0.0008989914195393648	0.1435576923076923
MIR570_3P	0.6696304801054387	0.021025545438806265	0.0009152491344272166	0.14476190476190476
GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_UP	0.6696284179593891	0.016318321724117603	0.0009152491344272166	0.14476190476190476
GOBP_REGULATION_OF_RNA_BINDING	0.6687613375528539	0.01967547556678231	0.0009266897486075569	0.14587677725118484
GOCC_FILOPODIUM	0.6683740740548464	0.016565333803574216	0.000932410055697727	0.14608490566037738
HP_ABNORMAL_RENAL_MORPHOLOGY	0.6664650155878755	0.026927080273859656	0.0009573987656179436	0.14929577464788732
MIR140_3P	0.6655061243662952	0.01440055940369236	0.0009736564805057956	0.1511214953271028
GSE37301_RAG2_KO_VS_RAG2_AND_ETS1_KO_NK_CELL_UP	0.6651396660932317	0.015575317243378229	0.000980882131567063	0.1513888888888889
GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP	0.6648954304577298	0.019549101932715536	0.000984494957097697	0.1513888888888889
GOCC_NEURON_PROJECTION_TERMINUS	0.6641550564864566	0.021031080960038154	0.0009968387776606955	0.15258064516129033
MORF_MT4	0.6636056892295629	0.022378337396366667	0.0010058708414872799	0.15325688073394494
MIR4781_3P	0.6630668840833516	0.016804070052196158	0.0010155050429023031	0.15401826484018263
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	0.6619113495119274	0.02261631685013512	0.0010377841336745447	0.15560538116591927
GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_WITH_EGR2_DELETED_UP	0.6616895919449831	0.01985859731150966	0.0010410958904109589	0.15560538116591927
HP_CARDIOVASCULAR_CALCIFICATION	0.6615723851083273	0.02006946755047367	0.0010432033719704953	0.15560538116591927
ASXL2_TARGET_GENES	0.6613946071174677	0.01851294052286209	0.0010447087159415926	0.15560538116591927
WP_SARSCOV2_MITOCHONDRIAL_INTERACTIONS	0.660047504959254	0.016027727760333593	0.001075718801746199	0.15950892857142857
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP	0.6592536970091938	0.02329852752772448	0.001089567966280295	0.16084444444444443
GOBP_RESPONSE_TO_THYROID_HORMONE	0.6590041980490922	0.0221919355449614	0.001096492548547343	0.1611504424778761
GOCC_CHROMAFFIN_GRANULE	0.6571691014855136	0.020510163782658998	0.0011374379045611923	0.16573275862068967
GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_DN	0.6570141477643194	0.023823826603467928	0.0011395453861207285	0.16573275862068967
GOBP_REGULATION_OF_MYELINATION	0.6567758295930937	0.020007352767995278	0.0011434592804455818	0.16573275862068967
GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	0.6564829304125213	0.019711667251213795	0.0011500827939184104	0.16573275862068967
GSE11924_TH1_VS_TH17_CD4_TCELL_DN	0.6562774771149302	0.025154966317731293	0.0011542977570374831	0.16573275862068967
CCAWYNNGAAR_UNKNOWN	0.6561244822652795	0.016880015876968645	0.0011576095137738973	0.16573275862068967
GOCC_SECONDARY_LYSOSOME	0.6556101642007314	0.017554270715054658	0.0011672437151889208	0.16594017094017094
HP_RENAL_CORTICAL_CYSTS	0.6554092497679882	0.020750876352000812	0.0011690501279542375	0.16594017094017094
GOBP_GLUCAN_BIOSYNTHETIC_PROCESS	0.6548531087862166	0.015603471043158002	0.0011825982236941142	0.16672199170124483
GOCC_CELL_CELL_JUNCTION	0.6543989639693707	0.016687260620862447	0.0011880174619900647	0.16672199170124483
HP_PLAGIOCEPHALY	0.6540218384784438	0.013415361404188697	0.0011949420442571128	0.16672199170124483
GOBP_REGULATION_OF_ION_TRANSPORT	0.6537681760265661	0.021277339800933645	0.0012012644889357218	0.16672199170124483
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_DN	0.6535425348094052	0.015679883296041513	0.0012060815896432335	0.16672199170124483
GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_DN	0.6534173917870338	0.024659846008592473	0.0012087912087912088	0.16672199170124483
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_UP	0.6533542080636106	0.018188623264863098	0.0012096944151738672	0.16672199170124483
PEDRIOLI_MIR31_TARGETS_DN	0.6524975382277467	0.02209806674123289	0.0012289628180039138	0.16827160493827162
GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	0.6524049290188648	0.02163487563363751	0.0012310702995634503	0.16827160493827162
GSE22601_DOUBLE_NEGATIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP	0.6520245995985935	0.020493512662014938	0.001241607707361132	0.1689795918367347
MIR4446_5P	0.6517077948723442	0.0179540556332723	0.0012464248080686438	0.1689795918367347
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8	0.6508694671515884	0.024645317768590653	0.001260575041396959	0.17020325203252032
WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM	0.6497833540061575	0.018000567154819104	0.0012858648201113955	0.17188755020080324
GOBP_REGULATION_OF_ENDODERMAL_CELL_DIFFERENTIATION	0.6496364777172002	0.019019211580410197	0.0012882733704651513	0.17188755020080324
GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_DN	0.649597532463242	0.018660315829557312	0.0012885744392593709	0.17188755020080324
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	0.648671526203032	0.0213667744370449	0.0013096492548547343	0.17400000000000002
CREB3L2_TARGET_GENES	0.6479160777339033	0.02232246016791774	0.00132951979527322	0.1751764705882353
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP	0.6473154189378049	0.023818130114265177	0.0013400572030709016	0.1751764705882353
GOBP_VASCULOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS	0.6472567303383564	0.020284745067771805	0.0013409604094535602	0.1751764705882353
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP	0.647104804063535	0.01641627050101275	0.0013448743037784135	0.1751764705882353
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	0.6470945531389051	0.027646480809956124	0.0013448743037784135	0.1751764705882353
GOMF_TPR_DOMAIN_BINDING	0.6462106486238923	0.017920259463236714	0.0013617341562547041	0.1760617760617761
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	0.6461323743969288	0.019015815913389786	0.001362938431431582	0.1760617760617761
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_SALMON_DN	0.6456414454852407	0.023012615143449662	0.001370465151287069	0.1760617760617761
MIR6762_5P	0.645462126215763	0.025189124497373937	0.001372873701640825	0.1760617760617761
GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_DN	0.6439052255594159	0.017542909889396146	0.0014053891314165286	0.17953846153846154
GOBP_DENDRITIC_SPINE_MORPHOGENESIS	0.6433457662477413	0.01420804017160324	0.001417431883185308	0.1803831417624521
GOBP_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.6429692556265585	0.017791240885307678	0.0014258618094234532	0.18076335877862595
IPA_IRF4_DN	0.6422853535195903	0.018679918054396588	0.0014424205931055246	0.18216730038022813
GSE10500_ARTHRITIC_SYNOVIAL_FLUID_VS_HEALTHY_MACROPHAGE_UP	0.6419240941926326	0.015934623854333925	0.0014508505193436701	0.1825378787878788
GGTAACC_MIR4095P	0.6416735149619818	0.022966782585296865	0.0014565708264338401	0.18256603773584906
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_UP	0.6412674826840378	0.020488187241861057	0.001465903959054644	0.18288389513108613
GSE4748_CTRL_VS_LPS_STIM_DC_3H_DN	0.6410575409090714	0.022293175247307874	0.0014701189221737166	0.18288389513108613
MIR136_5P	0.6392098735423776	0.01609680925568267	0.001513773897335541	0.18761194029850745
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_DN	0.638321877727261	0.0165231547192464	0.0015309348186060515	0.18903345724907064
GSE43863_TH1_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_UP	0.6377329081071256	0.01692759586400881	0.0015435797079632696	0.18988888888888888
HP_ABNORMAL_OVARIAN_PHYSIOLOGY	0.6356487514595882	0.017150614103742225	0.0015887400270961916	0.19415441176470588
MIR513A_5P	0.6355619615694612	0.020130710291039487	0.0015899443022730695	0.19415441176470588
GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_UP	0.6352573674951039	0.01515103865726622	0.0015983742285112148	0.1944688644688645
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	0.6344613659440423	0.020925320327376006	0.0016122233930453108	0.1950902527075812
GOCC_MITOCHONDRIAL_CRISTA	0.633958737625291	0.02328845631662532	0.0016260725575794068	0.1950902527075812
GSE34156_UNTREATED_VS_6H_NOD2_LIGAND_TREATED_MONOCYTE_UP	0.6339392925771262	0.018200926929815796	0.0016260725575794068	0.1950902527075812
WP_CAMKK2_PATHWAY	0.6338866086779371	0.023796401632633652	0.0016269757639620654	0.1950902527075812
GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	0.6336073593585155	0.026305565837520656	0.001637513171759747	0.19564748201438847
WHITFIELD_CELL_CYCLE_G2	0.6332542282678457	0.015971692489893715	0.00164744844196899	0.19612903225806452
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_UP	0.6327770691229764	0.027261293920803297	0.0016618997440915248	0.19714285714285715
AP1FJ_Q2	0.6315029350004872	0.02119936090085476	0.0016886948667770585	0.1996085409252669
HP_ANAL_ATRESIA	0.6306149474340634	0.016501916891786022	0.0017097696823724221	0.20049295774647885
GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_LPS_STIM_DN	0.6305332089269062	0.01482886412477244	0.0017112750263435195	0.20049295774647885
HP_ABNORMALITY_OF_THE_CHOANAE	0.6303834786757053	0.016595784519113775	0.0017142857142857142	0.20049295774647885
HP_ABNORMALITY_OF_THE_FEMALE_GENITALIA	0.6283194813375627	0.02663299351166199	0.0017696823724220984	0.20563333333333333
GSE43955_1H_VS_42H_ACT_CD4_TCELL_UP	0.6279497228446895	0.020522159793576283	0.0017760048171007075	0.20563333333333333
GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	0.6275425516127697	0.028313852545206138	0.0017859400873099503	0.20563333333333333
HP_VOLVULUS	0.6275067492791641	0.023677482261902708	0.0017871443624868282	0.20563333333333333
GOCC_DISTAL_AXON	0.627415604624543	0.017102401867376823	0.0017892518440463647	0.20563333333333333
GSE3982_NEUTROPHIL_VS_BCELL_UP	0.6269461006209726	0.015648825895749306	0.001805208490139997	0.20563333333333333
HP_PUBERTY_AND_GONADAL_DISORDERS	0.6268776423527539	0.01856574222839237	0.0018064127653168748	0.20563333333333333
HP_ABNORMALITY_OF_SKIN_PIGMENTATION	0.6264404922553666	0.020209359832657654	0.0018154448291434592	0.20563333333333333
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	0.6260893745650561	0.019719206643210613	0.001824175824175824	0.20563333333333333
GOBP_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	0.6257783071439381	0.01942857562803356	0.0018326057504139696	0.20563333333333333
GOBP_HISTAMINE_TRANSPORT	0.6255382914862369	0.0161204919890932	0.0018377239199157008	0.20563333333333333
HP_ABNORMALITY_OF_SALIVATION	0.625399305372164	0.019298754364638446	0.001841637814240554	0.20563333333333333
MIR12131	0.6253103916171093	0.023295888487454793	0.0018431431582116515	0.20563333333333333
GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP	0.6251462874802587	0.016891384421177172	0.001847960258919163	0.20563333333333333
GSE40274_CTRL_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	0.6248829547170728	0.024911780807406362	0.0018560891163630889	0.20563333333333333
GSE17721_0.5H_VS_8H_CPG_BMDC_DN	0.6247997772570999	0.02017860694081211	0.0018572933915399668	0.20563333333333333
GOBP_ANIMAL_ORGAN_MATURATION	0.6245236892277668	0.023948005326805383	0.001867529730543429	0.2060797342192691
GOMF_DIPHOSPHOTRANSFERASE_ACTIVITY	0.6236262846271362	0.016740738147653738	0.0018931205780520848	0.2082119205298013
GSE7852_TREG_VS_TCONV_THYMUS_UP	0.6226510644801106	0.025973763255120984	0.0019211199759144966	0.21059405940594061
GOMF_RNA_METHYLTRANSFERASE_ACTIVITY	0.6221116349452589	0.0241738936352721	0.00193647448441969	0.21157894736842106
MIR4310	0.62019458227046	0.02338257158610482	0.0019921722113502936	0.21695081967213115
MIR7157_5P	0.6199375827948572	0.02471431525231054	0.0020021074815595365	0.2173202614379085
NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON	0.619013497996984	0.015187554396809697	0.0020252897787144362	0.21857142857142858
HP_ABNORMAL_ILEUM_MORPHOLOGY	0.6189492365789288	0.024811865183508038	0.0020267951226855337	0.21857142857142858
ABDELMOHSEN_ELAVL4_TARGETS	0.6182498050522871	0.018814749186795383	0.00204606352551558	0.21993527508090616
HP_ABSENT_THUMBNAIL	0.6173801776830595	0.024527661241403854	0.002070450097847358	0.22070512820512822
GOBP_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	0.6173606195714554	0.02058308407861179	0.0020713533042300163	0.22070512820512822
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	0.6172875715865227	0.013536430492069105	0.0020731597169953335	0.22070512820512822
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN	0.6167556089648727	0.01922111080899335	0.002087309950323649	0.22150159744408945
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_DN	0.615592058325832	0.022953602488596105	0.00212133072407045	0.2239047619047619
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	0.61552058937803	0.026734857297661663	0.0021234382056299866	0.2239047619047619
GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP	0.6146892791877243	0.02387937755094318	0.0021481258467559838	0.22453125
GOBP_N_GLYCAN_PROCESSING	0.6146183235489804	0.023631309254167003	0.0021499322595213005	0.22453125
GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_UP	0.6142887912322127	0.02479806067878839	0.0021595664609363237	0.22453125
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	0.6141848517533927	0.018676486545523983	0.0021625771488785186	0.22453125
chr6p24	0.6141550369541625	0.023555208161509973	0.0021631792864669577	0.22453125
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	0.6138585621512787	0.019044060541222357	0.0021752220382357367	0.2250778816199377
GOBP_POSITIVE_REGULATION_OF_RNA_BINDING	0.6131786810272966	0.020453710780385072	0.0021944904410657836	0.22582089552238804
HP_PERIODONTITIS	0.6130921207897173	0.018171818743697037	0.002197802197802198	0.22582089552238804
chr20p13	0.612775030614482	0.023646923195359364	0.00220803853680566	0.22582089552238804
GSE17721_CTRL_VS_POLYIC_8H_BMDC_DN	0.61264093342412	0.022198101787502582	0.0022128556375131717	0.22582089552238804
GOBP_TRANSMISSION_OF_NERVE_IMPULSE	0.6124020864473965	0.017454705263569455	0.0022182748758091224	0.22582089552238804
WP_DEVELOPMENT_OF_PULMONARY_DENDRITIC_CELLS_AND_MACROPHAGE_SUBSETS	0.6122066103359629	0.017072693123706156	0.0022248983892819508	0.22582089552238804
HP_AMBIGUOUS_GENITALIA_MALE	0.6116653576172589	0.03647520055178431	0.0022435646545235586	0.22582089552238804
GSE3982_CTRL_VS_LPS_48H_DC_DN	0.6113725150092657	0.0228650456515467	0.0022516935119674844	0.22582089552238804
GSE11924_TFH_VS_TH1_CD4_TCELL_UP	0.6109912759521292	0.014920293682364121	0.0022625319885593857	0.22582089552238804
GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	0.6108423439437458	0.018949289300235463	0.0022673490892668974	0.22582089552238804
GATTGGY_NFY_Q6_01	0.6107687032088166	0.018326386747358394	0.0022685533644437755	0.22582089552238804
GOBP_RESPONSE_TO_ALKALOID	0.6106230093283189	0.022219592269395884	0.002269757639620653	0.22582089552238804
GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_DN	0.6105269855032416	0.020618947400703636	0.0022736715339455064	0.22582089552238804
GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.6104382906185201	0.016631704915027915	0.0022775854282703597	0.22582089552238804
GSE9037_WT_VS_IRAK4_KO_BMDM_UP	0.6100931096939769	0.019255004844743778	0.0022875206984796026	0.2261309523809524
BURTON_ADIPOGENESIS_PEAK_AT_16HR	0.6093543380575784	0.02456380488993235	0.0023122083396055998	0.22789317507418397
ATACCTC_MIR202	0.6081337870593941	0.021545593434335136	0.0023519494204425713	0.23058651026392962
GSE22601_DOUBLE_NEGATIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP	0.6079509477454051	0.020590118124638256	0.002357368658738522	0.23058651026392962
GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_DN	0.6075131223136164	0.020200806306533054	0.002366099653770887	0.23058651026392962
GSE34156_UNTREATED_VS_24H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN	0.6074946300911135	0.02402892636659728	0.0023673039289477645	0.23058651026392962
