Set	Score	Margin of Error	P-Value	Q-Value
GCM_ATM	0.7767503452352543	0.018973942004812814	0.007446936625018817	0.9913862223027229
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	0.7761534304005294	0.019618016121163488	0.007506548246274274	0.9913563773584906
HP_ABNORMAL_EATING_BEHAVIOR	0.776011424636646	0.016507499711519647	0.007517386722866175	0.9913563773584906
GOBP_REGULATION_OF_ARTERY_MORPHOGENESIS	0.774664795846004	0.02667152944391658	0.0076528676802649406	0.9912695106119614
GOBP_SPERM_EJACULATION	0.7737094535214002	0.022075294243877115	0.007746199006472979	0.9912058450576656
MIR3149	0.7732282756004313	0.01822539604751145	0.007796778563901851	0.991185048760605
IPA_SULT2A1_UP	0.7726015568679617	0.013773257994515956	0.007870239349691404	0.9911413043478261
IPA_TRRAP_UP	0.7706781000521039	0.02460619681519214	0.008061719102814993	0.9909791962317702
IPA_FOXA2_DN	0.7706533461958003	0.020444698258480033	0.008068342616287822	0.9909791962317702
HP_SHORTENED_QT_INTERVAL	0.7650242538950685	0.01902728365216723	0.008662953484871293	0.9904360298336202
MIR296_5P	0.7640144894476276	0.024072406188730796	0.008775553213909378	0.990353001570238
GOBP_INTRACILIARY_TRANSPORT	0.7627483050732218	0.01919221267300525	0.008925184404636459	0.9902328250037747
GOBP_FOLIC_ACID_TRANSPORT	0.762407348237456	0.019359892289574694	0.00896552762306187	0.9902222624871656
STEIN_ESTROGEN_RESPONSE_NOT_VIA_ESRRA	0.76079812056943	0.018720854863210484	0.009133825079030558	0.9900833509497781
GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION	0.7596030879725242	0.02787843161624291	0.009271413517988861	0.9899752355641459
GOBP_RNA_3_URIDYLATION	0.759468936577125	0.021578478464930464	0.009288273370465151	0.9899752355641459
GOBP_REGULATION_OF_PRESYNAPTIC_MEMBRANE_POTENTIAL	0.7578162531323119	0.027685760405602687	0.00947975312358874	0.9898260344306856
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	0.7577153779891234	0.02100063491233326	0.009492699081740177	0.9898260344306856
GOBP_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	0.7573878816375041	0.014671586224727131	0.009528225199458076	0.9898260344306856
HP_ATROPHIC_SCARS	0.7558876980810328	0.017809539007110575	0.009733253048321542	0.9896614009121937
IPA_ZNF91_UP	0.7554459803822059	0.04962107406055345	0.009790155050429024	0.9896357155802573
IPA_ZNF254_UP	0.7554459803822059	0.04962107406055345	0.009790155050429024	0.9896357155802573
IPA_ZNF708_UP	0.7554459803822059	0.04962107406055345	0.009790155050429024	0.9896357155802573
IPA_ZNF431_UP	0.7554459803822059	0.04962107406055345	0.009790155050429024	0.9896357155802573
IPA_ZNF528_UP	0.7554459803822059	0.04962107406055345	0.009790155050429024	0.9896357155802573
IPA_ZNF100_UP	0.7554459803822059	0.04962107406055345	0.009790155050429024	0.9896357155802573
REACTOME_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS	0.755376268563925	0.01909509899410565	0.009799187114255608	0.9896357155802573
HP_INCREASED_SERUM_IRON	0.7551634154322122	0.018436818138146644	0.009827487580912238	0.9896357155802573
MODULE_210	0.7550605296361438	0.02091545675806762	0.009833207888002408	0.9896357155802573
MIR518E_5P_MIR519A_5P_MIR519B_5P_MIR519C_5P_MIR522_5P_MIR523_5P	0.7550460714472311	0.01655208859597621	0.009834412163179287	0.9896357155802573
GOBP_DELAMINATION	0.7550161866522068	0.027064206827683835	0.00983832605750414	0.9896357155802573
HP_XANTHELASMA	0.7543640329384597	0.016717663986030713	0.009905163329820865	0.9896357155802573
DESCARTES_MAIN_FETAL_VASCULAR_ENDOTHELIAL_CELLS	0.7529818447530902	0.018815169491619446	0.01005178383260575	0.9896357155802573
BEIER_GLIOMA_STEM_CELL_UP	0.7524601316075462	0.02132952161153317	0.010106277284359476	0.9896357155802573
SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_CORRELATED_WITH_AGE_1DY_POSITIVE	0.752178452055513	0.03334019250533742	0.010147824777961764	0.9896357155802573
GOMF_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY	0.7505770447796948	0.019113621562318113	0.010350745145265693	0.9895201112084857
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.7501365665884704	0.017871186033562934	0.010408851422550052	0.9894916893321245
GOMF_LYSOZYME_ACTIVITY	0.7499290816369671	0.030206514240724864	0.010432334788499172	0.9894916893321245
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY	0.7492382178169561	0.013774641036098264	0.010509709468613578	0.989450253868472
GOMF_CARBOXYPEPTIDASE_ACTIVITY	0.7490965463493026	0.014771168465393303	0.010524160770736113	0.989450253868472
MODULE_70	0.7485319487402889	0.013481369211501327	0.010602739726027398	0.989416671704044
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.7468503873224752	0.013868073477882195	0.010804455818154448	0.9892440683089013
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	0.7467039816156203	0.01724633853421335	0.010824326358572934	0.9892440683089013
HP_TYPE_II_LISSENCEPHALY	0.746116501202018	0.023612058316040026	0.010909227758542826	0.9891986821025904
IPA_GRHL2_UP	0.7453940441896948	0.03163926077426045	0.01098268854433238	0.9891548273985854
GOMF_SEMAPHORIN_RECEPTOR_BINDING	0.7453740289917373	0.017858595732243302	0.010986000301068794	0.9891548273985854
GOMF_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.7426748752050019	0.02201013954441871	0.011285262682522957	0.9889108222490932
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	0.7415501574252478	0.029357156194835383	0.011419238295950625	0.9888061912391547
MIR557	0.740816248125658	0.02065305134081558	0.011515580310100857	0.9887393433702159
TOMLINS_METASTASIS_UP	0.7396937979318786	0.016014071732645664	0.0116646093632395	0.9886195846056173
GOBP_AXONEMAL_CENTRAL_APPARATUS_ASSEMBLY	0.7396757247536324	0.03141454838681093	0.011667620051181694	0.9886195846056173
GOBP_NEGATIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.7395065188559659	0.05449651419332139	0.01168839379798284	0.9886195846056173
GOMF_OXYGEN_CARRIER_ACTIVITY	0.7394328326007179	0.021366011063370435	0.011695619449044107	0.9886195846056173
GOBP_CHYLOMICRON_REMODELING	0.7392321417935532	0.027094251872522557	0.011719403883787446	0.9886195846056173
REACTOME_CHYLOMICRON_REMODELING	0.7392321417935532	0.027094251872522557	0.011719403883787446	0.9886195846056173
WP_PRADERWILLI_AND_ANGELMAN_SYNDROME	0.7379636399853318	0.022871089108040924	0.01188469065181394	0.9885779081370385
GOMF_SUPEROXIDE_GENERATING_NADPH_OXIDASE_ACTIVATOR_ACTIVITY	0.7376934251248455	0.026758500749343613	0.011921722113502935	0.9885706078016329
WP_FGF23_SIGNALLING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS	0.737589103224322	0.01767810330917136	0.011931657383712178	0.9885706078016329
HP_POSTERIOR_UVEITIS	0.7374820305174055	0.022452525028416263	0.011946710823423152	0.9885706078016329
HP_LONG_NOSE	0.736321974000104	0.013912837929148488	0.012097847358121331	0.9884833822239695
AIZARANI_LIVER_C9_LSECS_1	0.7356176363928159	0.018139891889741227	0.012194490441065783	0.9884161979072159
MIR4292	0.7352123663754219	0.020544599489886177	0.012244768929700436	0.9883955844548616
GOBP_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	0.7351513519509248	0.041262811469562996	0.012252596718350143	0.9883955844548616
KRAS.DF.V1_DN	0.7346493225785	0.018211825731382327	0.012305584826132771	0.9883942775912652
GOBP_POLYSACCHARIDE_DIGESTION	0.7342827220195595	0.0400543668967901	0.012348035526117717	0.9883815256185349
IPA_KLF13_UP	0.734162197988763	0.023086028973380926	0.012367303928947764	0.9883815256185349
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	0.7335229236263527	0.028032316060715785	0.012461237392744242	0.9883275862068965
HP_OXYCEPHALY	0.7323089433132463	0.04438686204166202	0.012615685684178835	0.9882023049699024
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	0.7322673165066261	0.019537719793124013	0.012622309197651664	0.9882023049699024
HP_FOCAL_SENSORY_SEIZURE	0.7319554531737252	0.04218466307199868	0.012662953484871294	0.9882023049699024
GOBP_POST_EMBRYONIC_EYE_MORPHOGENESIS	0.7304813026860819	0.0305125435386887	0.012845702242962517	0.9880608664085189
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	0.7293419802149227	0.027476759515053278	0.012997440915249134	0.9879382846770534
IPA_E2F3_UP	0.7291423473341109	0.026039037642033507	0.013020623212404034	0.9879382846770534
HP_RECURRENT_HAND_FLAPPING	0.7274140881492901	0.02218057528967297	0.013243715188920669	0.9877505823979669
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	0.7273081906142614	0.01917974460549727	0.013258768628631642	0.9877505823979669
GSE37605_C57BL6_VS_NOD_FOXP3_IRES_GFP_TCONV_UP	0.726793831173591	0.02880034262736166	0.01332379948818305	0.9877298720159753
DESCARTES_FETAL_MUSCLE_STROMAL_CELLS	0.7265488839786127	0.02003615869774403	0.013360228812283607	0.9877231467473525
GOBP_GALACTOSE_METABOLIC_PROCESS	0.7263132554329067	0.01927097130850877	0.013389432485322896	0.9877231467473525
GOMF_CORECEPTOR_ACTIVITY_INVOLVED_IN_WNT_SIGNALING_PATHWAY	0.7255378823177533	0.022741773082007623	0.013470118922173717	0.9876724763979666
LEE_DOUBLE_POLAR_THYMOCYTE	0.7252255613286532	0.019370044289946285	0.01350835465903959	0.9876639331860683
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CILIUM	0.7251101024770653	0.0170599481893521	0.01352641878669276	0.9876639331860683
MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_HIGH_RESPONDERS_VS_LOW_RESPONDERS_0DY_UP	0.7242258618581419	0.02557111371008271	0.013636609965377088	0.9875947949765472
HP_ABNORMAL_HEPATIC_IRON_CONCENTRATION	0.7240576012158281	0.029611937259283943	0.01366521150082794	0.9875947949765472
GOBP_RESPONSE_TO_CAMPTOTHECIN	0.723980183355682	0.023606804806200143	0.01367665211500828	0.9875947949765472
GOCC_ORIGIN_RECOGNITION_COMPLEX	0.7239227565016888	0.02199657266084325	0.01368177028451001	0.9875947949765472
HP_ABNORMAL_VERTEBRAL_SEGMENTATION_AND_FUSION	0.7214396245628169	0.02466604525946908	0.01398223694114105	0.9873669077812415
MIR4498	0.7205801328946956	0.022483698020145517	0.014091223844648502	0.9872872276029055
DE_YY1_TARGETS_UP	0.7204541143048783	0.02104874145872283	0.014107782628330574	0.9872872276029055
HP_PRIMARY_HYPERCORTISOLISM	0.7193321022969937	0.021206683527345064	0.01425440313111546	0.987182940855984
GOBP_CARDIAC_CONDUCTION	0.7192389786717122	0.02130006810510865	0.014270359777209092	0.987182940855984
GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY	0.7188781743706708	0.02391222379997917	0.01431190727081138	0.987182940855984
GOBP_CELL_MIGRATION_INVOLVED_IN_GASTRULATION	0.7187588015880845	0.027006777651802254	0.014330573536052988	0.987182940855984
chr1q43	0.7185516783328152	0.03407889425943501	0.014359476140298057	0.987182940855984
HP_PALMAR_HYPERHIDROSIS	0.7183697341023785	0.027389429731325254	0.014379948818304983	0.987182940855984
CROONQUIST_NRAS_SIGNALING_UP	0.7182574586278556	0.03175388577417092	0.014393797982839079	0.987182940855984
GOBP_FRUCTOSE_2_6_BISPHOSPHATE_METABOLIC_PROCESS	0.7177513208556994	0.033092283866968594	0.014462742736715339	0.987182940855984
GOMF_FRUCTOSE_2_6_BISPHOSPHATE_2_PHOSPHATASE_ACTIVITY	0.7177513208556994	0.033092283866968594	0.014462742736715339	0.987182940855984
GOCC_INTERMEDIATE_DENSITY_LIPOPROTEIN_PARTICLE	0.7165142076248198	0.02730058259783035	0.014621104922474785	0.987083169336038
chr16q21	0.7153911108206896	0.02050620283493772	0.014767424356465452	0.9869659077146663
GOBP_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	0.715194986451539	0.021252342710388884	0.014788499172060815	0.9869659077146663
GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B	0.714730785760594	0.018419718016918697	0.014856841788348637	0.9869357475928057
GOMF_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.7144319887476874	0.025797266354344768	0.014903206382658437	0.9869190007570022
GOMF_AMIDINE_LYASE_ACTIVITY	0.7136588150860701	0.034753240593170864	0.015009784735812133	0.9868416908914729
IPA_SREBF1_DN	0.7133984195050084	0.02385560639554979	0.015045310853530032	0.9868358416860975
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_3H_IFNG_STIM_DN	0.7133653992998911	0.025704647464936326	0.015050127954237543	0.9868358416860975
HAND1E47_01	0.7118090857231238	0.023641971681523516	0.015282251994580762	0.9866572787014325
IPA_ARID1A_DN	0.7113954487272505	0.0321237492407697	0.01534035827186512	0.9866287098728044
MIR8086	0.7101384923389096	0.02651324704622684	0.015503537558332078	0.9864944425936581
GCM_CASP2	0.7100440830891798	0.020961770689523533	0.015521300617191027	0.9864944425936581
HP_BILATERAL_TONIC_CLONIC_SEIZURE_WITH_FOCAL_ONSET	0.709869471628097	0.02406674113816486	0.01554990215264188	0.9864944425936581
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.7095106940867125	0.02110447554836768	0.015600180641276532	0.9864868548582505
MIR5571_3P	0.7094083786921411	0.020504500269006985	0.015618846906518139	0.9864868548582505
MIR4427	0.7077750881798963	0.026637937024745838	0.01586301369863014	0.9862821833161689
HP_RENAL_DYSPLASIA	0.7071027143407869	0.02426571779332854	0.01596477495107632	0.9862096749765243
MIR184	0.7066983463036486	0.02418370454939021	0.01601896733403583	0.9861850236277717
GOBP_HISTAMINE_METABOLIC_PROCESS	0.7055654108141178	0.018979249835202446	0.01616739424958603	0.9860655539062737
IVANOVA_HEMATOPOIESIS_STEM_CELL	0.7055568172566484	0.024238523873408337	0.016169501731145567	0.9860655539062737
GNF2_CKS2	0.7055526684588447	0.027382121221079657	0.016169802799939785	0.9860655539062737
GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	0.7053088646175861	0.023235654454761827	0.016205629986451905	0.9860655539062737
MODULE_539	0.7050415951666071	0.03518825773995912	0.01624808068643685	0.9860655539062737
HAY_BONE_MARROW_CD34_POS_PRE_PC	0.7049304266417874	0.028000338583575035	0.01626072557579407	0.9860655539062737
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.7048203599838646	0.026760280502092115	0.016279993978624115	0.9860655539062737
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	0.7031000332961519	0.01864200850325134	0.016544332379948817	0.9858953460186644
GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_DN	0.7014900059897604	0.024904777763028654	0.016765316874905917	0.9857028148956156
GOBP_L_LYSINE_TRANSMEMBRANE_TRANSPORT	0.7011567119870002	0.02599106617944405	0.01681559536354057	0.9856823828858857
GOMF_L_LYSINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.7011567119870002	0.02599106617944405	0.01681559536354057	0.9856823828858857
HP_AIRWAY_OBSTRUCTION	0.6998423105712492	0.019816374704376322	0.01700677404786994	0.9855493939393939
HP_APLASIA_HYPOPLASIA_OF_THE_ABDOMINAL_WALL_MUSCULATURE	0.6993045521845207	0.033220082897231856	0.017085955140749662	0.9854995605927451
