	Selected	N	n	.
MANNO_MIDBRAIN_NEUROTYPES_HRGL2A	False	600	280	0.4666666666666667
MANNO_MIDBRAIN_NEUROTYPES_HRGL3	False	574	279	0.48606271777003485
MANNO_MIDBRAIN_NEUROTYPES_HRGL1	False	364	167	0.45879120879120877
MANNO_MIDBRAIN_NEUROTYPES_HPROGM	False	307	163	0.5309446254071661
MANNO_MIDBRAIN_NEUROTYPES_HPROGBP	False	300	188	0.6266666666666667
MANNO_MIDBRAIN_NEUROTYPES_HPROGFPL	False	323	195	0.6037151702786377
MANNO_MIDBRAIN_NEUROTYPES_HPROGFPM	False	356	221	0.6207865168539326
MANNO_MIDBRAIN_NEUROTYPES_HNPROG	False	229	113	0.49344978165938863
MANNO_MIDBRAIN_NEUROTYPES_HNBM	False	295	134	0.4542372881355932
MANNO_MIDBRAIN_NEUROTYPES_HNBML1	False	328	128	0.3902439024390244
MANNO_MIDBRAIN_NEUROTYPES_HRN	False	335	136	0.4059701492537313
MANNO_MIDBRAIN_NEUROTYPES_HNBML5	False	465	199	0.42795698924731185
MANNO_MIDBRAIN_NEUROTYPES_HDA	False	506	213	0.4209486166007905
MANNO_MIDBRAIN_NEUROTYPES_HDA1	False	584	258	0.4417808219178082
MANNO_MIDBRAIN_NEUROTYPES_HDA2	False	513	214	0.4171539961013645
MANNO_MIDBRAIN_NEUROTYPES_HNBGABA	False	703	323	0.4594594594594595
MANNO_MIDBRAIN_NEUROTYPES_HGABA	False	1105	573	0.5185520361990951
MANNO_MIDBRAIN_NEUROTYPES_HSERT	False	450	189	0.42
MANNO_MIDBRAIN_NEUROTYPES_HOMTN	False	389	157	0.40359897172236503
ZHONG_PFC_MAJOR_TYPES_ASTROCYTES	False	325	169	0.52
ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON	False	8	3	0.375
ZHONG_PFC_MAJOR_TYPES_INTERNEURON	False	18	3	0.16666666666666666
ZHONG_PFC_MAJOR_TYPES_MICROGLIA	False	438	319	0.728310502283105
ZHONG_PFC_MAJOR_TYPES_NPCS	False	142	109	0.7676056338028169
ZHONG_PFC_MAJOR_TYPES_OPC	False	91	40	0.43956043956043955
ZHONG_PFC_C7_ORG_UNDERGOING_NEURONAL_DIFFERENTIATION	False	67	32	0.47761194029850745
ZHONG_PFC_C8_ORG_PROLIFERATING	False	62	47	0.7580645161290323
ZHONG_PFC_C9_ORG_OTHER	False	83	47	0.5662650602409639
ZHONG_PFC_C3_UNKNOWN_INP	False	38	29	0.7631578947368421
ZHONG_PFC_C4_UNKNOWN_INP	False	89	63	0.7078651685393258
ZHONG_PFC_C5_BCL11B_CALB2_POS_INP	False	22	11	0.5
ZHONG_PFC_HES1_POS_C1_NPC	False	6	3	0.5
ZHONG_PFC_C2_UNKNOWN_NPC	False	76	55	0.7236842105263158
ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON	False	26	8	0.3076923076923077
ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON	False	28	12	0.42857142857142855
ZHONG_PFC_C6_PLXNA4_POS_EXCITATORY_NEURON	False	7	2	0.2857142857142857
ZHONG_PFC_C1_DLX5_POS_INTERNEURON	False	7	3	0.42857142857142855
ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON	False	11	3	0.2727272727272727
ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON	False	15	5	0.3333333333333333
ZHONG_PFC_C7_SST_LHX6_POS_PUTATIVE_MIGRATING_INTERNEURON	False	14	4	0.2857142857142857
ZHONG_PFC_C8_UNKNOWN_NEUROD2_POS_INTERNEURON	False	84	43	0.5119047619047619
ZHONG_PFC_C1_OPC	False	238	198	0.8319327731092437
ZHONG_PFC_C2_THY1_POS_OPC	False	27	8	0.2962962962962963
ZHONG_PFC_C3_HOPX_POS_OPC	False	8	4	0.5
ZHONG_PFC_C4_PTGDS_POS_OPC	False	147	90	0.6122448979591837
ZHONG_PFC_C1_ASTROCYTE	False	30	20	0.6666666666666666
ZHONG_PFC_C2_ASCL1_POS_ASTROCYTE	False	6	4	0.6666666666666666
ZHONG_PFC_C3_ASTROCYTE	False	389	245	0.6298200514138818
ZHONG_PFC_C1_MICROGLIA	False	257	223	0.867704280155642
ZHONG_PFC_C3_MICROGLIA	False	488	268	0.5491803278688525
AIZARANI_LIVER_C1_NK_NKT_CELLS_1	True	157	145	0.9235668789808917
AIZARANI_LIVER_C2_KUPFFER_CELLS_1	False	200	147	0.735
AIZARANI_LIVER_C3_NK_NKT_CELLS_2	True	162	153	0.9444444444444444
AIZARANI_LIVER_C4_EPCAM_POS_BILE_DUCT_CELLS_1	False	191	101	0.5287958115183246
AIZARANI_LIVER_C5_NK_NKT_CELLS_3	False	126	110	0.873015873015873
AIZARANI_LIVER_C6_KUPFFER_CELLS_2	False	228	150	0.6578947368421053
AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2	False	219	107	0.4885844748858447
AIZARANI_LIVER_C8_RESIDENT_B_CELLS_1	False	35	28	0.8
AIZARANI_LIVER_C9_LSECS_1	False	304	177	0.5822368421052632
AIZARANI_LIVER_C10_MVECS_1	False	269	136	0.5055762081784386
AIZARANI_LIVER_C11_HEPATOCYTES_1	False	298	139	0.4664429530201342
AIZARANI_LIVER_C12_NK_NKT_CELLS_4	False	49	43	0.8775510204081632
AIZARANI_LIVER_C13_LSECS_2	False	283	151	0.5335689045936396
AIZARANI_LIVER_C14_HEPATOCYTES_2	False	226	102	0.45132743362831856
AIZARANI_LIVER_C17_HEPATOCYTES_3	False	102	39	0.38235294117647056
AIZARANI_LIVER_C18_NK_NKT_CELLS_5	False	121	81	0.6694214876033058
AIZARANI_LIVER_C20_LSECS_3	False	295	174	0.5898305084745763
AIZARANI_LIVER_C21_STELLATE_CELLS_1	False	194	91	0.4690721649484536
AIZARANI_LIVER_C22_RESIDENT_B_CELLS_2	False	33	24	0.7272727272727273
AIZARANI_LIVER_C23_KUPFFER_CELLS_3	False	221	167	0.755656108597285
AIZARANI_LIVER_C24_EPCAM_POS_BILE_DUCT_CELLS_3	False	185	111	0.6
AIZARANI_LIVER_C25_KUPFFER_CELLS_4	False	174	129	0.7413793103448276
AIZARANI_LIVER_C28_NK_NKT_CELLS_6	True	99	90	0.9090909090909091
AIZARANI_LIVER_C29_MVECS_2	False	313	179	0.5718849840255591
AIZARANI_LIVER_C30_HEPATOCYTES_4	False	446	279	0.625560538116592
AIZARANI_LIVER_C31_KUPFFER_CELLS_5	False	120	76	0.6333333333333333
AIZARANI_LIVER_C32_MVECS_3	False	125	76	0.608
AIZARANI_LIVER_C33_STELLATE_CELLS_2	False	126	67	0.5317460317460317
AIZARANI_LIVER_C34_MHC_II_POS_B_CELLS	False	134	105	0.7835820895522388
AIZARANI_LIVER_C38_RESIDENT_B_CELLS_3	False	23	17	0.7391304347826086
AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4	False	184	119	0.6467391304347826
GAO_ESOPHAGUS_25W_C1_CILIATED_EPITHELIAL_CELLS	False	457	243	0.5317286652078774
GAO_ESOPHAGUS_25W_C2_KRT6BPOS_SECRETORY_PROGENITOR_CELLS	False	77	47	0.6103896103896104
GAO_ESOPHAGUS_25W_C3_FGFR1LOW_EPITHELIAL_CELLS	False	53	42	0.7924528301886793
GAO_ESOPHAGUS_25W_C4_FGFR1HIGH_EPITHELIAL_CELLS	False	208	126	0.6057692307692307
GAO_STOMACH_24W_C1_PROCRPOS_MULTIPOTENT_PROGENITOR	False	40	34	0.85
GAO_STOMACH_24W_C2_TFF2POS_MULTIPOTENT_PROGENITOR	False	7	5	0.7142857142857143
GAO_STOMACH_24W_C4_PARIETAL_PROGENITOR	False	8	5	0.625
GAO_STOMACH_24W_C5_PUTATIVE_PIT_CELL_PROGENITOR	False	55	28	0.509090909090909
GAO_STOMACH_24W_C6_PIT_CELL	False	13	9	0.6923076923076923
GAO_SMALL_INTESTINE_24W_C1_TUFT_PROGENITOR	False	11	9	0.8181818181818182
GAO_SMALL_INTESTINE_24W_C2_PROCRPOS_PROGENITOR	False	22	15	0.6818181818181818
GAO_SMALL_INTESTINE_24W_C3_ENTEROCYTE_PROGENITOR_SUBTYPE_1	False	48	25	0.5208333333333334
GAO_SMALL_INTESTINE_24W_C4_ENTEROCYTE_PROGENITOR_SUBTYPE_2	False	97	44	0.4536082474226804
GAO_SMALL_INTESTINE_24W_C6_GOBLET_CELLS	False	46	23	0.5
GAO_SMALL_INTESTINE_24W_C7_SECRETORY_PROGENITOR	False	52	16	0.3076923076923077
GAO_SMALL_INTESTINE_24W_C9_ENTEROENDOCRINE_CELL	False	60	26	0.43333333333333335
GAO_LARGE_INTESTINE_24W_C1_DCLK1POS_PROGENITOR	False	99	51	0.5151515151515151
GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	False	113	59	0.5221238938053098
GAO_LARGE_INTESTINE_24W_C4_PROM1LOW_PROGENITOR	False	7	3	0.42857142857142855
GAO_LARGE_INTESTINE_24W_C5_LGR5POS_STEM_CELL	False	60	30	0.5
GAO_LARGE_INTESTINE_24W_C6_SECRETORY_PROGENITOR	False	22	18	0.8181818181818182
GAO_LARGE_INTESTINE_24W_C7_GOBLET_PROGENITOR	False	18	9	0.5
GAO_LARGE_INTESTINE_24W_C8_GOBLET_CELL	False	41	21	0.5121951219512195
GAO_LARGE_INTESTINE_24W_C10_ENTEROCYTE	False	56	27	0.48214285714285715
GAO_LARGE_INTESTINE_24W_C11_PANETH_LIKE_CELL	False	325	227	0.6984615384615385
GAO_LARGE_INTESTINE_ADULT_CA_ENTEROENDOCRINE_CELLS	False	312	127	0.40705128205128205
GAO_LARGE_INTESTINE_ADULT_CE_OLFM4HIGH_STEM_CELL	False	374	203	0.5427807486631016
GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1	False	23	9	0.391304347826087
GAO_LARGE_INTESTINE_ADULT_CG_GOBLET_CELL_SUBTYPE_2	False	57	27	0.47368421052631576
GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS	False	107	73	0.6822429906542056
GAO_LARGE_INTESTINE_ADULT_CI_MESENCHYMAL_CELLS	False	361	277	0.7673130193905817
GAO_LARGE_INTESTINE_ADULT_CJ_IMMUNE_CELLS	False	505	212	0.4198019801980198
MURARO_PANCREAS_ALPHA_CELL	False	568	364	0.6408450704225352
MURARO_PANCREAS_BETA_CELL	False	947	706	0.7455121436114044
MURARO_PANCREAS_DELTA_CELL	False	250	119	0.476
MURARO_PANCREAS_PANCREATIC_POLYPEPTIDE_CELL	False	155	67	0.432258064516129
MURARO_PANCREAS_EPSILON_CELL	False	44	22	0.5
MURARO_PANCREAS_DUCTAL_CELL	False	1276	889	0.6967084639498433
MURARO_PANCREAS_ACINAR_CELL	False	731	545	0.7455540355677155
MURARO_PANCREAS_MESENCHYMAL_STROMAL_CELL	False	680	450	0.6617647058823529
MURARO_PANCREAS_ENDOTHELIAL_CELL	False	362	221	0.6104972375690608
HAY_BONE_MARROW_CD34_POS_CLP	False	10	6	0.6
HAY_BONE_MARROW_CD34_POS_EO_B_MAST	False	19	6	0.3157894736842105
HAY_BONE_MARROW_CD34_POS_ERP	False	10	6	0.6
HAY_BONE_MARROW_CD34_POS_ERP_EARLY	False	11	7	0.6363636363636364
HAY_BONE_MARROW_CD34_POS_GRAN	False	27	15	0.5555555555555556
HAY_BONE_MARROW_CD34_POS_HSC	False	129	58	0.4496124031007752
HAY_BONE_MARROW_CD34_POS_LMPP	False	8	2	0.25
HAY_BONE_MARROW_CD34_POS_LYMPHOID_UNK	False	7	4	0.5714285714285714
HAY_BONE_MARROW_CD34_POS_MEP	False	8	4	0.5
HAY_BONE_MARROW_CD34_POS_MKP	False	63	29	0.4603174603174603
HAY_BONE_MARROW_CD34_POS_MULTILIN	False	20	16	0.8
HAY_BONE_MARROW_CD34_POS_PRE_B	False	98	61	0.6224489795918368
HAY_BONE_MARROW_CD34_POS_PRE_PC	False	124	65	0.5241935483870968
HAY_BONE_MARROW_CD8_T_CELL	True	71	64	0.9014084507042254
HAY_BONE_MARROW_DENDRITIC_CELL	False	196	123	0.6275510204081632
HAY_BONE_MARROW_EARLY_ERYTHROBLAST	False	95	75	0.7894736842105263
HAY_BONE_MARROW_EOSINOPHIL	False	58	40	0.6896551724137931
HAY_BONE_MARROW_ERYTHROBLAST	False	1269	1057	0.8329393223010244
HAY_BONE_MARROW_FOLLICULAR_B_CELL	False	142	88	0.6197183098591549
HAY_BONE_MARROW_IMMATURE_NEUTROPHIL	False	194	148	0.7628865979381443
HAY_BONE_MARROW_MONOCYTE	False	227	168	0.7400881057268722
HAY_BONE_MARROW_NAIVE_T_CELL	False	403	361	0.8957816377171216
HAY_BONE_MARROW_NEUTROPHIL	False	449	326	0.7260579064587973
HAY_BONE_MARROW_NK_CELLS	False	370	303	0.8189189189189189
HAY_BONE_MARROW_PLASMA_CELL	False	130	78	0.6
HAY_BONE_MARROW_PLATELET	False	272	142	0.5220588235294118
HAY_BONE_MARROW_PRE_DENDRITIC	False	5	3	0.6
HAY_BONE_MARROW_PRO_B	False	304	251	0.8256578947368421
HAY_BONE_MARROW_STROMAL	False	765	218	0.2849673202614379
ZHENG_CORD_BLOOD_C1_PUTATIVE_MEGAKARYOCYTE_PROGENITOR	False	98	56	0.5714285714285714
ZHENG_CORD_BLOOD_C2_PUTATIVE_BASOPHIL_EOSINOPHIL_MAST_CELL_PROGENITOR	False	96	80	0.8333333333333334
ZHENG_CORD_BLOOD_C3_MEGAKARYOCYTE_ERYTHROID_PROGENITOR	False	100	78	0.78
ZHENG_CORD_BLOOD_C4_PUTATIVE_EARLY_ERYTHROID_COMMITMENT	False	97	79	0.8144329896907216
ZHENG_CORD_BLOOD_C5_SIMILAR_TO_HSC_C6_PUTATIVE_ALTERED_METABOLIC_STATE	False	97	48	0.4948453608247423
ZHENG_CORD_BLOOD_C6_HSC_MULTIPOTENT_PROGENITOR	False	97	67	0.6907216494845361
ZHENG_CORD_BLOOD_C7_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_1	False	95	80	0.8421052631578947
ZHENG_CORD_BLOOD_C8_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_2	False	97	77	0.7938144329896907
ZHENG_CORD_BLOOD_C9_GRANULOCYTE_MACROPHAGE_PROGENITOR	True	100	91	0.91
ZHENG_CORD_BLOOD_C10_MULTILYMPHOID_PROGENITOR	False	97	77	0.7938144329896907
LAKE_ADULT_KIDNEY_C1_EPITHELIAL_CELLS_UNASSIGNED	False	30	6	0.2
LAKE_ADULT_KIDNEY_C2_PODOCYTES	False	212	128	0.6037735849056604
LAKE_ADULT_KIDNEY_C3_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S1_S2	False	221	118	0.5339366515837104
LAKE_ADULT_KIDNEY_C4_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S2	False	176	91	0.5170454545454546
LAKE_ADULT_KIDNEY_C5_PROXIMAL_TUBULE_EPITHELIAL_CELLS_STRESS_INFLAM	False	417	232	0.5563549160671463
LAKE_ADULT_KIDNEY_C6_PROXIMAL_TUBULE_EPITHELIAL_CELLS_FIBRINOGEN_POS_S3	False	181	123	0.6795580110497238
LAKE_ADULT_KIDNEY_C7_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S3	False	135	106	0.7851851851851852
LAKE_ADULT_KIDNEY_C8_DECENDING_THIN_LIMB	False	278	237	0.8525179856115108
LAKE_ADULT_KIDNEY_C9_THIN_ASCENDING_LIMB	False	268	231	0.8619402985074627
LAKE_ADULT_KIDNEY_C10_THIN_ASCENDING_LIMB	False	353	298	0.8441926345609065
LAKE_ADULT_KIDNEY_C11_THIN_ASCENDING_LIMB	False	169	105	0.621301775147929
LAKE_ADULT_KIDNEY_C12_THICK_ASCENDING_LIMB	False	381	283	0.7427821522309711
LAKE_ADULT_KIDNEY_C13_THICK_ASCENDING_LIMB	False	131	66	0.5038167938931297
LAKE_ADULT_KIDNEY_C14_DISTAL_CONVOLUTED_TUBULE	False	208	112	0.5384615384615384
LAKE_ADULT_KIDNEY_C15_CONNECTING_TUBULE	False	171	94	0.5497076023391813
LAKE_ADULT_KIDNEY_C16_COLLECTING_SYSTEM_PRINCIPAL_CELLS_CORTEX	False	141	78	0.5531914893617021
LAKE_ADULT_KIDNEY_C17_COLLECTING_SYSTEM_PCS_STRESSED_DISSOC_SUBSET	False	240	162	0.675
LAKE_ADULT_KIDNEY_C18_COLLECTING_DUCT_PRINCIPAL_CELLS_MEDULLA	False	322	271	0.8416149068322981
LAKE_ADULT_KIDNEY_C19_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_A_MEDULLA	False	326	277	0.8496932515337423
LAKE_ADULT_KIDNEY_C20_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_A_CORTEX	False	152	92	0.6052631578947368
LAKE_ADULT_KIDNEY_C21_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_B	False	103	64	0.6213592233009708
LAKE_ADULT_KIDNEY_C22_ENDOTHELIAL_CELLS_GLOMERULAR_CAPILLARIES	False	137	86	0.6277372262773723
LAKE_ADULT_KIDNEY_C23_ENDOTHELIAL_CELLS_AVR	False	126	93	0.7380952380952381
LAKE_ADULT_KIDNEY_C24_ENDOTHELIAL_CELLS_AEA_AND_DVR	False	152	103	0.6776315789473685
LAKE_ADULT_KIDNEY_C25_ENDOTHELIAL_CELLS_UNASSIGNED	False	38	24	0.631578947368421
LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS	False	177	99	0.559322033898305
LAKE_ADULT_KIDNEY_C27_VASCULAR_SMOOTH_MUSCLE_CELLS_AND_PERICYTES	False	155	82	0.5290322580645161
LAKE_ADULT_KIDNEY_C28_INTERSTITIUM	False	86	53	0.6162790697674418
LAKE_ADULT_KIDNEY_C29_UNKNOWN_NOVEL_PT_CFH_POS_SUBPOPULATION_S2	False	86	38	0.4418604651162791
LAKE_ADULT_KIDNEY_C30_IMMUNE_CELLS_MACROPHAGES	True	10	9	0.9
MENON_FETAL_KIDNEY_0_CAP_MESENCHYME_CELLS	False	90	67	0.7444444444444445
MENON_FETAL_KIDNEY_1_EMBRYONIC_RED_BLOOD_CELLS	True	126	115	0.9126984126984127
MENON_FETAL_KIDNEY_2_NEPHRON_PROGENITOR_CELLS	False	44	29	0.6590909090909091
MENON_FETAL_KIDNEY_3_STROMAL_CELLS	False	81	38	0.4691358024691358
MENON_FETAL_KIDNEY_4_PODOCYTES	False	206	136	0.6601941747572816
MENON_FETAL_KIDNEY_5_PROXIMAL_TUBULE_CELLS	False	112	87	0.7767857142857143
MENON_FETAL_KIDNEY_6_COLLECTING_DUCT_CELLS	False	94	66	0.7021276595744681
MENON_FETAL_KIDNEY_7_LOOPOF_HENLE_CELLS_DISTAL	False	276	208	0.7536231884057971
MENON_FETAL_KIDNEY_8_CONNECTING_TUBULE_CELLS	False	267	190	0.7116104868913857
MENON_FETAL_KIDNEY_9_ENDOTHELIAL_CELLS	False	102	61	0.5980392156862745
MENON_FETAL_KIDNEY_10_IMMUNE_CELLS	False	83	70	0.8433734939759037
HU_FETAL_RETINA_AMACRINE	False	64	14	0.21875
HU_FETAL_RETINA_BIPOLAR	False	86	28	0.32558139534883723
HU_FETAL_RETINA_BLOOD	False	282	197	0.6985815602836879
HU_FETAL_RETINA_FIBROBLAST	False	385	209	0.5428571428571428
HU_FETAL_RETINA_HORIZONTAL	False	40	8	0.2
HU_FETAL_RETINA_MICROGLIA	False	382	304	0.7958115183246073
HU_FETAL_RETINA_MULLER	False	42	18	0.42857142857142855
HU_FETAL_RETINA_PHOTORECEPTOR	False	71	34	0.4788732394366197
HU_FETAL_RETINA_RGC	False	443	279	0.6297968397291196
HU_FETAL_RETINA_RPC	False	107	61	0.5700934579439252
HU_FETAL_RETINA_RPE	False	292	161	0.5513698630136986
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_OLFACTORY_HORIZONTAL_BASAL_CELLS	False	19	5	0.2631578947368421
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_HORIZONTAL_BASAL_CELLS	False	33	17	0.5151515151515151
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_FIBROBLASTS_STROMAL_CELLS	False	82	38	0.4634146341463415
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD8_T_CELLS	False	73	65	0.8904109589041096
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD4_T_CELLS	True	30	27	0.9
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	False	79	34	0.43037974683544306
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_SUSTENTACULAR_CELLS	False	47	19	0.40425531914893614
