	Selected	N	n	.
chr14q22	False	90	58	0.6444444444444445
chr14q23	False	124	78	0.6290322580645161
chr14q24	False	191	120	0.6282722513089005
chr14q31	False	56	23	0.4107142857142857
chr14q32	False	546	208	0.38095238095238093
chr15q11	False	208	40	0.19230769230769232
chr15q12	False	15	3	0.2
chr15q13	False	87	49	0.5632183908045977
chr15q14	False	56	33	0.5892857142857143
chr15q15	False	143	107	0.7482517482517482
chr15q21	False	167	89	0.5329341317365269
chr15q22	False	124	71	0.5725806451612904
chr15q23	False	65	40	0.6153846153846154
chr15q24	False	116	66	0.5689655172413793
chr15q25	False	152	91	0.5986842105263158
chr15q26	False	193	89	0.46113989637305697
chr16p11	False	263	132	0.5019011406844106
chr16p12	False	164	100	0.6097560975609756
chr16p13	False	407	251	0.6167076167076168
chr16q11	False	12	9	0.75
chr16q12	False	96	40	0.4166666666666667
chr16q13	False	40	26	0.65
chr16q21	False	74	39	0.527027027027027
chr16q22	False	179	123	0.6871508379888268
chr16q23	False	104	57	0.5480769230769231
chr16q24	False	130	73	0.5615384615384615
chr17p11	False	199	110	0.5527638190954773
chr17p12	False	63	33	0.5238095238095238
chr17p13	False	336	228	0.6785714285714286
chr17q11	False	161	107	0.6645962732919255
chr17q12	False	143	101	0.7062937062937062
chr17q21	False	457	244	0.5339168490153173
chr17q22	False	86	44	0.5116279069767442
chr17q23	False	112	66	0.5892857142857143
chr17q24	False	94	46	0.48936170212765956
chr17q25	False	297	193	0.6498316498316499
chr18p11	False	201	88	0.43781094527363185
chr18q11	False	80	32	0.4
chr18q12	False	96	43	0.4479166666666667
chr18q21	False	189	87	0.4603174603174603
chr18q22	False	61	25	0.4098360655737705
chr18q23	False	39	15	0.38461538461538464
chr19p12	False	111	66	0.5945945945945946
chr19p13	False	773	545	0.705045278137128
chr19q13	False	1165	736	0.6317596566523606
chr2p11	False	205	76	0.37073170731707317
chr2p12	False	53	13	0.24528301886792453
chr2p13	False	137	83	0.6058394160583942
chr2p14	False	58	24	0.41379310344827586
chr2p15	False	43	28	0.6511627906976745
chr2p16	False	114	44	0.38596491228070173
chr2p21	False	80	39	0.4875
chr2p22	False	98	58	0.5918367346938775
chr2p23	False	145	103	0.7103448275862069
chr2p24	False	74	28	0.3783783783783784
chr2p25	False	117	51	0.4358974358974359
chr2q11	False	146	82	0.5616438356164384
chr2q12	False	79	31	0.3924050632911392
chr2q13	False	59	33	0.559322033898305
chr2q14	False	154	82	0.5324675324675324
chr2q21	False	146	55	0.3767123287671233
chr2q22	False	68	16	0.23529411764705882
chr2q23	False	51	27	0.5294117647058824
chr2q24	False	125	59	0.472
chr2q31	False	167	89	0.5329341317365269
chr2q32	False	108	52	0.48148148148148145
chr2q33	False	195	111	0.5692307692307692
chr2q34	False	45	21	0.4666666666666667
chr2q35	False	126	64	0.5079365079365079
chr2q36	False	82	42	0.5121951219512195
chr20p11	False	145	50	0.3448275862068966
chr20p12	False	104	44	0.4230769230769231
chr20p13	False	117	62	0.5299145299145299
chr20q11	False	237	126	0.5316455696202531
chr20q12	False	24	6	0.25
chr20q13	False	400	190	0.475
chr21p11	False	38	14	0.3684210526315789
chr21p12	False	14	4	0.2857142857142857
chr21q11	False	46	12	0.2608695652173913
chr21q21	False	119	37	0.31092436974789917
chr21q22	False	353	148	0.4192634560906516
chr22q11	False	384	175	0.4557291666666667
chr22q12	False	213	115	0.539906103286385
chr22q13	False	305	189	0.6196721311475409
chr3p11	False	24	10	0.4166666666666667
chr3p12	False	66	26	0.3939393939393939
chr3p13	False	40	10	0.25
chr3p14	False	122	58	0.47540983606557374
chr3p21	False	304	194	0.6381578947368421
chr3p22	False	165	100	0.6060606060606061
chr3p23	False	10	4	0.4
chr3p24	False	99	47	0.47474747474747475
chr3p25	False	145	86	0.593103448275862
chr3p26	False	44	20	0.45454545454545453
chr3q11	False	50	20	0.4
chr3q12	False	46	31	0.6739130434782609
chr3q13	False	187	97	0.5187165775401069
chr3q21	False	138	74	0.5362318840579711
chr3q22	False	117	65	0.5555555555555556
chr3q23	False	56	27	0.48214285714285715
chr3q25	False	152	70	0.4605263157894737
chr3q26	False	186	73	0.3924731182795699
chr3q27	False	115	61	0.5304347826086957
chr3q28	False	30	9	0.3
chr3q29	False	122	54	0.4426229508196721
chr4p11	False	19	11	0.5789473684210527
chr4p12	False	24	14	0.5833333333333334
chr4p13	False	31	11	0.3548387096774194
chr4p14	False	64	32	0.5
chr4p15	False	122	56	0.45901639344262296
chr4p16	False	211	111	0.5260663507109005
chr4q12	False	79	37	0.46835443037974683
chr4q22	False	70	29	0.4142857142857143
chr4q24	False	56	27	0.48214285714285715
chr4q25	False	87	40	0.45977011494252873
chr4q26	False	53	25	0.4716981132075472
chr4q27	False	29	16	0.5517241379310345
chr4q31	False	157	75	0.47770700636942676
chr4q32	False	113	45	0.39823008849557523
chr4q33	False	14	8	0.5714285714285714
chr4q35	False	105	43	0.4095238095238095
chr5p12	False	32	21	0.65625
chr5p13	False	128	62	0.484375
chr5p14	False	32	11	0.34375
chr5p15	False	189	70	0.37037037037037035
chr5q11	False	85	44	0.5176470588235295
chr5q12	False	62	33	0.532258064516129
chr5q13	False	142	83	0.5845070422535211
chr5q14	False	130	55	0.4230769230769231
chr5q15	False	60	34	0.5666666666666667
chr5q21	False	64	25	0.390625
chr5q22	False	55	32	0.5818181818181818
chr5q23	False	111	49	0.44144144144144143
chr5q31	False	287	161	0.5609756097560976
chr5q33	False	109	63	0.5779816513761468
chr5q34	False	38	13	0.34210526315789475
chr5q35	False	222	125	0.5630630630630631
chr6p11	False	8	6	0.75
chr6p21	False	467	288	0.6167023554603854
chr6p22	False	346	173	0.5
chr6p23	False	15	8	0.5333333333333333
chr6p24	False	57	33	0.5789473684210527
chr6p25	False	82	41	0.5
chr6q11	False	6	1	0.16666666666666666
chr6q12	False	21	9	0.42857142857142855
chr6q13	False	56	28	0.5
chr6q14	False	93	33	0.3548387096774194
chr6q15	False	48	28	0.5833333333333334
chr6q16	False	52	23	0.4423076923076923
chr6q21	False	117	58	0.49572649572649574
chr6q22	False	119	58	0.48739495798319327
chr6q23	False	106	44	0.41509433962264153
chr6q24	False	72	34	0.4722222222222222
chr6q25	False	154	79	0.512987012987013
chr6q26	False	14	6	0.42857142857142855
chr6q27	False	75	30	0.4
chr7p11	False	82	25	0.3048780487804878
chr7p12	False	58	26	0.4482758620689655
chr7p13	False	50	31	0.62
chr7p14	False	163	96	0.588957055214724
chr7p15	False	96	55	0.5729166666666666
chr7p21	False	83	41	0.4939759036144578
chr7p22	False	121	79	0.6528925619834711
chr7q11	False	253	147	0.5810276679841897
chr7q21	False	164	83	0.5060975609756098
chr7q22	False	213	144	0.676056338028169
chr7q31	False	129	58	0.4496124031007752
chr7q32	False	90	44	0.4888888888888889
chr7q33	False	52	34	0.6538461538461539
chr7q34	False	180	130	0.7222222222222222
chr7q35	False	65	31	0.47692307692307695
chr7q36	False	145	87	0.6
chr8p11	False	95	51	0.5368421052631579
chr8p12	False	67	28	0.417910447761194
chr8p21	False	128	85	0.6640625
chr8p22	False	45	18	0.4
chr8p23	False	218	78	0.3577981651376147
chr8q11	False	70	24	0.34285714285714286
chr8q12	False	88	35	0.3977272727272727
chr8q13	False	71	34	0.4788732394366197
chr8q21	False	178	77	0.43258426966292135
chr8q22	False	153	74	0.48366013071895425
chr8q23	False	44	13	0.29545454545454547
chr8q24	False	321	166	0.5171339563862928
chr9p11	False	49	18	0.3673469387755102
chr9p12	False	17	6	0.35294117647058826
chr9p13	False	170	100	0.5882352941176471
chr9p23	False	19	4	0.21052631578947367
chr9p24	False	101	65	0.6435643564356436
chr9q12	False	7	3	0.42857142857142855
chr9q13	False	50	22	0.44
chr9q21	False	188	83	0.44148936170212766
chr9q22	False	185	102	0.5513513513513514
chr9q31	False	128	55	0.4296875
chr9q32	False	47	36	0.7659574468085106
chr9q33	False	131	69	0.5267175572519084
chr9q34	False	311	183	0.5884244372990354
MT	False	37	13	0.35135135135135137
chrXp11	False	370	167	0.45135135135135135
chrXp21	False	82	20	0.24390243902439024
chrXp22	False	233	117	0.5021459227467812
chrXq11	False	29	13	0.4482758620689655
chrXq12	False	26	15	0.5769230769230769
chrXq13	False	160	84	0.525
chrXq21	False	136	56	0.4117647058823529
chrXq22	False	169	92	0.5443786982248521
chrXq23	False	89	26	0.29213483146067415
chrXq24	False	80	34	0.425
chrXq25	False	48	20	0.4166666666666667
chrXq26	False	163	65	0.3987730061349693
chrXq27	False	89	11	0.12359550561797752
chrXq28	False	206	109	0.529126213592233
chrYp11	False	122	22	0.18032786885245902
chrYq11	False	309	26	0.08414239482200647
BENITEZ_GBM_PROTEASOME_INHIBITION_RESPONSE	False	48	43	0.8958333333333334
BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_UP	True	12	12	1.0
BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_DN	False	9	6	0.6666666666666666
BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_UP	False	295	239	0.8101694915254237
BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_DN	False	37	29	0.7837837837837838
BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_UP	False	41	31	0.7560975609756098
BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_DN	False	118	98	0.8305084745762712
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP	False	204	167	0.8186274509803921
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN	False	122	88	0.7213114754098361
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_UP	False	286	233	0.8146853146853147
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN	False	119	90	0.7563025210084033
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_UP	False	86	63	0.7325581395348837
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_DN	False	77	56	0.7272727272727273
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP	False	339	255	0.7522123893805309
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_DN	False	24	16	0.6666666666666666
BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	False	174	120	0.6896551724137931
BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_DN	False	14	9	0.6428571428571429
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	False	542	422	0.7785977859778598
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_DN	False	96	82	0.8541666666666666
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_UP	False	483	381	0.7888198757763976
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN	False	76	65	0.8552631578947368
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP	False	144	105	0.7291666666666666
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_DN	False	58	49	0.8448275862068966
BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP	False	378	306	0.8095238095238095
BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_DN	False	216	153	0.7083333333333334
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP	False	136	106	0.7794117647058824
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN	False	81	66	0.8148148148148148
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP	False	644	531	0.8245341614906833
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN	False	187	164	0.8770053475935828
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP	False	172	131	0.7616279069767442
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	True	175	167	0.9542857142857143
BUFFA_HYPOXIA_METAGENE	True	50	46	0.92
WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN	False	20	14	0.7
WINTER_HYPOXIA_DN	False	52	46	0.8846153846153846
PARENT_MTOR_SIGNALING_DN	False	44	34	0.7727272727272727
PYEON_HPV_POSITIVE_TUMORS_DN	False	10	6	0.6
LU_TUMOR_VASCULATURE_DN	False	13	8	0.6153846153846154
KORKOLA_EMBRYONAL_CARCINOMA_UP	True	42	38	0.9047619047619048
KORKOLA_EMBRYONAL_CARCINOMA_DN	False	13	9	0.6923076923076923
KORKOLA_TERATOMA_UP	True	17	17	1.0
KORKOLA_YOLK_SAC_TUMOR_UP	True	20	19	0.95
KORKOLA_CHORIOCARCINOMA_UP	True	6	6	1.0
KORKOLA_CHORIOCARCINOMA_DN	False	11	8	0.7272727272727273
KORKOLA_SEMINOMA_UP	True	44	41	0.9318181818181818
KORKOLA_SEMINOMA_DN	False	13	8	0.6153846153846154
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	True	113	105	0.9292035398230089
HOLLMANN_APOPTOSIS_VIA_CD40_UP	True	203	196	0.9655172413793104
LIU_PROSTATE_CANCER_UP	False	98	83	0.8469387755102041
LIU_SOX4_TARGETS_UP	False	139	121	0.8705035971223022
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP	True	207	189	0.9130434782608695
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP	False	60	49	0.8166666666666667
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN	False	20	16	0.8
FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP	False	21	17	0.8095238095238095
FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN	True	6	6	1.0
FOURNIER_ACINAR_DEVELOPMENT_LATE_UP	False	11	4	0.36363636363636365
NAM_FXYD5_TARGETS_DN	True	18	18	1.0
FRASOR_TAMOXIFEN_RESPONSE_UP	True	51	48	0.9411764705882353
FRASOR_TAMOXIFEN_RESPONSE_DN	False	12	9	0.75
KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN	True	10	10	1.0
WATANABE_COLON_CANCER_MSI_VS_MSS_UP	False	29	26	0.896551724137931
WATANABE_COLON_CANCER_MSI_VS_MSS_DN	False	69	47	0.6811594202898551
KOBAYASHI_EGFR_SIGNALING_6HR_UP	True	7	7	1.0
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN	True	53	50	0.9433962264150944
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP	False	30	26	0.8666666666666667
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN	False	39	34	0.8717948717948718
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP	True	39	38	0.9743589743589743
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	True	66	62	0.9393939393939394
IGARASHI_ATF4_TARGETS_UP	False	5	3	0.6
IGARASHI_ATF4_TARGETS_DN	False	98	88	0.8979591836734694
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN	True	71	65	0.9154929577464789
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	False	338	292	0.863905325443787
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	False	258	219	0.8488372093023255
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN	False	66	54	0.8181818181818182
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	False	64	53	0.828125
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN	False	14	10	0.7142857142857143
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	False	174	118	0.6781609195402298
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP	False	66	58	0.8787878787878788
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN	True	7	7	1.0
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	False	205	156	0.7609756097560976
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	False	71	59	0.8309859154929577
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	False	23	20	0.8695652173913043
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN	False	7	5	0.7142857142857143
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN	False	91	71	0.7802197802197802
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	False	97	73	0.7525773195876289
CHANDRAN_METASTASIS_TOP50_UP	True	39	37	0.9487179487179487
CHANDRAN_METASTASIS_TOP50_DN	True	44	41	0.9318181818181818
ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN	False	378	323	0.8544973544973545
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	False	8	6	0.75
SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN	True	59	54	0.9152542372881356
HOOI_ST7_TARGETS_UP	False	94	82	0.8723404255319149
PRAMOONJAGO_SOX4_TARGETS_DN	False	49	42	0.8571428571428571
PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP	True	79	74	0.9367088607594937
PIEPOLI_LGI1_TARGETS_UP	False	17	11	0.6470588235294118
PIEPOLI_LGI1_TARGETS_DN	False	17	12	0.7058823529411765
THUM_SYSTOLIC_HEART_FAILURE_DN	False	238	206	0.865546218487395
CORRE_MULTIPLE_MYELOMA_UP	False	79	56	0.7088607594936709
CORRE_MULTIPLE_MYELOMA_DN	False	58	44	0.7586206896551724
HUTTMANN_B_CLL_POOR_SURVIVAL_DN	True	59	56	0.9491525423728814
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	False	39	35	0.8974358974358975
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	False	368	312	0.8478260869565217
LIU_CMYB_TARGETS_UP	True	164	150	0.9146341463414634
LIU_CMYB_TARGETS_DN	False	6	5	0.8333333333333334
LIU_VMYB_TARGETS_UP	False	125	112	0.896
LIU_TARGETS_OF_VMYB_VS_CMYB_UP	False	16	12	0.75
LIU_TARGETS_OF_VMYB_VS_CMYB_DN	False	44	37	0.8409090909090909
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	False	52	44	0.8461538461538461
DOANE_BREAST_CANCER_CLASSES_DN	False	33	26	0.7878787878787878
DOANE_BREAST_CANCER_ESR1_DN	False	47	30	0.6382978723404256
TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN	False	16	14	0.875
LAIHO_COLORECTAL_CANCER_SERRATED_UP	True	115	107	0.9304347826086956
LAIHO_COLORECTAL_CANCER_SERRATED_DN	True	86	83	0.9651162790697675
BORCZUK_MALIGNANT_MESOTHELIOMA_DN	False	106	82	0.7735849056603774
ROY_WOUND_BLOOD_VESSEL_DN	False	23	17	0.7391304347826086
GRABARCZYK_BCL11B_TARGETS_UP	True	81	73	0.9012345679012346
GRABARCZYK_BCL11B_TARGETS_DN	False	61	53	0.8688524590163934
GAL_LEUKEMIC_STEM_CELL_UP	False	129	112	0.8682170542635659
CHOI_ATL_CHRONIC_VS_ACUTE_DN	True	19	19	1.0
NOJIMA_SFRP2_TARGETS_UP	False	32	24	0.75
WIKMAN_ASBESTOS_LUNG_CANCER_UP	True	17	16	0.9411764705882353
WIKMAN_ASBESTOS_LUNG_CANCER_DN	True	30	27	0.9
RODRIGUES_DCC_TARGETS_UP	False	6	4	0.6666666666666666
RODRIGUES_NTN1_TARGETS_UP	False	17	13	0.7647058823529411
WANG_LMO4_TARGETS_DN	True	360	328	0.9111111111111111
WANG_CLIM2_TARGETS_DN	False	183	163	0.8907103825136612
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN	False	145	112	0.7724137931034483
BARRIER_COLON_CANCER_RECURRENCE_UP	True	42	40	0.9523809523809523
BARRIER_COLON_CANCER_RECURRENCE_DN	False	19	17	0.8947368421052632
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_DN	False	5	4	0.8
JAEGER_METASTASIS_UP	False	46	40	0.8695652173913043
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	True	70	69	0.9857142857142858
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN	True	338	312	0.9230769230769231
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP	False	111	97	0.8738738738738738
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	True	185	173	0.9351351351351351
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	True	32	30	0.9375
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN	True	23	21	0.9130434782608695
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN	False	26	22	0.8461538461538461
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_DN	False	12	10	0.8333333333333334
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTYELLOW_UP	False	11	9	0.8181818181818182
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	True	27	27	1.0
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_DN	False	24	20	0.8333333333333334
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN	False	62	51	0.8225806451612904
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_DN	False	11	9	0.8181818181818182
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP	False	19	16	0.8421052631578947
RUNNE_GENDER_EFFECT_UP	True	9	9	1.0
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN	False	45	36	0.8
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	False	30	21	0.7
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP	False	14	12	0.8571428571428571
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_DN	True	7	7	1.0
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_UP	False	31	24	0.7741935483870968
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN	True	33	33	1.0
BILBAN_B_CLL_LPL_UP	True	64	59	0.921875
BILBAN_B_CLL_LPL_DN	True	42	38	0.9047619047619048
HOEBEKE_LYMPHOID_STEM_CELL_UP	True	97	90	0.9278350515463918
HOEBEKE_LYMPHOID_STEM_CELL_DN	True	88	80	0.9090909090909091
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	False	32	27	0.84375
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	False	22	18	0.8181818181818182
AKL_HTLV1_INFECTION_UP	True	27	26	0.9629629629629629
AKL_HTLV1_INFECTION_DN	False	69	59	0.855072463768116
RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP	False	76	65	0.8552631578947368
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_UP	False	264	224	0.8484848484848485
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_DN	False	126	113	0.8968253968253969
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP	False	130	116	0.8923076923076924
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_DN	False	76	67	0.881578947368421
MULLIGHAN_MLL_SIGNATURE_1_UP	True	385	351	0.9116883116883117
MULLIGHAN_MLL_SIGNATURE_1_DN	False	238	208	0.8739495798319328
MULLIGHAN_MLL_SIGNATURE_2_UP	True	423	390	0.9219858156028369
MULLIGHAN_MLL_SIGNATURE_2_DN	False	279	248	0.8888888888888888
MULLIGHAN_NPM1_SIGNATURE_3_UP	False	334	284	0.8502994011976048
MULLIGHAN_NPM1_SIGNATURE_3_DN	False	162	142	0.8765432098765432
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_UP	False	15	11	0.7333333333333333
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_DN	False	7	5	0.7142857142857143
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	False	184	160	0.8695652173913043
