Set	S1	S2	S3	S4	S5	S6	S7	S8
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_15	0.37170912629422853	0.4022496807353629	0.40243629187968033	0.3660402639744756	0.3545185793680547	0.37877521500452405	0.3814582116688993	0.3873318789974611
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23	0.16522735982094394	0.1864436667603381	0.24467828248877405	0.2501889564399954	0.21822216906531405	0.2391897079679969	0.22195020470676385	0.20405395718673522
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2	0.2648479609662131	0.20553873183907484	0.2909924640324745	0.31064233954281034	0.3473499090623689	0.2639966203042929	0.34908696044206117	0.25666211459958377
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_6	-0.034847139418411846	0.05087200293727483	-0.02898066635921968	0.014399588242759822	-0.0978400642930032	-0.02188031775832335	0.05703684937913301	-0.029898679227239742
GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION	0.374551177713863	0.30898122848475557	0.34015226200895676	0.32779726081770144	0.31326083408361327	0.33521425179911857	0.35921333912052267	0.3378456254148664
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP	0.31507831998148567	0.3217421600079189	0.29231617793792963	0.29552300257884256	0.2892977026427558	0.273712555084577	0.26214736835376123	0.29802507822765345
LUND_SILENCED_BY_METHYLATION	0.16102926985695004	0.1863318855214093	0.21454305485483308	0.12976554510650135	0.20334468589298338	0.10741173628856937	0.18151812593147829	0.14973330295935017
XU_HGF_TARGETS_REPRESSED_BY_AKT1_UP	-0.03432163514288021	0.049896079436623324	0.027441459080375336	0.03867838418890295	-0.017818413045650575	0.08556335326474407	0.13227171787865447	0.1047165366402256
FUNG_IL2_SIGNALING_1	-0.1189242654197646	-0.0835425349765325	-0.16801421792281707	0.14450560962969033	-0.04726447003824444	0.00026194072613538555	-0.012373458114184846	0.10371950176782208
FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES	-0.21767541740456314	-0.20318735818268188	-0.249748971267136	0.08615079833489951	-0.16368869071169267	-0.1665930634334844	-0.04363825735509815	0.011927783227422183
LI_WILMS_TUMOR_ANAPLASTIC_DN	-0.09981250168437013	0.15665630099233258	0.14080651785170895	0.2186995898008399	0.1654928486943376	-0.1275732433395082	0.040297397389786896	-0.05371488784742605
INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP	0.26409013596914976	0.3000893384320759	0.2929412966900605	0.2651667754605461	0.2746306177526314	0.2943764596007944	0.27481635557895134	0.2444794677320722
CALVET_IRINOTECAN_SENSITIVE_VS_RESISTANT_UP	-0.2734564697220978	-0.21346431429517176	-0.26195673427102395	-0.16367985708363428	-0.2577703201890274	-0.15570231141642413	-0.10788980687677571	-0.19440517370268864
SCHMAHL_PDGF_SIGNALING	0.3050234374360177	0.27423948398989967	0.29406091465510087	0.24141054410664203	0.22732583139767779	0.2284758939614466	0.3041054863060277	0.29155488947203395
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN	0.3479592350062507	0.34788201887361336	0.3289626618117454	0.32657155150207245	0.3178900323358034	0.3250510809200369	0.34989530962566495	0.31850070526893304
ALCALA_APOPTOSIS	0.2915150080795935	0.30669214305384734	0.2940211911175591	0.29671287975024435	0.30091710125019006	0.2994223563518401	0.3315320930711741	0.3182237353547529
OZEN_MIR125B1_TARGETS	0.24601793827530619	0.14344985176468236	0.16768788257426778	0.13164178323324532	0.18867941751919706	0.22379201323550565	0.27952249739036383	0.1950550243485434
KAUFFMANN_MELANOMA_RELAPSE_DN	0.002041315054167468	-0.15434646791089357	-0.06399991142707429	-0.20071294616018992	-0.04304009215264243	-0.1393283314078973	-0.08736651738486616	-0.10592943766548672
RAHMAN_TP53_TARGETS_PHOSPHORYLATED	0.33820049468682034	0.3326309037817124	0.3075761615108982	0.32602388183853653	0.2622577544205074	0.3140864594620296	0.3386389647642871	0.32442727388972353
CAFFAREL_RESPONSE_TO_THC_8HR_5_DN	0.3425625976720525	0.32812903044784736	0.3219163955569234	0.3271577026796118	0.30569475439296767	0.3606948548515316	0.291628876269072	0.30157804331006405
CAFFAREL_RESPONSE_TO_THC_8HR_3_DN	0.008409651768607695	0.11018093920265404	0.0808351412711574	0.10570356796330402	0.14815764317515048	0.0942176919388882	0.16488727696512803	-0.08475432193078955
CAFFAREL_RESPONSE_TO_THC_24HR_3_DN	0.20262246313829435	0.1744511543636677	0.25932636415331217	0.2176015956086609	0.16888273160686054	0.23058677618921644	0.24803465232560967	0.22950722595187803
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN	0.3136695446785045	0.33445080590355397	0.33236526986118525	0.33880998444796667	0.3242035115410158	0.3301216731315201	0.3573623855308683	0.3519993643194697
PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_DN	0.16829513037815036	0.21041005084028536	0.15969973462761933	0.1646868985534545	0.18419832596262317	0.2389281434373699	0.16214829410523646	0.19993264405471592
MORI_PRE_BI_LYMPHOCYTE_DN	0.3090259231826233	0.3020031027967385	0.32597170637430833	0.31958596663044003	0.330667795445171	0.3149308000415668	0.33422529403254975	0.3491653288180028
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP	0.20194704608486755	0.21810993185447364	0.2034994999589438	0.18317397495371912	0.2095285421320804	0.19566647109685814	0.22484064550887103	0.20645840527933454
COLLIS_PRKDC_REGULATORS	0.24550790738492884	0.1897759317607943	0.3060561837497865	0.1464684924463125	0.19533552092256223	0.23356551086523988	0.2581124871616423	0.2528565824790267
NIKOLSKY_BREAST_CANCER_1Q32_AMPLICON	0.04967519167783542	0.09840370374112031	0.04443485967728206	0.04048649944187311	0.05622503552244804	0.036540065408348615	0.11918200411242705	0.12884657196793328
NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	0.15684580304210882	0.27779330321432716	0.22747775626829755	0.2956130438602648	0.2645621711469951	0.3035579547817971	0.2792188533274649	0.2748726176216631
NIKOLSKY_BREAST_CANCER_20Q11_AMPLICON	0.16498777370732626	0.1881122743957362	0.17232966772720895	0.14792690696127575	0.11751850828853436	0.16468259249245953	0.15883860028071528	0.14176561115467318
STEGMEIER_PREMITOTIC_CELL_CYCLE_REGULATORS	0.24113698417497134	0.24351018658369716	0.221894293874437	0.24137975995427055	0.2099989597300516	0.16768334767658727	0.2312593729558032	0.15377731566847053
TCGA_GLIOBLASTOMA_COPY_NUMBER_DN	0.1777767768305954	0.20006371429210948	0.22760434389905007	0.25608465739590186	0.20928418013302857	0.18061955074436276	0.2351150078350644	0.19353957379767417
DING_LUNG_CANCER_MUTATED_FREQUENTLY	0.08118568897193185	0.043570210406300325	0.013755619903291574	0.019677526714967884	-0.021723737765277234	-0.016984420577670894	0.05685669025210571	-0.07271588115958455
DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER	0.26952084945603594	0.2793894366829183	0.26512816899302	0.28440234914461987	0.29460901724425514	0.2503227191995809	0.26238539361082897	0.29989382775455437
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	0.21672991075902073	0.2136704506589765	0.23440668617356655	0.2279283336915008	0.21832759699835882	0.23272693182180243	0.24623147869008316	0.23500632974917285
BYSTROEM_CORRELATED_WITH_IL5_DN	0.2009484273918935	0.20586178334187677	0.2213809447922757	0.21609343880901724	0.23323070844442823	0.2074118890164202	0.22357470419575162	0.21757440263000824
GOLUB_ALL_VS_AML_UP	0.2698040298398844	0.2544145448838016	0.242223482186639	0.2706425653189128	0.28927753856094734	0.2654984230338676	0.2748057120330888	0.2849757428648201
SCHUHMACHER_MYC_TARGETS_DN	0.2527646797050938	0.18782679021690246	0.24517520963873168	0.21160330438028732	0.24813034520065838	0.21741786959150056	0.29582603012195	0.21581244435262983
IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN	0.10589496709940516	0.05201095598259099	0.12618209618509094	0.14410946553014398	0.12541629978790425	0.145465371917959	0.12475574974053617	0.10065980753228614
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN	0.1885640139603505	0.22966878086620815	0.2526431630112939	0.3102262641561071	0.23366923752891405	0.23159176200971598	0.1984846900652082	0.2105298993357933
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	0.2897404385753085	0.2796732704619815	0.28811696879290377	0.29882054300970656	0.30257088810769406	0.26308820351204126	0.29967037985521966	0.2995378258272166
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_UP	0.27376950363909414	0.3142446851518907	0.24246964928945972	0.29366600703032497	0.3563239700783738	0.28196412242979585	0.3039115249980686	0.3246528744893566
CHEOK_RESPONSE_TO_MERCAPTOPURINE_UP	0.01530364979844793	0.028161769040136394	-0.004943591210091462	0.023003465009820073	0.0007652562402849192	0.03148190003896499	-0.005885590468930314	0.02092696483600772
GOLUB_ALL_VS_AML_DN	0.24413041087724158	0.18569086935461226	0.27612370312016526	0.214233163616011	0.2274583188079647	0.19263324276775287	0.26886543031195415	0.242808927891751
DISTECHE_ESCAPED_FROM_X_INACTIVATION	0.3303612058225857	0.37358199724054253	0.38949639134291353	0.3755933994052804	0.3383514848857282	0.3436196295391554	0.3678307817838232	0.2994658490019575
CHEOK_RESPONSE_TO_HD_MTX_DN	0.2586769592277926	0.29910497829887084	0.3093067286209044	0.2836345006631262	0.32073278709876285	0.29854770947293413	0.32477180521313664	0.30959940772015965
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	0.22844943147379457	0.23220935091650485	0.25526534087387065	0.23191644563539213	0.24949414407466908	0.2301612624901898	0.26980812989890085	0.27971688806389156
HASLINGER_B_CLL_WITH_17P13_DELETION	0.19521941553224964	0.27943244295951275	0.19295755365794662	0.24716306006178856	0.24423521471782494	0.22761596299372694	0.22414830736097097	0.24119445331507014
ZHAN_MULTIPLE_MYELOMA_SUBGROUPS	0.28107035579910067	0.26355401329928096	0.2740973990739592	0.27322488327430666	0.26866294895115833	0.24535325625346538	0.24901087605510774	0.285071328710991
HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY	0.32476851824551917	0.27115703471958746	0.3081976627282465	0.24694199125912752	0.2788015363997609	0.21857438022079995	0.3016528553961146	0.2786981792128335
GALE_APL_WITH_FLT3_MUTATED_UP	0.2028055063832871	0.22474338968740176	0.1801555822349623	0.22873265593514527	0.22675313193451557	0.19686624391544405	0.21716654843585315	0.21626079264810769
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN	0.2587418565081119	0.2524032159116835	0.24693066607602873	0.2504107858952507	0.25867693957346377	0.2583612638627336	0.25150744095849886	0.24984318909788886
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN	0.15180126557150958	0.16993005626181526	0.251528545249952	0.1867417470314195	0.1829789042979274	0.20199771734700198	0.22534756134001602	0.20897906054371015
XU_CREBBP_TARGETS_UP	0.10372305365039866	0.11673834350980251	0.08923656048107895	0.04053540529485903	0.09294328366053685	0.15629684550464448	0.09765975853573804	0.13196454462301385
MARCHINI_TRABECTEDIN_RESISTANCE_UP	0.24057081567207025	0.30742218080038375	0.2458569363172298	0.25768531115030124	0.248045806329162	0.2930325606154172	0.21734823271314785	0.2379723409583936
MOREIRA_RESPONSE_TO_TSA_UP	0.3213470128985737	0.29320834364428255	0.32037525487567653	0.31220325478602995	0.33756507696245314	0.3099492029475026	0.35699139004861513	0.3033006015158199
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	0.19032018107659826	0.2569316840001067	0.21487415414654018	0.2530799657271271	0.2691913939376755	0.23307931178748628	0.27276349341149514	0.1619336112107666
MARSON_FOXP3_TARGETS_STIMULATED_UP	0.3087799055775675	0.3622359244727518	0.3483652579648904	0.34077424464386014	0.37430992332704366	0.3322355244625976	0.36275765571706076	0.35172446440512367
MARSON_FOXP3_TARGETS_STIMULATED_DN	0.28981601406177604	0.29731269807643046	0.2502508324065052	0.22343025999812008	0.27903385736426733	0.2737072832762368	0.3538913652968702	0.3278884847173838
ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_DN	0.24111939999976223	0.2529037060866561	0.2823887199725457	0.3296131561263234	0.30004729954932385	0.29625339577543364	0.2846829346386236	0.2852783502686027
LEE_METASTASIS_AND_RNA_PROCESSING_UP	0.29357954060019104	0.31239865997289634	0.3205159620632866	0.30165039216634465	0.3427974606993129	0.3006953998431018	0.3110529643347004	0.2791540409355048
FINETTI_BREAST_CANCERS_KINOME_GRAY	0.10433312345248279	0.1783565333890853	0.1731559077301564	0.2567889822556561	0.17182217687895948	0.2008859676646647	0.18461718273519545	0.2208457175369451
POS_RESPONSE_TO_HISTAMINE_DN	0.014951472368520053	0.03097581016770869	-0.06100282408814084	-0.054101483647928765	0.014952802060736035	0.06918766191746388	0.010724365067459307	0.06938027201474774
MCCABE_HOXC6_TARGETS_CANCER_DN	0.2657279731953568	0.23047140849789732	0.22415017692602995	0.2737713826843172	0.25685212667590407	0.30179109437560375	0.27413928351206973	0.2534774090632615
ITO_PTTG1_TARGETS_DN	0.10428093804871218	0.1405679816378065	0.13781112190891348	0.1398631919374537	0.0047946785889879445	0.057318583123565324	0.07466778358022357	0.038233669336540155
GRATIAS_RETINOBLASTOMA_16Q24	0.10374418446015148	0.08864008151349533	0.08582876195399616	0.12150167043171703	0.03826007827685506	0.0691501202080597	0.09818316817873364	0.12210021277284538
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_DN	0.333037948524962	0.315524111706227	0.3255255873839813	0.32536240502646746	0.3465540126758826	0.35618148651427833	0.3387235958761056	0.37420746270877614
SPIRA_SMOKERS_LUNG_CANCER_DN	0.29398377407598	0.254929602817735	0.2821532594971297	0.3151227973309372	0.2549970544522461	0.29016492644232705	0.3106715618991276	0.29289278377507283
NICK_RESPONSE_TO_PROC_TREATMENT_DN	-0.02480439345535946	-0.12358789784521304	-0.1393136401029567	-0.09439603790093351	-0.021470905615611355	-0.1199311576435006	-0.0855953540942615	-0.06402160743372286
HOFMANN_MYELODYSPLASTIC_SYNDROM_HIGH_RISK_UP	0.016130521891250152	0.05587950645653752	0.023474162179648764	-0.06186630452401021	0.06054405671375348	-0.06823082067648747	-0.01881582819045391	0.06609228415668587
LEE_EARLY_T_LYMPHOCYTE_DN	0.3655882233285759	0.3837106215664075	0.38080621450362084	0.4123918150628597	0.35194833886346544	0.40947113918971845	0.3653927962468065	0.41763798846250744
LEE_DIFFERENTIATING_T_LYMPHOCYTE	0.39935854263732873	0.39885637017892533	0.4017144932399326	0.4024067040955308	0.40363737571897906	0.40671339073955237	0.4160177979984998	0.41040808876490065
MIKKELSEN_PLURIPOTENT_STATE_DN	0.359258671195285	0.4053693459658304	0.35734934140661334	0.398824789073892	0.428689085423624	0.3958347213634761	0.4279389171347578	0.44601321569216185
ZHAN_EARLY_DIFFERENTIATION_GENES_DN	0.19398257272150213	0.20840192375568592	0.20320659285553966	0.2524244422376362	0.2191809326817564	0.2006206065105043	0.21709810395235707	0.21749591681632252
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_DN	0.1963025076959937	0.09671962555294955	0.1748498493579378	0.18903025441281127	0.15202679482250805	0.14679533943480247	0.108856496430604	0.14285054890494073
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	-0.009918063842761183	0.0011640808494608025	-0.0399103594634051	-0.12343387072456162	0.0005799482228970719	-0.0952230784548068	-0.02696768146327357	-0.029494000911886115
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN	0.2565483292264613	0.16490404750477666	0.24607283214111264	0.1951349893826448	0.15093739104627632	0.21321520226436036	0.2540439598485591	0.1755179258687929
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_2	0.10807015886671979	0.18676884669119084	0.29655613172818407	0.14065356742058877	0.26119563154008696	0.19350440339338926	0.28613216814040354	0.28390786416605984
LI_DCP2_BOUND_MRNA	0.3037219888345701	0.2966032886137919	0.27845210762678185	0.25749358189600663	0.28039381873732605	0.2701691668469439	0.2742341958859586	0.25817827896595963
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_UP	0.19165013185277086	0.32021894204460555	0.21961456944231447	0.199007884989993	0.204667239528315	0.08357726425433078	0.24116926299083852	0.23092276618671065
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_DN	0.42566358131737586	0.41438015107422804	0.2951738637209438	0.38252524570605156	0.19443026000481228	0.39220826193677316	0.38764339093913625	0.41142796411293225
ISHIDA_TARGETS_OF_SYT_SSX_FUSIONS	-0.008259349468399235	0.02599276506198436	-0.06052277556052189	-0.10798780402053322	-0.12060477146201556	-0.19965064263106985	-0.119422347276419	-0.1260555940769345
IM_SREBF1A_TARGETS	-0.048437974588949544	-0.1718417313126955	-0.06824447199806173	-0.10032742052830443	-0.2694571710203565	-0.13921577404660654	-0.09528657013336919	-0.10550390570449457
LIU_IL13_MEMORY_MODEL_DN	-0.2517467406855119	-0.18362828090476443	0.04391099655010152	-0.03466564320950968	-0.04054357405456335	-0.09698098073714671	-0.18529951426392013	-0.24558032621417003
FU_INTERACT_WITH_ALKBH8	0.32032236204034925	0.2946888018183392	0.3211095268692955	0.341168227612398	0.31871112097864357	0.3199751725003665	0.32981882322412426	0.3094405282175253
HOLLEMAN_DAUNORUBICIN_B_ALL_DN	0.24763780781466518	0.31074520486313545	0.2969027238092855	0.35296855770275415	0.37724808987494174	0.3246789641783106	0.268819338401888	0.4039119266760867
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN	0.4229096799247655	0.4157552029233429	0.3991281424147667	0.42962637841790985	0.38868097599708057	0.43041742090631396	0.4106136333029902	0.4323910895341514
