Gene	Score	Margin of Error	P-Value	Q-Value
IMPDH2	0.9196406173388074	0.01216401816556725	0.00019185802506145453	0.007064017660044151
CCL28	0.9195250343643567	0.011259124927483027	0.00019185802506145453	0.007064017660044151
LARGE2	0.9192879583199312	0.011531648858053418	0.00019785358834462498	0.007205240174672489
PNMA8B	0.9192800087650294	0.010954792238407115	0.00019785358834462498	0.007205240174672489
PSAPL1	0.9192539768698391	0.012314626115519426	0.00019785358834462498	0.007205240174672489
STK38L	0.9192226348679977	0.011715130653220334	0.00019785358834462498	0.007205240174672489
LRP6	0.9191611846023898	0.011290113119059683	0.00019785358834462498	0.007205240174672489
C2orf68	0.9185213195102485	0.0118646748321993	0.00022183584147730679	0.008061002178649237
SNTB1	0.9182593922933832	0.010965304678127475	0.0002338269680436477	0.008478260869565218
MCFD2	0.9177760063249044	0.011361070795132263	0.00026980034774267043	0.009761388286334056
TNK1	0.9176441056374978	0.012154748191211286	0.0002757959110258409	0.009935205183585314
NBPF9	0.9176365376014597	0.011375296846972626	0.0002757959110258409	0.009935205183585314
ZNF846	0.9175276199467418	0.011355996420824032	0.0002817914743090113	0.01006423982869379
TRIM27	0.9175258466640561	0.011194989886555616	0.0002817914743090113	0.01006423982869379
SURF6	0.9174384176242093	0.011272079505910476	0.0002817914743090113	0.01006423982869379
AMN	0.917384285599138	0.011061643340373494	0.0002817914743090113	0.01006423982869379
KLF7	0.9170157383976533	0.011355701941381913	0.0002937826008753522	0.01047008547008547
PTK2	0.9169499830437885	0.011506741055580307	0.0002997781641585227	0.010615711252653929
ZNF44	0.9167726819710429	0.011555443081470733	0.0002997781641585227	0.010615711252653929
LCMT2	0.9166832218722902	0.011873205749207215	0.0002997781641585227	0.010615711252653929
FAN1	0.9165749635893455	0.012267658511575399	0.0003117692907248636	0.010924369747899159
TMEM272	0.9165308418031556	0.010785461673533362	0.0003117692907248636	0.010924369747899159
F2RL1	0.9165181429466618	0.01236242847192498	0.0003117692907248636	0.010924369747899159
CD55	0.9164716217603057	0.012842228648228727	0.0003117692907248636	0.010924369747899159
RIN3	0.9162440305431404	0.0112690587784497	0.0003117692907248636	0.010924369747899159
CNN3	0.9161229166820638	0.011103102769897217	0.0003237604172912045	0.011320754716981131
ACSS2	0.9157238286943272	0.011122251287085681	0.0003537382337070568	0.012343096234309623
RIN1	0.9155772561561483	0.01179340887038765	0.0003597337969902272	0.012345679012345678
PRKN	0.9155413685352293	0.011895232238745643	0.0003597337969902272	0.012345679012345678
APBA2	0.9155320630132755	0.011535337303413929	0.0003597337969902272	0.012345679012345678
ZNF157	0.9154862551659156	0.01225815051078672	0.0003597337969902272	0.012345679012345678
CGGBP1	0.9153709900692204	0.011449514411286811	0.0003597337969902272	0.012345679012345678
RGMB	0.9153257309553238	0.011802499187520358	0.0003597337969902272	0.012345679012345678
SLC22A23	0.9152939349555417	0.011384070804279407	0.0003597337969902272	0.012345679012345678
MATN1	0.9152192540026743	0.012963548267201695	0.0003597337969902272	0.012345679012345678
IGSF8	0.9150556831073219	0.010692860700441613	0.0003717249235565681	0.012704918032786885
THRA	0.9149635329793007	0.01250893923073766	0.0003717249235565681	0.012704918032786885
PGS1	0.9148842681600916	0.011407678988325459	0.0003777204868397386	0.012883435582822088
MPP2	0.9146673644496499	0.012525398049030504	0.0003897116134060795	0.013265306122448979
SNPH	0.9144887386821697	0.011828357985850002	0.00039570717668924995	0.013441955193482688
HOOK1	0.914297411333278	0.011682274933591022	0.00040769830325559084	0.013765182186234817
JAM3	0.9142536103619737	0.010586596442498812	0.00040769830325559084	0.013765182186234817
LGMN	0.9140700024887138	0.01264833872078975	0.00040769830325559084	0.013765182186234817
ENTPD6	0.9139064601525179	0.01032576580544412	0.0004196894298219318	0.014141414141414142
C1orf162	0.9138137557324376	0.01148073005406844	0.00042568499310510224	0.014285714285714287
RPS6KL1	0.9137842248354593	0.011923096205097157	0.00042568499310510224	0.014285714285714287
DHRS3	0.9133294811626209	0.013316870183587664	0.00044367168295461357	0.014859437751004016
PRKCA	0.9128325152119504	0.012151799460078709	0.00046165837280412496	0.015338645418326694
ADAMTS4	0.9127167397836845	0.011320336427149063	0.00046165837280412496	0.015338645418326694
MAGED2	0.912683005626509	0.011718354524129218	0.00046165837280412496	0.015338645418326694
CKAP4	0.9125992167973446	0.012508170621030396	0.00046165837280412496	0.015338645418326694
ZNF84	0.9124913200013853	0.01214755579564683	0.0004676539360872954	0.015415019762845851
KALRN	0.9122276285708093	0.010754366527089214	0.0004676539360872954	0.015415019762845851
PLXDC1	0.912115625780641	0.0120602310434099	0.0004676539360872954	0.015415019762845851
SYDE2	0.9120540427764934	0.011650304115099956	0.0004676539360872954	0.015415019762845851
RAI2	0.9119748249461062	0.01071222296853261	0.0004796450626536363	0.015717092337917484
RNF144A	0.9119491735410078	0.01269115069701798	0.0004796450626536363	0.015717092337917484
IFNGR2	0.9117870660244547	0.011849130897441225	0.0004796450626536363	0.015717092337917484
FER	0.9117315379375213	0.011557415813407546	0.00048564062593680675	0.01588235294117647
LSR	0.9117151426954326	0.01170897502769338	0.0004916361892199772	0.016015625
C1orf159	0.9117108669659075	0.013259688326968342	0.0004916361892199772	0.016015625
OXSM	0.9114757741040104	0.011823061304272492	0.0005036273157863181	0.016279069767441857
ZSCAN18	0.9114009852447486	0.012732439412670086	0.0005036273157863181	0.016279069767441857
NT5DC3	0.9113468386162695	0.012274429840510345	0.0005036273157863181	0.016279069767441857
GPC3	0.911269471097925	0.011598397444515667	0.0005036273157863181	0.016279069767441857
RAB43	0.9108842211905712	0.011311903633215431	0.0005156184423526591	0.01650671785028791
ARL2	0.9108398513678465	0.012272974237558484	0.0005156184423526591	0.01650671785028791
ZNF550	0.9108266284263269	0.010665050431135517	0.0005156184423526591	0.01650671785028791
SOX8	0.9107838116443963	0.012771984360447351	0.0005156184423526591	0.01650671785028791
TAF4B	0.9107023523259643	0.011601741415244279	0.0005156184423526591	0.01650671785028791
TCTN3	0.9105068450111493	0.014318262430506289	0.0005216140056358295	0.016666666666666666
ADTRP	0.9103938339800535	0.011826647773240193	0.000527609568919	0.016793893129770993
THTPA	0.9103757992004565	0.01204821065944612	0.000527609568919	0.016793893129770993
DACT1	0.9100722319823468	0.012202601243396186	0.0005336051322021704	0.01692015209125475
ESAM	0.9099745295760413	0.011307567826355664	0.0005336051322021704	0.01692015209125475
CYB5R1	0.9096895884532591	0.012892132516710536	0.0005575873853348523	0.01764705882352941
RASA2	0.9095007212740207	0.01172692660815032	0.0005755740751843635	0.01818181818181818
SH3RF3	0.9094234507407802	0.012354942381752963	0.000581569638467534	0.01826741996233522
CYSLTR2	0.9093674525678237	0.01141689471469972	0.000581569638467534	0.01826741996233522
MAPK14	0.9092531019982789	0.012766310612047901	0.000581569638467534	0.01826741996233522
NRIP2	0.909184102798116	0.011809622519640236	0.0005875652017507044	0.018386491557223265
EDAR	0.9091791477164775	0.01191620229895261	0.0005875652017507044	0.018386491557223265
PPM1K	0.9087595403704711	0.015350344608071047	0.0006175430181665567	0.019216417910447762
CTH	0.9087267628317062	0.012950142206587833	0.0006175430181665567	0.019216417910447762
RCN3	0.9087186634109308	0.013412888147123556	0.0006175430181665567	0.019216417910447762
KCNQ1	0.9086760303016455	0.013894362885018783	0.0006235385814497272	0.019366852886405956
NBPF11	0.908451589920825	0.013075712777148045	0.0006415252712992386	0.01974169741697417
IL4R	0.908365948321836	0.011919738006359872	0.0006415252712992386	0.01974169741697417
DDHD2	0.9082540538266832	0.011327209483623688	0.0006415252712992386	0.01974169741697417
RTKN2	0.9081873811465229	0.0110214362211667	0.0006415252712992386	0.01974169741697417
UNC119	0.9081651082512049	0.012048745477212075	0.0006415252712992386	0.01974169741697417
MAN1C1	0.9079941907988944	0.014815035406872854	0.000647520834582409	0.019889502762430938
ARHGEF11	0.9077221139558324	0.013382596506765898	0.0006595119611487499	0.020146520146520144
EPHA1	0.9077063199275988	0.010903943538936546	0.0006595119611487499	0.020146520146520144
GLS2	0.9076970195430756	0.012304135496479376	0.0006595119611487499	0.020146520146520144
DSC1	0.9075756760843675	0.012461894605996462	0.0006655075244319204	0.020255474452554746
COG1	0.9075215372514601	0.012880877691947148	0.0006655075244319204	0.020255474452554746
CCR7	0.9073572478475839	0.01240163618815612	0.0006715030877150909	0.020400728597449912
ECRG4	0.9070685706388121	0.012894275027089149	0.0006894897775646022	0.02090909090909091
STXBP1	0.9068696362811085	0.012337148136797621	0.0007014809041309431	0.021234119782214157
NDRG2	0.9068346490973042	0.013787092006818602	0.0007074764674141136	0.0213768115942029
ANKRD42	0.9067741174904994	0.012385415548849685	0.0007134720306972841	0.021518987341772156
USP44	0.9067015145296091	0.013088323791867014	0.0007194675939804545	0.02162162162162162
PLCL1	0.9066419316089074	0.013994390661013717	0.0007194675939804545	0.02162162162162162
PLLP	0.9065786881096387	0.014749713510079514	0.000725463157263625	0.021723518850987434
CD40	0.9065426980885758	0.016281466008292285	0.000725463157263625	0.021723518850987434
KRT73	0.9064337222437535	0.014061335036600724	0.0007314587205467953	0.02182468694096601
IFT81	0.9061508276479915	0.011394534042675663	0.0007314587205467953	0.02182468694096601
RRN3	0.9060040774769748	0.010625782031889838	0.0007494454103963067	0.022281639928698752
SFMBT2	0.9060017240232499	0.010235732330841995	0.0007494454103963067	0.022281639928698752
LAMC3	0.9055474369731037	0.0131620562488401	0.0007674321002458181	0.02269503546099291
PLEKHH2	0.9054996042306958	0.016063148724410753	0.0007674321002458181	0.02269503546099291
MBTPS1	0.905435118630747	0.012077050416116628	0.0007674321002458181	0.02269503546099291
TCEA3	0.9052689329561394	0.015434415289842738	0.0007734276635289885	0.022831858407079644
RIPOR1	0.9049393055357622	0.011601149842306535	0.000779423226812159	0.022968197879858657
ETFRF1	0.9044062947746476	0.013201428094625364	0.0007974099166616704	0.02345679012345679
BCAS4	0.9043818514131373	0.015114675482526227	0.0008094010432280113	0.02376760563380282
ZNF680	0.9043429051406052	0.014129798651512952	0.0008213921697943522	0.024077328646748684
ZNF274	0.9038502141713863	0.01275560785448975	0.0008333832963606931	0.024385964912280705
PCED1A	0.9036094009865162	0.01348423650160551	0.000845374422927034	0.024650349650349648
CDS1	0.9035333712076166	0.011619353517613945	0.000845374422927034	0.024650349650349648
THNSL1	0.9027197010683383	0.014360807288717818	0.000911325619041909	0.026527050610820245
SELP	0.9025912574460633	0.013532684226902174	0.0009173211823250794	0.02660869565217391
RNF130	0.9022909861317144	0.016357769708882627	0.0009173211823250794	0.02660869565217391
RMDN2	0.9019861361724549	0.011493585250965797	0.0009353078721745908	0.02703639514731369
NMNAT3	0.9019840717760018	0.0171463714058792	0.0009353078721745908	0.02703639514731369
AEBP1	0.9018981973666252	0.014438677178795094	0.0009413034354577612	0.027162629757785467
MMP28	0.9018843854626859	0.013223586569541203	0.0009472989987409317	0.02724137931034483
STX3	0.9018684654117441	0.01644442948584076	0.0009472989987409317	0.02724137931034483
RNF175	0.9016440631315332	0.014827901404689776	0.0009652856885904431	0.027521367521367524
APEX1	0.9013032309445651	0.015105209396226246	0.0009652856885904431	0.027521367521367524
AK5	0.9012850699493301	0.018210250749104817	0.0009652856885904431	0.027521367521367524
ACVR1C	0.9012208457677536	0.012503683516779818	0.0009652856885904431	0.027521367521367524
SLC8B1	0.9012069350231662	0.014180345896239264	0.0009652856885904431	0.027521367521367524
TTC32	0.9010846860681118	0.01380007810625215	0.0009712812518736135	0.02764505119453925
MBD1	0.9009787952477458	0.015582833123560033	0.0009772768151567839	0.027721088435374144
DPYSL4	0.9009598905851632	0.01604588009717106	0.0009772768151567839	0.027721088435374144
ZNF516	0.9008515420047081	0.014033298807534804	0.0009832723784399544	0.027843803056027162
LMO7	0.9005522214749418	0.014837809309784475	0.0010012590682894659	0.028305084745762713
ZNF140	0.9002011845528464	0.014473574344752898	0.0010192457581389772	0.028716216216216214
DGKD	0.9001926775524071	0.017775634952846307	0.0010192457581389772	0.028716216216216214
PDE8A	0.9000280360732927	0.011518866163120933	0.0010372324479884884	0.029124579124579122
KLHL29	0.8999156770326326	0.01320626367331521	0.0010372324479884884	0.029124579124579122
NOG	0.8996180068981496	0.01532875519111345	0.0010492235745548294	0.02936241610738255
ALPK1	0.8996088619235465	0.010194529357115957	0.0010492235745548294	0.02936241610738255
ZNF395	0.8993220845580258	0.01157928106409839	0.001055219137838	0.029480737018425462
SSTR3	0.8991042323616713	0.01674817332411982	0.0010672102644043407	0.02976588628762542
C8orf88	0.8990350612583106	0.015929752206215286	0.0010792013909706817	0.03005008347245409
NDFIP2	0.8988917750996537	0.011685453172086422	0.0010911925175370225	0.030182421227197345
ISM1	0.8988832280527501	0.012664667286143494	0.0010911925175370225	0.030182421227197345
CSGALNACT1	0.8987797591868836	0.020498696001498375	0.0010911925175370225	0.030182421227197345
KLHL36	0.8987032776443006	0.016045567885858644	0.0010911925175370225	0.030182421227197345
DKC1	0.8984764665336731	0.016967920826239574	0.0011211703339528748	0.03096026490066225
DNAJA3	0.8981080941009147	0.010530520312173454	0.0011331614605192158	0.031136738056013177
RCL1	0.898098295686659	0.01390054704840856	0.0011331614605192158	0.031136738056013177
BBS2	0.8979684928653241	0.011333870116893447	0.0011331614605192158	0.031136738056013177
LRIF1	0.8975871016927133	0.015196380443437614	0.001151148150368727	0.031331168831168835
EPB41L2	0.8974914010204278	0.015432785057087147	0.001151148150368727	0.031331168831168835
FAM229B	0.897458527673635	0.012884920221671073	0.001151148150368727	0.031331168831168835
ZBTB10	0.897432290971406	0.011636110983144439	0.001151148150368727	0.031331168831168835
ZNF30	0.897362716707054	0.014324051667351637	0.0011571437136518976	0.031331168831168835
AGAP3	0.8971458914930555	0.009502386418725325	0.0011571437136518976	0.031331168831168835
GRAPL	0.897015804187258	0.008932431905802634	0.0011571437136518976	0.031331168831168835
AMIGO2	0.8969611493956104	0.015449879099320095	0.0011571437136518976	0.031331168831168835
PLEKHA4	0.8969184652186911	0.019638864692554544	0.0011571437136518976	0.031331168831168835
TNFAIP8L1	0.8966440373008597	0.014852447636204292	0.001163139276935068	0.03144246353322529
MORC3	0.8964645494364354	0.015518094660104226	0.0011691348402182386	0.031553398058252434
FAM169A	0.8960253906900609	0.017875878809152937	0.0011751304035014089	0.031663974151857836
KANK1	0.8956665883935488	0.012599749415018489	0.0011871215300677499	0.03183279742765273
MYBBP1A	0.8955148131446653	0.019066800188456468	0.0011871215300677499	0.03183279742765273
SUGCT	0.8953385884618172	0.014659957749626685	0.0011871215300677499	0.03183279742765273
LAPTM4B	0.8952399790363528	0.013210082374746102	0.0011931170933509204	0.0319422150882825
GPR157	0.895182390655889	0.011977900929967257	0.0011991126566340909	0.032
SLC40A1	0.8951530059049256	0.014569172423325871	0.0011991126566340909	0.032
B4GALT4	0.8948204619462331	0.018099965200058046	0.0012111037832004316	0.032063492063492065
ELF2	0.8946805568766476	0.017068892831556316	0.0012111037832004316	0.032063492063492065
TMEM8B	0.8946367368774802	0.022104068676743173	0.0012111037832004316	0.032063492063492065
ARHGAP5	0.8945957574339886	0.017595501933547975	0.0012111037832004316	0.032063492063492065
TNFRSF10D	0.8944531703025166	0.016176567894444056	0.0012111037832004316	0.032063492063492065
IST1	0.8943570161385086	0.011142284926210937	0.0012170993464836021	0.03212025316455696
NAE1	0.8942617919041612	0.01037788705999475	0.0012170993464836021	0.03212025316455696
ARHGAP12	0.8940279865895665	0.01514569438804876	0.0012230949097667726	0.03222748815165877
PRDX6	0.8936287431309693	0.014627951349977887	0.001241081599616284	0.032649842271293375
GOLGA6L9	0.8931546850620354	0.014343907042776485	0.001295041669164818	0.03401574803149606
ADD2	0.8927368381926668	0.012578948275721771	0.0013250194855806703	0.03469387755102041
ZNF181	0.8923612307737743	0.017813096160394924	0.0013250194855806703	0.03469387755102041
AIG1	0.8923389088229033	0.017363380975887435	0.0013310150488638408	0.03479623824451411
ZNF415	0.8923037489404707	0.009708209460940694	0.0013430061754301818	0.03494539781591264
AMN1	0.8921658279046006	0.009491238579217819	0.0013430061754301818	0.03494539781591264
TMEM150A	0.8920577778918535	0.011748023490461492	0.0013430061754301818	0.03494539781591264
PEX12	0.8917467946395096	0.018222677594676596	0.001349001738713352	0.035046728971962614
GATM	0.8915158518500724	0.01528959094859845	0.0013549973019965226	0.035130970724191066
BEX5	0.8914647769102149	0.012779431215389814	0.0013669884285628636	0.035130970724191066
TPST1	0.8913773964065985	0.013307926015991347	0.0013669884285628636	0.035130970724191066
NBPF15	0.8912915145632112	0.015745540006919596	0.0013669884285628636	0.035130970724191066
C1QBP	0.891237717006157	0.010234202833688819	0.0013669884285628636	0.035130970724191066
ZNF391	0.8912050843597084	0.013853575710842737	0.0013669884285628636	0.035130970724191066
SH2D3A	0.8912002644183223	0.01219216987696008	0.0013669884285628636	0.035130970724191066
SLC16A11	0.890782402571096	0.01732848521420745	0.0013789795551292043	0.03538461538461538
PSMB5	0.8907022638240606	0.021265712798626317	0.0013849751184123748	0.035483870967741936
SCML2	0.8906572974877047	0.015324954509440788	0.0013909706816955453	0.035528330781010725
GAPDHS	0.8906553232668291	0.023534038538786415	0.0013909706816955453	0.035528330781010725
ZNF160	0.8902966778754497	0.01755628801291461	0.0014209484981113976	0.036238532110091745
BEND5	0.8902006175446027	0.017698209270474666	0.0014329396246777384	0.03641881638846737
TAMALIN	0.8900235982569259	0.015388312289688802	0.001438935187960909	0.03641881638846737
DIP2C	0.8899827177077639	0.014317759608029931	0.001438935187960909	0.03641881638846737
USP18	0.8899165140124838	0.023064631568848287	0.001438935187960909	0.03641881638846737
NFE2L2	0.8898972175215337	0.019627083023790844	0.001438935187960909	0.03641881638846737
POLD2	0.8896800300486302	0.015463858940136743	0.0014629174410935907	0.036969696969696965
ARMCX2	0.8895387096990441	0.013990120483909619	0.0014749085676599317	0.037104072398190045
DDIT3	0.8894877054519328	0.013657071226536217	0.0014749085676599317	0.037104072398190045
TMEM220	0.8892082853860989	0.02570218771807167	0.0014749085676599317	0.037104072398190045
DHX58	0.8886811502618455	0.01693915906560303	0.0014988908207926135	0.037240356083086054
PRR3	0.8885840758279909	0.018338444658199782	0.0014988908207926135	0.037240356083086054
SPRY3	0.8885034162593998	0.024898107677691628	0.0014988908207926135	0.037240356083086054
PRKAG2	0.8882972616555154	0.010391899925739068	0.001504886384075784	0.037240356083086054
C1orf54	0.8881657482699535	0.014083284004033338	0.001504886384075784	0.037240356083086054
GDF10	0.888164864293031	0.02300201202695125	0.001504886384075784	0.037240356083086054
HID1	0.8880317051243086	0.015217137192147819	0.001504886384075784	0.037240356083086054
RBMS1	0.8879049340775751	0.01677353433997444	0.001504886384075784	0.037240356083086054
ZNF3	0.8878913315333088	0.020914202860038925	0.001504886384075784	0.037240356083086054
DUS3L	0.8878612095956772	0.012858492125698713	0.001504886384075784	0.037240356083086054
BNIP3	0.8878211840533589	0.011765080931650953	0.001504886384075784	0.037240356083086054
REEP6	0.8876045691016944	0.020256260686051273	0.0015168775106421247	0.037426035502958574
MMAB	0.8875935557081609	0.016171674755897442	0.0015168775106421247	0.037426035502958574
ZNF768	0.8873368485415345	0.021389171374781323	0.0015348642004916362	0.03775811209439528
N6AMT1	0.8872617502306488	0.0189555086026221	0.0015348642004916362	0.03775811209439528
MYB	0.8871941581446207	0.020074988824845184	0.0015408597637748067	0.037794117647058825
DENND5A	0.8871391395910955	0.020084714622252028	0.0015408597637748067	0.037794117647058825
KRT2	0.8870196051159588	0.02657646594170731	0.001546855327057977	0.03788546255506608
ATP7B	0.8866800140457645	0.010881716925408276	0.001558846453624318	0.03812316715542522
EIF4A2	0.8865963712666013	0.02290376499816272	0.0015648420169074885	0.038157894736842106
TXNRD3	0.8865118151200669	0.01230529056951372	0.0015648420169074885	0.038157894736842106
NFXL1	0.8864824451845059	0.026416766975978934	0.0015708375801906588	0.03819241982507288
EFHC2	0.8864671372726658	0.01676946879997604	0.0015708375801906588	0.03819241982507288
BACH2	0.8862973682961931	0.017597345026124263	0.0015768331434738293	0.03822674418604651
ZNF430	0.8861659435562504	0.011786897876036255	0.0015768331434738293	0.03822674418604651
KLF5	0.8859606638993345	0.025620163108038704	0.0015948198333233408	0.03855072463768116
EFHD1	0.8858567427227149	0.012887145160696974	0.0015948198333233408	0.03855072463768116
RBM23	0.8857415097101349	0.018749571808749872	0.0016188020864560226	0.03907380607814761
RAB20	0.8856610972311718	0.02984469448826907	0.001624797649739193	0.03916184971098266
P3H3	0.8850980536685028	0.023003388755489285	0.0016607710294382157	0.039913544668587896
RADX	0.8850753199628811	0.012911145175989357	0.0016607710294382157	0.039913544668587896
FITM2	0.8847807095232294	0.01771499958271075	0.0016667665927213862	0.04
SUSD4	0.8844722756068647	0.01670275378590157	0.001702739972420409	0.04080459770114943
GPR146	0.8840018039089592	0.014104126791548653	0.0017267222255530907	0.04126074498567335
TCEAL1	0.8839981170555044	0.025465063858022944	0.0017267222255530907	0.04126074498567335
TIGD7	0.883834291854255	0.013484026595152318	0.0017327177888362612	0.04128571428571429
NBPF1	0.8838228233093284	0.016242690878091475	0.0017327177888362612	0.04128571428571429
OTULINL	0.8836976407691398	0.017833617432138422	0.0017387133521194317	0.041310541310541314
HYI	0.8835620212068097	0.010268004824791012	0.0017387133521194317	0.041310541310541314
ATP6V0A1	0.8832613156855228	0.01198609509336911	0.001756700041968943	0.04167852062588905
DDX18	0.8831844730159802	0.021429776403251135	0.0017626956052521135	0.04176136363636364
TEPP	0.88271885408916	0.022851177766270558	0.0017866778583847953	0.0422695035460993
NFX1	0.8825823225625962	0.021288745029225425	0.001798668984951136	0.042492917847025496
UTP25	0.8823368073045033	0.023090188319258513	0.001810660111517477	0.042655367231638416
ASB13	0.8822348319392781	0.026665893440753326	0.001810660111517477	0.042655367231638416
ZNF7	0.8821508651375299	0.02246998700331801	0.0018166556748006476	0.042736248236953454
HTD2	0.8821015124438354	0.018643158253153828	0.001822651238083818	0.0428169014084507
NCKAP5L	0.8815986492122969	0.01674695769529411	0.0018406379279333294	0.04317862165963432
SORBS2	0.881425634492298	0.012652958718605452	0.0018526290544996701	0.04339887640449438
CRTC1	0.881321842560797	0.014637151691578894	0.0018706157443491816	0.04375876577840112
MSL3	0.880900313001769	0.01308119299670693	0.001888602434198693	0.044055944055944055
C12orf76	0.8807196810341897	0.011586997329041435	0.001888602434198693	0.044055944055944055
IFNAR1	0.8806068640773801	0.013110551832856721	0.001900593560765034	0.04421199442119944
DIDO1	0.8805994187329601	0.021282314559058237	0.001900593560765034	0.04421199442119944
SSBP2	0.8802056876217925	0.014211726397527501	0.0019185802506145452	0.044444444444444446
AKAP10	0.8801969213032333	0.01139197873300663	0.0019185802506145452	0.044444444444444446
LYPD3	0.8801274353131964	0.019993288597430044	0.0019185802506145452	0.044444444444444446
ACSBG1	0.8801143459286122	0.021811456283359756	0.0019245758138977157	0.04445983379501385
GRM2	0.8800082662857786	0.02319351985170208	0.0019245758138977157	0.04445983379501385
ZDHHC9	0.8799085601376199	0.024409078220730875	0.0019305713771808862	0.044536652835408023
TXK	0.8794276689549576	0.0189378178576478	0.0019365669404640567	0.044551724137931036
NOP2	0.8794196624969189	0.015914076819577024	0.0019365669404640567	0.044551724137931036
ZC3H12B	0.8790487028354741	0.020756887234258673	0.0019485580670303975	0.04476584022038567
USPL1	0.8787885206526724	0.018210126677109032	0.0019665447568799088	0.044931506849315066
ALDH7A1	0.8787346539795913	0.023307836818882707	0.0019665447568799088	0.044931506849315066
ZBTB39	0.8787308532613147	0.015971972085160036	0.0019665447568799088	0.044931506849315066
ZMYM6	0.8786168791833285	0.017993741723926385	0.0019665447568799088	0.044931506849315066
CRY2	0.8781420751527543	0.02213148067920548	0.0019725403201630793	0.04494535519125683
TLE2	0.8781118826691116	0.026985260237563848	0.0019725403201630793	0.04494535519125683
SERPINB6	0.8780262802433021	0.021698397245082983	0.0019785358834462498	0.045020463847203276
MYO15A	0.8779355725723171	0.018840108187373104	0.0019845314467294203	0.045095367847411444
KRT18	0.8776188950690369	0.026301156380118557	0.0019905270100125908	0.04517006802721089
METTL1	0.8774450878011711	0.018979320794548844	0.0019965225732957613	0.04518317503392131
ZNF783	0.877350131735026	0.023817304745603216	0.0019965225732957613	0.04518317503392131
MKS1	0.8771264559420429	0.026014357678917844	0.002008513699862102	0.04539295392953929
ACVR2B	0.877045261589895	0.0193667094189835	0.002020504826428443	0.04554054054054054
C1orf115	0.877035295964629	0.02321500764331753	0.002020504826428443	0.04554054054054054
ASAH2	0.8769591107151365	0.013102582571383432	0.0020265003897116133	0.045614035087719294
NOL6	0.8768822391493776	0.014200928551044488	0.0020384915162779543	0.04582210242587601
PBX3	0.8765510771515816	0.019524423846514895	0.0020624737694106363	0.046298788694481834
NFKBIA	0.8765071548058218	0.028487823112498065	0.0020684693326938064	0.04637096774193548
ABCF3	0.8762594227363649	0.010209092310677707	0.0020804604592601474	0.04651474530831099
