Set	S6	S4	S2	S1	S7	S8	S5	S3
HP_POOR_APPETITE	0.5248150856661893	0.3602989894880587	0.4076691471764377	0.44620049727414474	0.3312888983769003	0.49567007261148854	0.3721411918290821	0.3075712041359303
IPA_IRF9_DN	0.43881600259247794	-0.3550383425265902	0.39212829204201727	0.4644827122291884	0.6687041326189291	0.41457016009688336	0.5405773870329399	0.5782259250435212
NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN	0.4172003491230574	0.39737967750419395	0.4227504691188424	0.6032919629537072	0.3376752404430584	0.4377657523083987	0.4212466991384717	0.4803528035279686
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.3932056863290055	0.39575186888040287	0.4225879000001081	0.3328918758140541	0.4321416128007729	0.3964685482758965	0.37721088837616396	0.37532355347003077
GOBP_MEMBRANE_RAFT_ORGANIZATION	0.4132735259557015	0.5386938751224948	0.4202698686808419	0.5679876367584739	0.5017776421638132	0.5674896514215227	0.46445875059313685	0.5762722141133065
TATCTGG_MIR488	0.4710886003922685	0.39653015293446464	0.40634449244236565	0.45816110431135165	0.3623555834724463	0.3763377384049959	0.3794664555986248	0.43365387233625796
GOBP_NATURAL_KILLER_CELL_DEGRANULATION	0.5137935674876852	0.37463110788234233	0.5128384479680524	0.6411094814678325	0.7927717508374745	0.39242923396336665	0.40578982699578925	0.5421408673980002
LEIN_CHOROID_PLEXUS_MARKERS	0.47605236444510174	0.37369774059093425	0.4116549451400471	0.3964194998254664	0.38511031247160565	0.42796555724579965	0.46615701055542624	0.40529779323000553
GSE21927_SPLEEN_VS_C26GM_TUMOR_MONOCYTE_BALBC_DN	0.38642043734240417	0.37943957845290066	0.416743232993002	0.4168829506066301	0.442016135508168	0.40406382894050913	0.40643659883643535	0.4038322544674662
GOBP_IMMATURE_B_CELL_DIFFERENTIATION	0.4840516744509311	0.5526543842128928	0.5972037164706196	0.4617253433130094	0.5513792103534298	0.44858366595751403	0.5156807638609764	0.45073153709563835
GOBP_LACTATION	0.4751843225839972	0.3642709397578159	0.47471077585830956	0.4783523537576173	0.41266133733192595	0.4789197826692388	0.30949398030775854	0.48147626358872986
GOMF_ACYLGLYCEROL_LIPASE_ACTIVITY	0.5196815477284188	-0.3364291002086068	0.5762897569813017	0.3855256253325211	0.3881038708405396	0.40851427171903487	0.6066938871232334	0.4407265746683396
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP	0.4085857767500053	0.3887771749897567	0.4007244236940133	0.33555751130032935	0.3935973598228212	0.3763750089262818	0.4218161940549417	0.38006123807862074
MIR6760_5P	0.44486875488016514	0.41467764568154614	0.4322160273307657	0.3858173348551929	0.39838666056115496	0.42821254707843664	0.4297726033431529	0.36114844909448246
MIR6776_5P	0.432082802825678	0.42567095910064534	0.4028134456388201	0.4383353051483836	0.4525538108260363	0.40571097684909213	0.39163774448562355	0.43573660711612594
KEGG_GALACTOSE_METABOLISM	0.5013356554007591	0.30465529228492216	0.4524526925640421	0.44370296630954975	0.4210601521016886	0.4356642617688949	0.4214644335578089	0.43917383249386166
GSE17721_ALL_VS_24H_PAM3CSK4_BMDC_UP	0.4061853427038272	0.3953718413599029	0.4324509930139563	0.45122156195032503	0.3897274292453096	0.3934520269004736	0.42597446157774155	0.42215330908793297
MIR6819_3P	0.3603979347475497	0.4794280588566447	0.4464695391918596	0.4683935530892983	0.48137211796062307	0.3718372695234344	0.41862794781392665	0.4826573654988713
GSE17721_0.5H_VS_24H_PAM3CSK4_BMDC_UP	0.36365443863143343	0.37338293648362597	0.3875406702172567	0.48326690628717717	0.3638336015947157	0.38965667319364616	0.4442506247699667	0.4236285408782384
IPA_SREBF1_UP	0.43934304052727136	0.3449316512102936	0.44090191900140324	0.39830865782367897	0.41302312358993687	0.4573959305853524	0.43424850449590946	0.46820586473821185
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC	0.4832377850764268	0.5426770551061576	0.3401893940460258	0.5923676289671747	0.36415800266660603	0.38247231010793376	0.4443050165278526	0.41858682573518935
GSE46025_WT_VS_FOXO1_KO_KLRG1_LOW_CD8_EFFECTOR_TCELL_DN	0.4387585769965519	0.36327099662421763	0.4044490593868546	0.49895023079439776	0.39636981327537635	0.41136632513682614	0.44050872861302326	0.44139695412793695
LEI_MYB_TARGETS	0.39870010419958934	0.35940696981090003	0.3936973935729195	0.4952398252114814	0.39001804475650587	0.4112810002531998	0.42143164639048	0.4127100355776661
GCM_TPR	0.4385826050324096	0.42781662312140906	0.46619585143482273	0.677459969087246	0.4115499791726411	0.31507799783784696	0.3596952907371014	0.5594134906863238
MIR4637	0.39439393644551646	0.4004008382246687	0.4540229129053793	0.546348613576669	0.36979202181264487	0.3889983320864018	0.375934849215092	0.46481127178287696
GSE4535_BM_DERIVED_DC_VS_FOLLICULAR_DC_DN	0.43390050262230423	0.41946305192352573	0.3814371211040804	0.3958535638703794	0.35801780334560934	0.40418689341461395	0.3632658171430128	0.3969563173253562
GSE41867_NAIVE_VS_DAY15_LCMV_CONE13_EFFECTOR_CD8_TCELL_DN	0.42076825558589126	0.4153725704408565	0.42327042876336307	0.42713780075145064	0.3765432881136102	0.39433749570715004	0.399213717862584	0.43521114224929885
PID_NFAT_3PATHWAY	0.4127546776149153	0.3229787445770883	0.4337681252732299	0.4943044048328138	0.35935092997315116	0.3350470938401844	0.5350828640900813	0.44115555671831236
ETS2_B	0.3749499405554315	0.4052434821615891	0.39896792223692096	0.5014948608692913	0.3595271235070692	0.3545515404636983	0.4352402243600659	0.40821025241247993
VILIMAS_NOTCH1_TARGETS_UP	0.45633255516136517	0.39556344964006374	0.43241698975078396	0.5219326165256186	0.41682615179603144	0.42039369990650577	0.4007860065428074	0.45140105138397874
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	0.3526939111441892	0.44000163016772675	0.5901168562061785	0.47128912823961255	0.426924504703291	0.476648875954513	0.6475886597427092	0.39373664587238494
GOBP_NEGATIVE_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	0.3833929563064722	0.43723809635766064	0.5166754333675326	0.471711297774502	0.3889406055133244	0.3161710631122604	0.3982690520913734	0.3956208851848968
MIR887_3P	0.5549771379131253	0.6942612868818002	0.402513345095783	0.6291419686655315	0.5906951423489019	-0.37493272335840044	0.4005344456196815	0.7360102900335455
IPA_MED28_DN	0.45789048836268587	-0.6451634602449576	0.8781783936499149	0.7041551875626085	0.555440513307194	0.7539732851978812	0.48603325990553164	-0.7624781380332333
CHEN_ETV5_TARGETS_TESTIS	0.4172197886408653	0.39452535704711733	0.42242274769622534	0.4424001328226746	0.2937408589868471	0.41397004620875805	0.43995202020129276	0.4050932416782131
GSE11057_PBMC_VS_MEM_CD4_TCELL_UP	0.42471959788145536	0.380557814414446	0.3901471644262179	0.21863984276489362	0.381782030797101	0.43121891634441006	0.37641133970800533	0.4267780428156763
GOBP_BONE_CELL_DEVELOPMENT	0.41670565830983225	0.39902484763872487	0.3881548388604126	0.4915956537330075	0.4118281481321596	0.41476284734675833	0.448241498208372	0.48006838282341235
HP_DIFFUSE_CEREBRAL_ATROPHY	0.4123474235443488	0.46313939927537967	0.5189981571023193	0.48739488604386466	0.37644270494071025	0.5391187314693872	0.5068643202996012	0.376777211279195
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH	0.4393026650735164	0.3925225989230832	0.4030780173052686	0.42555674844977404	0.40209653353205344	0.42080614560155827	0.4641755454064876	0.3928855732381236
REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS	0.5197202853724526	0.7344786544315662	0.6405197026445166	0.7086951311995279	0.805030924703769	0.37739548557800917	0.42646378166787274	0.5337067716022392
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_CYAN_UP	0.5900146787359168	0.45772222246783806	0.47973144053460914	0.49055267052537055	0.36936230974661816	0.42517700842766765	0.5242009445684224	0.44160846843827745
HP_INGUINAL_HERNIA	0.3781364964397412	0.3637700274810069	0.3840652892260269	0.4548069974374887	0.4074034019102125	0.4194120226775373	0.41717958924356724	0.4030244884747453
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	0.5169527894186381	0.28779606493531973	0.6362822865458485	0.47524572592332154	0.39637260017425197	0.46088652325892004	0.46434933473551127	0.5237169415049673
GOBP_INNER_CELL_MASS_CELL_PROLIFERATION	0.5449044751251685	0.45408187317243887	0.39343942760897765	0.4736516547185904	0.5754229297604269	0.5291677608050861	0.350622119466156	0.5517627576533907
HP_MENINGIOMA	0.4558184323434311	0.35004480620091877	0.44035006229163887	0.5104185174265364	0.3964947111540334	0.4509431221358404	0.4587366573019876	0.483126803463188
AKT_UP_MTOR_DN.V1_UP	0.36760283454925907	0.37538310236740313	0.3959964360169488	0.3758488154247461	0.39803529705297236	0.3832562655889173	0.37118087598760874	0.4151286579508649
REACTOME_SODIUM_PROTON_EXCHANGERS	0.526705749603271	0.6589607588603789	0.5181775745884544	0.3988511983592444	0.45000806114183006	0.6461464727911922	0.5635112711475072	0.5835540186828898
GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_DN	0.3924140565428585	0.39590122745240186	0.41159545928309954	0.4771447142637418	0.41662411329758087	0.4393296572480071	0.4292226460840049	0.39712376977960323
HP_WEAK_CRY	0.49827865387407655	0.4861526288442897	0.3731779665377407	0.4319423044916029	0.3725188413147106	0.44167220856374717	0.48817931277784193	0.44512609225490796
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	0.5281402881153395	0.5636493850119563	0.4424145199727641	0.45300585579375074	0.3522490953614722	0.3875488123654331	0.49480588220918215	0.46614280914187983
MIR1909_3P	0.43604577152259477	0.37125515041622187	0.4706895965246667	0.4371448945451984	0.3802349563423202	0.39332851809624747	0.41451799490912233	0.4162387667680279
GOMF_DYNEIN_LIGHT_CHAIN_BINDING	0.4956399715716119	0.44515311087649795	0.4089872300400851	0.47031855513852006	0.5695071005215372	0.5552710072676986	0.49424421771605337	0.5805127514970441
MIR6751_3P	0.3635929195687127	0.367476225685161	0.4340433402765271	0.4176572683065779	0.4214838870004601	0.3961954092022839	0.4293176461526788	0.38911636497339347
MIR548A_3P	0.3805147452500973	0.35363654961575314	0.39578713171126034	0.4727544624944241	0.39372264083825903	0.3598145548803129	0.4007494104828616	0.4158205318988193
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	0.4298959314714258	0.47605247948949425	0.47512478144392006	0.4676109857686674	0.40559037754936295	0.378634557792069	0.540899695690824	0.3966119803125926
MIR380_3P	0.4158524733368367	0.45298096271372834	0.37403244334838304	0.4248076847521387	0.33338382102838526	0.3856999042573485	0.41692618972916073	0.40281394857350966
GSE30083_SP2_VS_SP4_THYMOCYTE_UP	0.43260158875197974	0.39958533535323365	0.4066731207025974	0.36043307296481747	0.43215280187662597	0.3984507020451139	0.3698887504094024	0.4005151608084174
GSE360_DC_VS_MAC_T_GONDII_UP	0.4052120729396077	0.3482149145762439	0.4041879595931929	0.39261991532578283	0.39480337367113943	0.41726941366043263	0.3642801590320824	0.3787948170457466
HP_ABNORMALITY_OF_PROTHROMBIN	0.4676289478153866	0.40932762215067714	0.360517661334149	0.3787934185235751	0.5070974672374919	0.4268378497050548	0.4368725401738736	0.4136324568224419
BIOCARTA_P35ALZHEIMERS_PATHWAY	0.7613272653294086	0.575596472254831	0.3441254559309874	0.5928064142080084	0.39923820491605994	0.6150267829364033	0.7116466480200212	0.4738461693215581
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	0.5076991411183752	0.5774833259931549	0.5186434970303291	0.6224750437704377	0.4696993679663105	0.3747764512120035	0.4224542687497631	0.40953858655802705
HP_ABNORMALITY_OF_FACIAL_ADIPOSE_TISSUE	0.37935273458628277	0.493359148429955	0.3733495766497915	0.44053088594790557	0.49622522986500456	0.544114703513773	0.49854626446764494	0.46225906272709855
AAGWWRNYGGC_UNKNOWN	0.41513873725110845	0.39403460265173357	0.4808554464623635	0.49471672951283435	0.4093520381998382	0.3963667788592803	0.42032956901169394	0.46544435720980276
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	0.45258182493354726	0.48813357152393155	0.43583804789166886	0.5289633258894044	0.3427679750845291	0.537494096240252	0.362631756290366	0.41203473437577864
HP_HYPEREXTENSIBILITY_OF_THE_KNEE	0.3826765958381845	0.5226300582207725	0.5537233312704454	0.4842525975450955	0.4129851974973464	0.3625588673854755	0.34240178870646626	0.35837537926945157
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_DN	0.4298387055852098	0.37512555032996336	0.4135104452126421	0.3561228129147475	0.4383759347810795	0.3930435455494473	0.4602114458579599	0.41008280342480563
HP_ABNORMAL_ARTERIAL_PHYSIOLOGY	0.4234498248042574	0.3741326709291305	0.3829910742586516	0.4791140003037298	0.3997918662812019	0.40387722996318	0.42872693681429236	0.39383123401067704
HP_BICORNUATE_UTERUS	0.46405188209337533	0.44374521302051617	0.3560439575599765	0.37048230720857167	0.47412649561807324	0.5041914432816408	0.3816669391355307	0.4383403771632633
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP	0.38283800392135947	0.3955863148563157	0.45805153320153896	0.5095160798685097	0.3898068484525963	0.3713734731599867	0.4125740354545447	0.3821711123183036
HP_LIMB_GIRDLE_MUSCLE_WEAKNESS	0.4583419399853992	0.3254030140473572	0.35628990900916846	0.413671860138998	0.3522545238021945	0.3879919775993177	0.4458821597020008	0.45991930672789366
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_AUTOPHAGY	0.37285071665781766	0.5714539778943306	0.5154468537398754	0.5513150510447865	0.5068101588682838	0.5078929712745851	-0.5824530713853233	0.5676512144250837
MIR20B_5P	0.38477900187402586	0.3828983107987243	0.4074974471452246	0.4323898119780689	0.3929046124154826	0.38818640306936636	0.39067243534694235	0.43765443114618036
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	0.8713396674620882	0.7930909889647304	0.6372489314346832	0.8555764832503389	0.5701536885119227	0.839122903047975	0.5683535255038664	0.5820429783452921
HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_3DY_NEGATIVE	0.38662663945276526	0.3778923898407023	0.41458232350838425	0.4996183913671022	0.37846337714867406	0.3442416669592432	0.40497584142252785	0.4017321660725043
GTACAGG_MIR486	0.3691738060952531	0.4744007961043346	0.40568582300425465	0.5126878702955805	0.42815999366628166	0.4119446148352717	0.4773630079309748	0.42185297801917226
REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.6325411011201145	0.36896731378662556	0.5768390482032472	0.5873725053349653	0.4986232217329493	0.4985323666379617	0.6248295179500645	0.5122115319921474
GOMF_PHOSPHATASE_ACTIVITY	0.4099528429246512	0.3798801825514064	0.47754075019024184	0.4631723779677496	0.3972059344523388	0.40577777089485806	0.4121902842976089	0.4249916320118041
NOUSHMEHR_GBM_SILENCED_BY_METHYLATION	0.49527296324314063	0.302371222257302	0.47633985137714796	0.4331860362690987	0.44945210077461784	0.49293209954062145	0.4127885771970048	0.4745166401281542
SASSON_RESPONSE_TO_FORSKOLIN_UP	0.4356085913600058	0.42159043283293146	0.40746734767506	0.537897884592215	0.35402122262674923	0.4770079978938594	0.45672892264771436	0.4443822369212153
GOMF_PROTEIN_SERINE_PHOSPHATASE_ACTIVITY	0.426897567321821	0.3595687353527489	0.45301700842564	0.48224009534489937	0.44765924340583035	0.37772881990648555	0.38321790733927086	0.4206716723624592
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PUBERTY_STAGE_2_OF_4	0.48468585181200174	0.5434959568130546	0.5248955415487706	0.6136518571926997	0.5945983421095229	0.6865025734249256	0.385054327797666	0.6151041762742688
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	0.4216191800825471	0.4270289715730067	0.4522235969773782	0.5263691801212695	0.48891717891529446	0.5055058206090561	0.4528049371605853	0.4580333554486465
MIR6508_3P	0.38180899947536945	0.4617745427385894	0.47208500825740524	0.4714800142484169	0.3799937484987312	0.4174877568626408	0.3799399522694718	0.4044827087854502
GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_UP	0.448213828467272	0.4433265696373016	0.3951516903433092	0.4387848239486814	0.3985688796873146	0.3388501442764555	0.4199326151996289	0.4186406165925617
GSE43863_TH1_VS_TFH_EFFECTOR_CD4_TCELL_DN	0.41181498507126674	0.4025623145724149	0.38640233723255674	0.4895031494904893	0.4336225353495041	0.37764156971170687	0.45462660613752426	0.4162809001347427
GOBP_N_ACYLETHANOLAMINE_METABOLIC_PROCESS	-0.5611167171207923	0.46633274636787014	0.5620170167735743	0.5168824872182123	0.43543496789323227	0.6698948823062643	0.5114825884828031	0.7270081200982117
LEIN_MEDULLA_MARKERS	0.430973326832073	0.41647314483246606	0.445245936486892	0.4550848069707358	0.3967805508186125	0.3907103768926758	0.41495889097049177	0.43020613095152577
HAN_SATB1_TARGETS_UP	0.4251102889008787	0.3741702321811846	0.41764708025878894	0.4381374782518686	0.3836443092972404	0.3727374887716474	0.38102701059929084	0.42789584102099976
HP_HYPERKINETIC_MOVEMENTS	0.4114383498909212	0.33450150727930317	0.46899247895008755	0.4422966282768612	0.4143141698590214	0.45414726005198996	0.36805901491675125	0.46882585649660957
GSE17721_12H_VS_24H_POLYIC_BMDC_DN	0.39994489160910335	0.4017140158999486	0.4155015820965752	0.45420281329959217	0.40655287114916505	0.3879286384178967	0.4546610331180211	0.42781792662795093
GTGTCAA_MIR514	0.4808077165039524	0.4899612401120794	0.45259619853403366	0.42330562586894627	0.39127365610606263	0.40166646078741836	0.4112128002192112	0.4545560604723651
BIOCARTA_P38MAPK_PATHWAY	0.38754765968535376	0.45717566326738	0.44887855837808693	0.5385649533130004	0.3643479349505755	0.4399958589839925	0.44301979539612285	0.3802710223172879
MIR4782_3P	0.40098449200128383	0.4343312808117046	0.40358737022335284	0.4278609860936388	0.42156598799637185	0.40599380909873717	0.4090481369643982	0.39563673038767744
GOCC_MPP7_DLG1_LIN7_COMPLEX	0.4918606215524795	0.6995156733484978	0.5188637882797775	0.5796132978272364	0.5765057816766489	0.5309276760705555	0.6104835416078433	0.6541773173684624
GOBP_RNA_CAPPING	0.41987541083746	0.4466814841129961	0.46704026600333853	0.5202892158302872	0.3667441507711676	0.39663848054068856	0.5243861777269472	0.49906072708598925
GOBP_ORGANELLE_MEMBRANE_FUSION	0.40430720212119503	0.3194876200070626	0.4264731102882012	0.43760924214794567	0.44326730099509026	0.3751162653642433	0.4421439111029296	0.3903747002275766
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	0.46357881782001414	0.3662294491748465	0.4810778016544011	0.4523523387418514	0.4554131547227288	0.44442969486113504	0.4625438827983363	0.5001662339160894
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	0.5556827257961663	0.7644165829846469	0.4114085833444854	0.8681563016651781	0.5558663140934819	0.40481635947796824	0.6500640339174846	0.8226153639176423
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	0.39134614447305965	0.36170529319124206	0.47760698233330506	0.536846488187524	0.4594952929391116	0.3556626356854769	0.44094741093310036	0.4797268979099566
FAN_OVARY_CL1_GPRC5A_TNFRS12A_HIGH_SELECTABLE_FOLLICLE_STROMAL_CELL	0.4116479131723728	0.38298465332172416	0.38501378600296815	0.5915905590606171	0.39991307304967905	0.366870790647353	0.40909154856986096	0.4064870229135122
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	0.4043106845805793	0.3787443591301654	0.36699201562796646	0.44957653459470664	0.4246511271280802	0.3990793490069772	0.37444821699022773	0.41992503599183095
ZHONG_PFC_C7_ORG_UNDERGOING_NEURONAL_DIFFERENTIATION	0.40418233538829623	0.34092374222052485	0.3721947406110488	0.4037453582273807	0.44408865749006676	0.4388683107955944	0.4178854412431813	0.39124403012728465
GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_DN	0.41462039757530966	0.39814649746252523	0.4221646520470315	0.38856411476700564	0.41149116715483647	0.39051538559854504	0.3855744130094068	0.4188318824765845
HP_HIRSUTISM	0.42180703628476873	0.38851494142037396	0.44290817141524724	0.4573437272465999	0.4303173294274127	0.37299878841405587	0.4155519884551568	0.3574421480543706
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	0.3871900490760164	0.36291980532665136	0.4042132699751592	0.4528026408667007	0.37792446931351187	0.3906066493424676	0.40663037317216044	0.4033574777730503
HP_STOMACH_CANCER	0.3769150150075861	0.34363135940229017	0.4439758613574625	0.5121804454681226	0.47087529496313396	0.4682559272597664	0.5833713252472511	0.46738084968670474
GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_UP	0.3742910369989222	0.3850189806313123	0.4453790595383583	0.46662383853707534	0.4053882971717007	0.39985572837398703	0.4177246657998502	0.4168567724474209
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	0.3752885921502412	0.38918049174761343	0.4033790494004185	0.4462604673514358	0.41738898171817884	0.4165060009930118	0.40045695383133634	0.4534450937301488
GOMF_CENTROMERIC_DNA_BINDING	0.6703942297036484	-0.5972418432559914	0.8013131991824606	0.45377821131847046	0.5368814123856159	0.6265308412034248	0.5985060484333292	0.566206658969306
SMTTTTGT_UNKNOWN	0.4210091670167053	0.38349157164755016	0.4002601578397903	0.472737144340639	0.3592881308619184	0.3730804146023867	0.4009247486880805	0.44661406520861946
MIR6797_3P	0.4321452145136871	0.4119831547536651	0.38542049474864737	0.5185765491567615	0.41745308849649754	0.3803518733710556	0.3451719230762566	0.4003839058789038
GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	0.5257497681331045	0.3625448000880038	0.41014546031690935	0.4622932692863813	0.490211383180118	0.47675725687847526	0.4004465000349723	0.4805242784318747
MORF_FBL	0.3997447241988738	0.39500179539648567	0.38779817544549106	0.6365710881011639	0.40875325276406443	0.41044451388524905	0.41914768175287787	0.3951303658044228
GSE22886_TH1_VS_TH2_48H_ACT_DN	0.4074244850532234	0.37942359017471033	0.38907441679285626	0.496758806859776	0.380783820482284	0.40671660914495	0.4341465851302892	0.41176151455604293
KAECH_NAIVE_VS_MEMORY_CD8_TCELL_UP	0.3746414209221674	0.3753379184690546	0.3923633117114152	0.47423510669004504	0.4291770280650426	0.3840228148361186	0.3765515839785035	0.40876045915673526
HP_ABNORMALITY_OF_DNA_REPAIR	0.4601902937784528	0.5374381966430275	0.458858745984746	0.4124632854647077	0.38711144213699333	0.4563583299908976	0.4446886090672906	0.4408883115024155
HP_ABNORMALITY_OF_TOE	0.3954604938538806	0.37258386427577567	0.40801674894929696	0.4232472756603995	0.3966918975880334	0.39839208324865305	0.3910124492913262	0.3962124623361659
