Gene	Score	Margin of Error	P-Value	Q-Value
GPR27	0.7216976859885651	0.10641733825370632	0.007933329336291145	0.9954927204909155
GSDMA	0.71570051639624	0.06324407358020642	0.008101804664548235	0.9954193742478941
TBX21	0.7139899272406156	0.08360273524231461	0.008155165177768452	0.9954193742478941
ENC1	0.713558915502505	0.059066754877690295	0.008168954973319743	0.9954193742478941
MATK	0.7077732545002453	0.06078449538744492	0.008347622759158223	0.995352350003009
LGALS9	0.7031386407312681	0.09856667675809797	0.008487319383656095	0.9952732306210881
ZNF365	0.7011016176218894	0.04430989268727799	0.008560465255710773	0.995258501354198
TNFRSF4	0.6934114968642628	0.07379856711701124	0.008800887343365909	0.9950770434573251
MIDN	0.6899269347898964	0.04103443138622338	0.008933988848252293	0.9950039125985674
IL32	0.6896475205308441	0.05240250859154233	0.00894657953114695	0.9950039125985674
SRXN1	0.6884515973743444	0.05951586916712972	0.0089975418190539	0.9950039125985674
CDH8	0.6834823158714842	0.040683239336587636	0.00919659452005516	0.9949193257074053
ETV7	0.6796653442949245	0.11153267038106436	0.009333892919239762	0.9948425552411344
IL17C	0.6781247447375075	0.04829187125773505	0.0093914503267582	0.9948425552411344
PCSK1N	0.6771651132875878	0.10799063686446644	0.009428622819113856	0.9948425552411344
EGLN3	0.6743792752288611	0.06014455990387283	0.009522753162659632	0.9948313862459353
GZMB	0.6738307870064615	0.17435754696162958	0.009537142514539241	0.9948313862459353
NAP1L2	0.6733923142932403	0.023606188895290536	0.009550332753762216	0.9948313862459353
SMAD1	0.667306016935604	0.12456527002318776	0.009757779243359913	0.9947750406553032
CCR8	0.6612798220195812	0.05776653763961718	0.009987409317105343	0.994604866883508
TAP2	0.6583289154866914	0.06569727099181741	0.010088134780262605	0.9945641828805494
ANK3	0.6570580023107473	0.045741399059234966	0.010136698842856286	0.9945641828805494
CYB561	0.6540451804772376	0.049909861073983305	0.0102638047844595	0.9945062955599734
ARHGAP11A	0.6495990213814986	0.06543798888129444	0.010456861922177589	0.9943722135197013
SLC2A9	0.6457978407555118	0.03610535598605785	0.010611547454883387	0.9942766765078027
ZNF749	0.6433108199329078	0.03809517021037369	0.010741051621799868	0.994206435285611
ECHDC3	0.6411612140427302	0.04934903543769657	0.010835181965345645	0.9941717384754444
TSPAN2	0.6403531713565993	0.03224000826674363	0.01087655135199952	0.9941717384754444
TMED9	0.6342417626983448	0.029248222180360817	0.011126566340907728	0.9939986741396976
KLRC1	0.6338318279262909	0.05374741919814635	0.011142754361772289	0.9939986741396976
PRDM1	0.6320824590295153	0.0680541171048745	0.011218898015468553	0.9939986741396976
NATD1	0.6319941608011042	0.031552981586388106	0.011221296240781822	0.9939986741396976
MAST2	0.6299405521206789	0.02629157459917452	0.011304035014089574	0.9939986741396976
TMOD1	0.6279908295886267	0.060003467856796625	0.011398764913963667	0.9939986741396976
CX3CR1	0.6269493434870581	0.12071676443179968	0.011439534744289225	0.9939986741396976
PRH1	0.6256092178033881	0.0523863247316088	0.011511481503687271	0.9939986741396976
NEDD4L	0.6189680789847958	0.05661509580304793	0.01182444990706877	0.9937763038890564
LFNG	0.6187900658134735	0.06894723324266966	0.011832244139336891	0.9937763038890564
HLA-DRA	0.616004360723835	0.128704949628173	0.01197853588344625	0.9937411807272508
RGS1	0.6148339624530834	0.045531529595959755	0.01202530127705498	0.9937411807272508
PDGFB	0.6143669464173374	0.046582331736748264	0.01204748486120271	0.9937411807272508
NAP1L3	0.6130407913350835	0.08866402856711843	0.01212662629654056	0.9937411807272508
BBC3	0.6106102618954514	0.03937142013344449	0.012239942442592482	0.9937179564509319
RAB3IL1	0.6083688491178146	0.03288725904195734	0.012359254151927573	0.9936584630232839
DUSP2	0.6017028561045938	0.08293118452726209	0.012747167096348702	0.9933275019605478
RCAN2	0.6004049039364444	0.034461527042663295	0.012819713412075065	0.9933144305019305
FKBP1B	0.600208723952647	0.03434286792272138	0.01283290365129804	0.9933144305019305
FCRL6	0.5984015795270716	0.13350419973741195	0.012930631332813717	0.9933144305019305
CYRIA	0.5949889867377454	0.05356096788576612	0.0131128964566221	0.9931991793881615
PSKH1	0.5948381251950456	0.027867834596589897	0.013122489357875172	0.9931991793881615
TCFL5	0.5947368896907936	0.028345044886251065	0.013128484921158343	0.9931991793881615
FAM110C	0.5946692140768728	0.044774059124180574	0.013133880928113196	0.9931991793881615
ZNHIT2	0.5903766205982306	0.02408767764994841	0.013352718987948918	0.9931987446436116
C2orf81	0.588917655840328	0.046709967386833376	0.01343126086695845	0.9931790197971995
CCNB2	0.5867906590111712	0.14067813885143976	0.01357335571676959	0.9930959135631073
STAT1	0.584184638482613	0.032394559597543185	0.013735235925415193	0.9929928769769407
TPRG1	0.583543481049916	0.05554784321923828	0.013775406199412435	0.9929928769769407
DLG3	0.5806320505288203	0.07776431110829707	0.013962467773847353	0.9928833615068824
CCR5	0.5805175339392741	0.19585595649463647	0.01397146111877211	0.9928833615068824
HS3ST3A1	0.5789046838712186	0.04041314349077291	0.014071587025601056	0.9928833615068824
BPNT1	0.5780783331340884	0.034641549900549344	0.014112956412254931	0.9928833615068824
MSC	0.5775185620179863	0.13449772820033515	0.014152527129923856	0.9928833615068824
F2R	0.5769753563174298	0.07453633067619969	0.014186102284309611	0.9928833615068824
PLCD3	0.5762399033984746	0.03013972770634748	0.01421667965705378	0.9928833615068824
RNASE4	0.5748391732448741	0.06460648578786904	0.01430001798668985	0.9928833615068824
IL21R	0.5744057463229115	0.03201403479845281	0.014328796690449067	0.9928833615068824
HLA-DQA2	0.5718735477486931	0.07929916237033266	0.014491276455422987	0.9928833615068824
PRF1	0.570931756715912	0.08545932036575025	0.014564422327477667	0.9928766461278241
UGGT1	0.5704809177441286	0.03777998924957017	0.014590203249595299	0.9928766461278241
CLIC3	0.5699983873813577	0.1368449480107809	0.014624977516637688	0.9928766461278241
SPRYD7	0.5692057508584112	0.030048489366170078	0.014672942022903052	0.9928766461278241
DTX3L	0.5690639410527263	0.021467131384675906	0.014678937586186222	0.9928766461278241
RIMS3	0.5654127692129409	0.03779308772937278	0.014913963666886503	0.9928255483715028
HOXB2	0.565355924282934	0.06942149326219113	0.014915762335871455	0.9928255483715028
ADAT3	0.5638188234245867	0.049967570919864215	0.0150122909047305	0.9928255483715028
ITGB1	0.5612375623922077	0.0366934134829864	0.015168175550092932	0.9927493049679682
PLXND1	0.5611540687559393	0.08845203482957872	0.015171173331734516	0.9927493049679682
CST7	0.5610068959699941	0.10296316329992843	0.015184963127285808	0.9927493049679682
HOPX	0.5606441225630601	0.05596247061679051	0.015200551591822051	0.9927493049679682
SYNM	0.5552532873527185	0.07680988677362728	0.01555428982552911	0.9925988393180994
SMIM13	0.5551337589463339	0.02304430264305387	0.01556028538881228	0.9925988393180994
CYREN	0.5513039777810533	0.0177040301918217	0.01583787996882307	0.9924328899637244
CALR	0.5489040560290253	0.02704670723905168	0.016008753522393428	0.9923205756091663
SNRNP25	0.5483199436862023	0.026606063817836555	0.016048324240062355	0.9923205756091663
SLC39A7	0.5475951733210955	0.03675365407844054	0.016108879429222376	0.9923205756091663
PHF8	0.545767174855424	0.027175245289219174	0.016232987589184004	0.9922744315432994
FGR	0.544654858148347	0.10160208732725273	0.016311529468193538	0.9922558209857878
FAM83G	0.544514936799601	0.03389468002633655	0.01632292103843156	0.9922558209857878
TLR3	0.5441396003441477	0.026692554044744726	0.016352898854847413	0.9922558209857878
RRS1	0.5437884454090716	0.022178721906606975	0.016374482882666828	0.9922558209857878
CCDC146	0.543361555619835	0.03302804474117098	0.01640685892439595	0.9922558209857878
SIPA1L2	0.5430878312072034	0.040909549967912504	0.016423646501588823	0.9922558209857878
RGPD8	0.5423679250391733	0.04314698175943702	0.016480604352778944	0.9922558209857878
MTRNR2L6	0.5417810749261776	0.05179932754510499	0.016520175070447868	0.9922558209857878
NT5E	0.5396948568966633	0.10823139424572167	0.01667186282151208	0.9922558209857878
LIMS2	0.5390586718781476	0.0396791433381904	0.016711433539181007	0.9922558209857878
GLTP	0.5374050804848425	0.032489240747639134	0.016827747466874512	0.9922558209857878
NUDT2	0.5365065365194104	0.029182850298835522	0.016879908867438096	0.9922558209857878
METRNL	0.5359848798610298	0.04791202713547986	0.016915282690808803	0.9922558209857878
MRM1	0.5352027106178032	0.06065522999003562	0.016977636548953776	0.9922558209857878
PMFBP1	0.5351109934001768	0.03979050407670937	0.016985430781221895	0.9922558209857878
CMKLR1	0.5343692395784935	0.08141596022810829	0.01704778463936687	0.9922558209857878
DCUN1D3	0.5340571579102504	0.02649386161679314	0.017076563343126086	0.9922558209857878
HOMER1	0.5338552799469101	0.022580734487591354	0.017090952695005695	0.9922558209857878
HLA-DQA1	0.5330649135895102	0.07670046760616317	0.017146711433539182	0.9922558209857878
TNRC18	0.5300716874262283	0.05162678050485579	0.017366748606031535	0.9922558209857878
TNFSF14	0.5293598130478703	0.04129092909568745	0.01743329935847473	0.9922558209857878
PLD1	0.5263058921462269	0.05360086835966414	0.017686312129024523	0.9921291025796294
MON1B	0.5261187993705656	0.03297876074346463	0.01769890281191918	0.9921291025796294
SLC7A5	0.5257341880690736	0.04415011800792929	0.017724084177708495	0.9921291025796294
CENPQ	0.5215468739038913	0.037901512840941225	0.01805204148929792	0.9919393131851493
SLC25A29	0.5214254163468262	0.10244581050570153	0.018059236165237726	0.9919393131851493
KIF21A	0.5212527514471597	0.024459966528519225	0.018071227291804066	0.9919393131851493
PTGER2	0.5206737089434341	0.026837827783057135	0.01811679357275616	0.9919393131851493
RGS3	0.520248472016287	0.06163646683696629	0.01815756340308172	0.9919393131851493
TMPO	0.5201887754541925	0.030456795452641093	0.018162359853708256	0.9919393131851493
ZNF683	0.5192554165355256	0.1416981022693818	0.018254091971940764	0.9919393131851493
HSPA1A	0.5180987967972435	0.043590767515253835	0.018348821871814858	0.9919393131851493
SPINK2	0.515070875683898	0.07018671109716243	0.01861022843096109	0.9918572380779253
C12orf75	0.5145134042822939	0.08164499021734606	0.018650998261286647	0.9918572380779253
H2AC20	0.5140341088531954	0.048051689030790094	0.018686372084657354	0.9918572380779253
PPP1R14B	0.5136807180872944	0.025148824232839075	0.018722345464356378	0.9918572380779253
CKAP2L	0.512385964292944	0.038067181773159355	0.01883746027939325	0.9918572380779253
DEPDC1B	0.5104780057120828	0.06282903355091139	0.018998740931710535	0.99176506243181
PER2	0.5093152576634465	0.03184533228323565	0.019113855746747406	0.9917075831969449
MTRNR2L8	0.5076861147785969	0.04712097461389103	0.019251753702260326	0.991628879728419
ZNF551	0.5076442224945641	0.03039332143204968	0.019258348821871815	0.991628879728419
MTSS1	0.5072808451598307	0.06899264655893497	0.019293123088914205	0.991628879728419
NEK6	0.5067035546014145	0.04296370874312839	0.019345884045806103	0.991628879728419
SUPT3H	0.5060823405368371	0.015890248385134774	0.01940344145332454	0.991628879728419
LYZ	0.5058118261379456	0.11426684814258556	0.01942802326278554	0.991628879728419
GPRIN1	0.5056076083709262	0.04739543707589603	0.019449007734276637	0.991628879728419
GABPA	0.5051017961273745	0.020618128643398886	0.019505965585466755	0.991628879728419
CD99	0.5044348789531394	0.045871680822744634	0.019565321661970142	0.991628879728419
PTCH1	0.5031059681189107	0.0619989863669129	0.019699022723184842	0.991628879728419
TGFBR3	0.5029110077445056	0.0241881920460558	0.019721206307332574	0.991628879728419
MTRNR2L4	0.5001125710634611	0.047491426670066436	0.01999040709874693	0.9915432211101001
HDGFL3	0.49990736363908495	0.06023505932971144	0.020014988908207926	0.9915432211101001
CCDC134	0.4997854228715206	0.03999830506824232	0.020028778703759218	0.9915432211101001
SFT2D2	0.49895799374485605	0.032334213991332565	0.0201055219137838	0.9915432211101001
CCR2	0.4979506252739041	0.14388591973423082	0.02021284249655255	0.9915432211101001
GADD45G	0.49614739204055613	0.07510196369959872	0.020402302296300738	0.9914265776699029
QPCT	0.4960716637717587	0.04013969853504715	0.020410096528568858	0.9914265776699029
NINJ2	0.4957924063111294	0.048777264066356366	0.020431680556388273	0.9914265776699029
HIPK3	0.4956308382452814	0.035985961178562315	0.020452065471551054	0.9914265776699029
ZNF772	0.4919067742217833	0.07640016910453881	0.02083997841597218	0.9912242049041029
SYS1	0.491119725905266	0.017689383508223192	0.02092991186521974	0.991195144157815
PLEKHG3	0.49107744012742494	0.06883100886756341	0.02094130343545776	0.991195144157815
CRACDL	0.4891884614445057	0.035430932225963344	0.0211325619041909	0.9911084805439203
ZNF438	0.48864916711543627	0.0291684536977865	0.02119371664967924	0.9911067265662943
AHCTF1	0.4857570440786496	0.021834878148695485	0.021479705018286468	0.990877299496084
GPRIN3	0.48512670844726546	0.04028504441500837	0.02156244379159422	0.9908536733454766
TTK	0.48426203506275833	0.0564426572839183	0.021650578571856826	0.9908245795130245
NIBAN1	0.4839321900268061	0.040229654897794905	0.02170094130343546	0.9908245795130245
ZXDA	0.4838064828570161	0.01916688098716217	0.02171053420468853	0.9908245795130245
ATP6V1A	0.48256676211851524	0.04132680307116267	0.02188320642724384	0.9907694643507834
KIF11	0.4820462484228436	0.12844774636609096	0.021949157623358716	0.9907628302459763
RTL6	0.48165798005381566	0.02036351536972427	0.022001918580250614	0.9907628302459763
CSTF2T	0.4811611279991226	0.033846654094835914	0.022064272438395587	0.9907628302459763
PDSS2	0.47935790698532044	0.025151771613674007	0.022257929132441994	0.990630543068886
MBNL2	0.4789471347937688	0.024902638816788128	0.02230349541339409	0.990630543068886
CXCR3	0.47893867920220057	0.14259588923061622	0.022304094969722407	0.990630543068886
IL5RA	0.4756698590534649	0.03918206061601621	0.022655434978116194	0.9904082872592503
FABP5	0.4746249355354055	0.15431395788391628	0.02276395467354158	0.9903615263093937
ERAP1	0.4745194102732935	0.028840703231616666	0.02277774446909287	0.9903615263093937
RHOBTB2	0.4728247735772042	0.02185714607603894	0.022955812698603032	0.9902843947496355
BIRC5	0.47196035085202026	0.06095558659283493	0.023061934168715152	0.990238225463385
CENPP	0.4718460033684553	0.041892695899698885	0.023072726182624858	0.990238225463385
CPSF2	0.47184170514492774	0.030791117963835074	0.023073925295281492	0.990238225463385
KCTD11	0.47058594599981296	0.034224087574650994	0.02323460639127046	0.990238225463385
NRL	0.47019987953278397	0.04495672615348704	0.023292163798788897	0.990238225463385
TGOLN2	0.4683184154990929	0.02919454573249544	0.02351459919659452	0.9900790273556231
MCM2	0.4657385348918668	0.017049645209151476	0.02385754541639187	0.9897914766855128
ANKEF1	0.4653224001465075	0.027172164292553792	0.023913304154925354	0.9897914766855128
APOL2	0.4641499281902579	0.0357981895511334	0.024053000779423225	0.9897142335988326
PLGLB2	0.46198196350416154	0.08477511095696344	0.024298818874033217	0.9895275446917183
TCF7L2	0.4606576383234251	0.04791958266031817	0.024467294202290307	0.9894156278504104
LYAR	0.4581730352763911	0.07241809092736098	0.024784459499970022	0.9891522743857943
CBX1	0.4579041332776459	0.022260247437782096	0.02481563642904251	0.9891522743857943
NOP53	0.4571360380752818	0.020879507819366573	0.024899574315006896	0.9891522743857943
JUN	0.456314580722621	0.0523895415320781	0.024999100665507524	0.9891156255702207
TSHR	0.45326115654727506	0.07737980019022012	0.025362431800467655	0.9888065693430658
RLN2	0.45276803173492475	0.028199179068840223	0.025439774566820554	0.9887882474603078
CDYL2	0.45223575943054684	0.049423433149835806	0.02549913064332394	0.9887882474603078
LMNA	0.4522145896472267	0.06165519642091414	0.025504526650278792	0.9887882474603078
NME7	0.45195660241871227	0.03200049430984518	0.025532705797709696	0.9887882474603078
KIFC1	0.4517572996484196	0.023201707387832983	0.025561484501468914	0.9887882474603078
GBP4	0.4516106234578299	0.03117452101162866	0.025581269860303374	0.9887882474603078
JAKMIP1	0.44973755015332895	0.10089103697132155	0.025831284849211582	0.9887519016612912
TUBA1C	0.4496076711589314	0.03853974263757595	0.02585047065171773	0.9887519016612912
LBH	0.44798113975128295	0.029636901803522808	0.026050122909047305	0.9886507211977359
BHLHE40	0.44713401444765033	0.044510663350368955	0.026176629294322202	0.9885830797321972
SGPP2	0.44665406144012243	0.08988782356592707	0.026232987589184003	0.9885830797321972
KLRF1	0.4459960381982073	0.020135672968259622	0.026332513939684634	0.9885439493547602
MPZL3	0.44577462243040156	0.01733858328942256	0.026360693087115535	0.9885439493547602
AEN	0.445572031909232	0.03526382172965285	0.02639426824150129	0.9885439493547602
ASCC3	0.44554072848057125	0.02537132817840796	0.026397266023142876	0.9885439493547602
IFI30	0.44495751732179123	0.031827141915185896	0.026474009233167457	0.9885439493547602
PSRC1	0.44363447693515945	0.048671796828203266	0.02667186282151208	0.9885008829081167
WDR44	0.4432876338895877	0.03396254530242758	0.026717429102464177	0.9885008829081167
GFPT1	0.44301818449553565	0.017248257178077132	0.026752802925834884	0.9885008829081167
SEMA4B	0.442389049789667	0.035254320296702155	0.026835541699142634	0.9885008829081167
FBXL8	0.44157820785945834	0.07392192695359932	0.026963846753402482	0.9884450940983007
METRN	0.43963121951289885	0.03554114543430785	0.027233047544816834	0.9882312096479474
SRR	0.439607809580715	0.024496106208017863	0.027237244439115054	0.9882312096479474
ANXA2	0.43932115770984304	0.06797375114326663	0.027283410276395467	0.9882312096479474
XXYLT1	0.43905518491044404	0.05342768759074466	0.02732178188140776	0.9882312096479474
RHOC	0.43843716803199717	0.052813941326878	0.02740452065471551	0.9882312096479474
CHST7	0.4370958129365867	0.06872753165227526	0.02759517956712033	0.9881642600377749
ARHGEF6	0.43677068693286536	0.0201376886257948	0.027638347622759157	0.9881642600377749
CHST11	0.4365979604315342	0.029921663885446443	0.02766232987589184	0.9881642600377749
H1-4	0.4365397291366149	0.03388787906008745	0.027669524551831644	0.9881642600377749
PRKCD	0.43638407486002784	0.02301268254064264	0.027687511241681156	0.9881642600377749
RGPD1	0.4362924001906965	0.03831287732531019	0.02769830325559086	0.9881642600377749
PERP	0.4362071238020029	0.029184245791843744	0.027706097487858985	0.9881642600377749
SDE2	0.43353503886590516	0.01994982362351947	0.028103603333533185	0.9880689991466536
TMEM140	0.4329009033050619	0.0161323518001234	0.02819413633910906	0.9880371837854314
CD70	0.43248036785381405	0.1064392964864701	0.02825708975358235	0.9880340160936357
TAF7	0.4315288185842041	0.023437187276380878	0.028415972180586366	0.9879320855940986
MBOAT2	0.4307605649680242	0.04826808814528376	0.02852089453804185	0.9878856237044262
PRSS35	0.42831526477183574	0.03990568780456595	0.02889801546855327	0.9875635631973662
PTBP3	0.4269449945719135	0.03582684762214076	0.029103663289166016	0.9874134146341463
GTF2A1	0.4264798746847056	0.024644936795778397	0.02917860783020565	0.9873974022806269
POMZP3	0.42647790270739083	0.03094258189637717	0.02917860783020565	0.9873974022806269
DR1	0.42638124079470874	0.022693144208195452	0.029200791414353378	0.9873974022806269
F5	0.42625779088266924	0.07350950390879914	0.029225972780142693	0.9873974022806269
CLASP1	0.4251376113082155	0.039850148329313245	0.029392649439414834	0.9873974022806269
FAM156B	0.4236771609847243	0.04579560226456258	0.02962287906948858	0.9872477735756984
HKDC1	0.4229274004561312	0.06463493630900895	0.029731998321242282	0.9871963643018362
ZNF134	0.42211086289126154	0.018457801859521603	0.029868697164098568	0.9871181063933626
ADAM23	0.4211873190455435	0.07358886321833451	0.030019185802506145	0.9870251967543163
ACSL1	0.4205461055516899	0.02349319257490062	0.03011811259667846	0.9869835265405735
TENT5A	0.4200516863017114	0.05671653166954253	0.030206247376941064	0.9869546647141376
MBNL1	0.41949526760924805	0.02875533883051329	0.0302883865939205	0.9869306809860874
TCAF1	0.4194607941631885	0.0436951670253244	0.030291384375562082	0.9869306809860874
NCAPH	0.4191441128282998	0.04130959096909438	0.030342346663469032	0.9869306809860874
SPIN1	0.41889532474007485	0.015306447807397722	0.03037532226152647	0.9869306809860874
SLC39A4	0.41865803739002416	0.020869648297290277	0.03042388632412015	0.9869306809860874
ASAH2B	0.4179700571783693	0.027415767626548015	0.030541998920798608	0.9869306809860874
SRSF3	0.4174049247802891	0.020615676441155008	0.030625936806762996	0.9869306809860874
GADD45A	0.4169655312941103	0.0369407339713127	0.030700881347802626	0.9869306809860874
INSL3	0.41566900650991867	0.03870445055074497	0.03093530787217459	0.9867539682539683
TK2	0.415040238786307	0.030754294944647216	0.03103123688470532	0.9867165272605165
LEMD3	0.4145224206918616	0.020814072091181333	0.031127165897236044	0.9866790816949566
MBLAC2	0.41371839350713957	0.0315795184745469	0.031272858085017084	0.9865909507235757
RP2	0.41319367702366305	0.02649026277385886	0.0313681875412195	0.9865541035661944
LGALS1	0.4118755190169212	0.051928725804054096	0.03160081539660651	0.9863780152671756
SLC29A1	0.4117031313462969	0.035038343984217804	0.031631992325678995	0.9863780152671756
CCDC102A	0.411337544062262	0.014135677993525084	0.03168954973319743	0.9863780152671756
ICA1	0.4113178374207358	0.07600151299227706	0.03169434618382397	0.9863780152671756
JPT1	0.4110037661384238	0.07425247505027457	0.03174710714071587	0.9863780152671756
KIF1C	0.4107152576508275	0.032794435170128776	0.03178907608369806	0.9863780152671756
RIMBP3	0.4104038177105771	0.0300243415912384	0.031846033934888184	0.9863780152671756
PYCR1	0.40968981298242635	0.020190711652254254	0.03197373943281971	0.9863780152671756
H2AC14	0.40944721072865536	0.043195295536992015	0.03201390970681695	0.9863780152671756
RUNX3	0.40838336745062254	0.022993556506265438	0.03219617483062534	0.9863130881094953
RAD54L2	0.40828026790213157	0.020141072755686443	0.032221356196414655	0.9863130881094953
IL2RB	0.4082071748014844	0.06194508207564527	0.03223094909766772	0.9863130881094953
OSM	0.4055807538037983	0.03528631218194008	0.0326944061394568	0.9859860661247937
APOBEC3G	0.4054647247386658	0.04743855784246833	0.03270699682235146	0.9859860661247937
FAM174C	0.40361086103437316	0.016596150267297525	0.03302596078901613	0.9857685960515862
PTPRM	0.4033840836564515	0.03902611544312317	0.03306613106301337	0.9857685960515862
ZDHHC7	0.40273158494941885	0.022662951683708837	0.03317345164578212	0.985738737086619
NPAS2	0.4022284636222597	0.042032215161020424	0.03325079441213502	0.985721970901088
STX11	0.4013101976777005	0.02316616419724075	0.03339888482522933	0.9856293941431803
PHLDB2	0.40001919513228446	0.03157431975228516	0.033639906469212784	0.985443873807777
HNRNPA3	0.3997051884777738	0.016373834369045638	0.03369446609508964	0.985443873807777
ABHD8	0.39953686793415155	0.02440133586645541	0.033728041249475385	0.985443873807777
CAPG	0.39865529802922683	0.04882400923243288	0.03388452545116614	0.9853751605210054
C19orf73	0.3986059779390809	0.050109495776192614	0.03389231968343426	0.9853751605210054
ZNF142	0.39833032168152194	0.02022306302054382	0.03394627975298279	0.9853751605210054
COMTD1	0.3980986957680561	0.027563859854409557	0.03398704958330835	0.9853751605210054
NMB	0.39758585690847337	0.1259040509249256	0.03407578391989927	0.9853751605210054
ITGB1BP1	0.3974676702898092	0.026333117708030717	0.0340943701660771	0.9853751605210054
CELSR1	0.39623829638486924	0.028879358811087434	0.0343054139936447	0.98530739585245
