Set	Score
IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN	-0.13821401465282257
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN	-0.00321229287510278
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	-0.11373710960186112
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_UP	-0.2558868884654937
CHEOK_RESPONSE_TO_MERCAPTOPURINE_UP	0.025736298355119838
GOLUB_ALL_VS_AML_DN	-0.08559404840561965
DISTECHE_ESCAPED_FROM_X_INACTIVATION	-0.1254019328423283
CHEOK_RESPONSE_TO_HD_MTX_DN	-0.09691092618335152
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	-0.2202967859448165
HASLINGER_B_CLL_WITH_17P13_DELETION	-0.09298386086592443
ZHAN_MULTIPLE_MYELOMA_SUBGROUPS	-0.06781587737482929
HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY	-0.08906146100039714
GALE_APL_WITH_FLT3_MUTATED_UP	-0.08598970613249811
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN	-0.08862043392484348
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN	-0.1764733282643147
XU_CREBBP_TARGETS_UP	-0.02463974378779193
MARCHINI_TRABECTEDIN_RESISTANCE_UP	0.0017078756125960292
MOREIRA_RESPONSE_TO_TSA_UP	-0.13268873386344981
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	-0.060911063045313636
MARSON_FOXP3_TARGETS_STIMULATED_UP	-0.21641761404549675
MARSON_FOXP3_TARGETS_STIMULATED_DN	-0.28517264918599344
ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_DN	-0.12734628765737466
LEE_METASTASIS_AND_RNA_PROCESSING_UP	-0.0044583640755716135
FINETTI_BREAST_CANCERS_KINOME_GRAY	-0.05858544233238636
POS_RESPONSE_TO_HISTAMINE_DN	-0.17857649917028828
MCCABE_HOXC6_TARGETS_CANCER_DN	-0.06487289237782413
ITO_PTTG1_TARGETS_DN	-0.044441116338605244
GRATIAS_RETINOBLASTOMA_16Q24	-0.1848534098664258
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_DN	-0.19769091627422608
SPIRA_SMOKERS_LUNG_CANCER_DN	-0.053000031426916165
NICK_RESPONSE_TO_PROC_TREATMENT_DN	-0.08988828003402258
HOFMANN_MYELODYSPLASTIC_SYNDROM_HIGH_RISK_UP	-0.15197859262960006
LEE_EARLY_T_LYMPHOCYTE_DN	-0.1741460810572989
LEE_DIFFERENTIATING_T_LYMPHOCYTE	-0.19376266436687592
MIKKELSEN_PLURIPOTENT_STATE_DN	-0.3484141771654456
ZHAN_EARLY_DIFFERENTIATION_GENES_DN	-0.08601958392442505
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_DN	-0.021490601689486463
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	-0.016091919595428897
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN	-0.02608987437489442
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_2	-0.32045588064395475
LI_DCP2_BOUND_MRNA	-0.028175464122597964
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_UP	-0.19622695440645624
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_DN	-0.06644507735719957
ISHIDA_TARGETS_OF_SYT_SSX_FUSIONS	-0.0041046185826856965
IM_SREBF1A_TARGETS	0.08735321084851529
LIU_IL13_MEMORY_MODEL_DN	0.20301150746377933
FU_INTERACT_WITH_ALKBH8	-0.012986915113719246
HOLLEMAN_DAUNORUBICIN_B_ALL_DN	-0.23270340687074456
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN	-0.09928608130739587
HOLLEMAN_DAUNORUBICIN_ALL_DN	-0.22551935031630185
ANDERSEN_LIVER_CANCER_KRT19_UP	-0.08019079639983916
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_SALMON_DN	0.09634308513150991
BIOCARTA_BLYMPHOCYTE_PATHWAY	-0.2140701638968672
BIOCARTA_VDR_PATHWAY	0.1332828301881801
BIOCARTA_RARRXR_PATHWAY	-0.25983635502790836
BIOCARTA_RANMS_PATHWAY	-0.16192407065978526
BIOCARTA_HSWI_SNF_PATHWAY	0.030322884743819598
BIOCARTA_PCAF_PATHWAY	-0.02933557890419112
BIOCARTA_MHC_PATHWAY	-0.1798453823073858
BIOCARTA_PRC2_PATHWAY	-0.1721261723629301
BIOCARTA_SM_PATHWAY	0.07418211796175152
BIOCARTA_IRES_PATHWAY	-0.16541942789462702
BIOCARTA_BBCELL_PATHWAY	-0.07720942082681309
BIOCARTA_NPC_PATHWAY	-0.17388106008195278
BIOCARTA_HBX_PATHWAY	-0.29057544484840486
BIOCARTA_CPSF_PATHWAY	-0.029035739751521926
BIOCARTA_TERC_PATHWAY	-0.2406002306823306
BIOCARTA_SAM68_PATHWAY	-0.3215287765842728
BIOCARTA_SUMO_PATHWAY	-0.09222503349072143
BIOCARTA_STAT3_PATHWAY	-0.2536714058538942
BIOCARTA_CIRCADIAN_PATHWAY	0.1501140871065982
BIOCARTA_MSP_PATHWAY	0.04868973807592105
BIOCARTA_NOTCH_PATHWAY	-0.05528789014078111
BIOCARTA_DICER_PATHWAY	-0.37387086338633135
BIOCARTA_RAN_PATHWAY	-0.18757690892907405
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.05365375832152569
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.007718975908045256
KEGG_NON_HOMOLOGOUS_END_JOINING	-0.1372765253399002
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	-0.0673065475374695
PID_DNA_PK_PATHWAY	-0.09348430847688069
PID_CIRCADIAN_PATHWAY	0.05494989694249113
PID_MYC_PATHWAY	-0.10914856986106011
PID_RANBP2_PATHWAY	-0.20018416031287162
WP_TRANSSULFURATION_PATHWAY	-0.13456780378807698
WP_NANOPARTICLE_TRIGGERED_AUTOPHAGIC_CELL_DEATH	-0.051553833336930935
WP_DNA_REPLICATION	0.06713812408788057
WP_PYRIMIDINE_METABOLISM	-0.02895428970695265
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION	-0.03185253049658988
WP_IL5_SIGNALING_PATHWAY	-0.08545302104957134
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	0.012431793895001758
WP_DUAL_HIJACK_MODEL_OF_VIF_IN_HIV_INFECTION	-0.0716198364044892
WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	-0.16050370572216519
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS	-0.21010201532988995
WP_OXIDATIVE_PHOSPHORYLATION	0.040949516083590654
WP_PI3KAKTMTOR_SIGNALING_PATHWAY_AND_THERAPEUTIC_OPPORTUNITIES	0.007976063400078493
WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY	-0.15950391476590506
WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE	-0.06334843639451758
WP_NONHOMOLOGOUS_END_JOINING	-0.08284643998763797
WP_NANOMATERIAL_INDUCED_APOPTOSIS	0.03154142700828712
WP_ETHANOL_METABOLISM_RESULTING_IN_PRODUCTION_OF_ROS_BY_CYP2E1	0.08830481586513397
WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC	-0.1030970948678054
WP_LEPTIN_SIGNALING_PATHWAY	-0.13200811823323924
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	-0.11531028160095923
WP_IL7_SIGNALING_PATHWAY	-0.14525557778521633
WP_ATR_SIGNALING	0.13647318912522427
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN	0.09639302121762866
WP_IL2_SIGNALING_PATHWAY	-0.14856778844031798
WP_LEPTIN_AND_ADIPONECTIN	-0.09553402691196786
WP_NSP1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL	-0.051619089070148345
WP_MAPK_AND_NFKB_SIGNALLING_PATHWAYS_INHIBITED_BY_YERSINIA_YOPJ	-0.19355741598699913
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION	-0.01273963371380493
WP_PILOCYTIC_ASTROCYTOMA	-0.19277650633642643
WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX	0.05766028442433737
WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY	-0.07394581037059672
WP_TCELL_RECEPTOR_AND_COSTIMULATORY_SIGNALING	-0.18358237183284246
WP_P38_MAPK_SIGNALING_PATHWAY	-0.26197183479436054
WP_NUCLEOTIDE_METABOLISM	-0.06057363262349962
WP_DNA_MISMATCH_REPAIR	-0.013929427399370873
WP_HOMOLOGOUS_RECOMBINATION	-0.12754109452993462
WP_INTERLEUKIN11_SIGNALING_PATHWAY	-0.12615971983543087
WP_IL3_SIGNALING_PATHWAY	-0.14014213534833114
WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY	-0.19782267330467285
WP_SOMATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING	-0.024327134553516844
WP_THE_HUMAN_IMMUNE_RESPONSE_TO_TUBERCULOSIS	-0.1621770766402253
WP_DISORDERS_OF_THE_KREBS_CYCLE	0.010476306104922081
WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES	-0.07273125479734097
WP_MITOCHONDRIAL_FATTY_ACID_SYNTHESIS_PATHWAY	-0.02666509274750784
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	0.09068756199924684
WP_CANONICAL_NFKB_PATHWAY	-0.14907013551856907
WP_TRANSLATION_INHIBITORS_IN_CHRONICALLY_ACTIVATED_PDGFRA_CELLS	-0.08367718124481957
WP_KETOGENESIS_AND_KETOLYSIS	0.11156288772190134
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE	-0.07767857852946675
WP_NUCLEOTIDE_EXCISION_REPAIR	-0.0372387195233568
WP_CAMKK2_PATHWAY	-0.19257820270455192
WP_BASE_EXCISION_REPAIR	-0.13406344899584116
WP_PURINE_METABOLISM	0.017159621977213508
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2	0.0220823166446956
WP_UNFOLDED_PROTEIN_RESPONSE	-0.14920322339817318
WP_MITOCHONDRIAL_CIV_ASSEMBLY	-0.05486328750987896
WP_MITOCHONDRIAL_CIII_ASSEMBLY	0.09717527837367587
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	-0.05405771164045292
WP_HIJACK_OF_UBIQUITINATION_BY_SARSCOV2	-0.1980692151989351
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_APOPTOSIS	0.010535483205818848
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_AUTOPHAGY	-0.11356701592542913
WP_AUTOPHAGY	-0.17055580041471236
WP_GLYCOLYSIS_IN_SENESCENCE	0.01608978270360116
WP_TCA_CYCLE_IN_SENESCENCE	0.05752161760628389
WP_FLUOROACETIC_ACID_TOXICITY	-0.18534228492279198
WP_BIOTIN_METABOLISM_INCLUDING_IEMS	0.11293503006645064
WP_RIBOFLAVIN_AND_COQ_DISORDERS	-0.2041349676972286
GARY_CD5_TARGETS_DN	-0.07930990729114687
DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP	-0.09047995714351534
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN	-0.08435159212414862
PUJANA_CHEK2_PCC_NETWORK	-0.043563521740452305
SHEN_SMARCA2_TARGETS_UP	-0.08008127916822882
ZHENG_FOXP3_TARGETS_IN_THYMUS_UP	-0.09499006352726364
MILI_PSEUDOPODIA_HAPTOTAXIS_UP	-0.07802182628366058
BORCZUK_MALIGNANT_MESOTHELIOMA_UP	-0.11541096284609197
HUMMEL_BURKITTS_LYMPHOMA_DN	-0.0053609872626493894
TIEN_INTESTINE_PROBIOTICS_6HR_UP	-0.05609121797934533
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP	-0.10773415058447551
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	-0.05454732974459999
LUI_THYROID_CANCER_PAX8_PPARG_DN	-0.003296490945713991
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN	-0.21971637397453278
MARKS_HDAC_TARGETS_UP	-0.23189808566938785
WAKASUGI_HAVE_ZNF143_BINDING_SITES	0.046835321862833304
BAKER_HEMATOPOESIS_STAT1_TARGETS	-0.13449140377778362
BAKER_HEMATOPOESIS_STAT5_TARGETS	-0.1909990106288788
GILMORE_CORE_NFKB_PATHWAY	-0.18352358254953982
SCHEIDEREIT_IKK_TARGETS	-0.15566298654803035
DUTTA_APOPTOSIS_VIA_NFKB	-0.07016152095879846
GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION	-0.0789780948136814
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_5	-0.1758997797021281
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_18	0.17510793301564712
LUI_THYROID_CANCER_CLUSTER_3	-0.005995678662217885
LUI_TARGETS_OF_PAX8_PPARG_FUSION	0.059921584768705
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	-0.07843724229324757
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN	-0.06430600438324148
OHASHI_AURKA_TARGETS	0.1739835715856719
BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX	-0.1672200321229838
XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR	-0.2146618040751446
EINAV_INTERFERON_SIGNATURE_IN_CANCER	-0.215653016981819
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_UP	-0.07503712816091083
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN	-0.15418294352420478
MANN_RESPONSE_TO_AMIFOSTINE_UP	-0.22449481117667214
PUJANA_XPRSS_INT_NETWORK	-0.014786775705545263
PUJANA_BRCA_CENTERED_NETWORK	-0.012976879605434284
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	-0.02974785097344825
KAUFFMANN_DNA_REPAIR_GENES	0.0006701191900136283
GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3	-0.23954642299615223
RADAEVA_RESPONSE_TO_IFNA1_UP	-0.1910376289312145
IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_DN	-0.2235702111819507
MANALO_HYPOXIA_DN	-0.01997902744602794
TARTE_PLASMA_CELL_VS_PLASMABLAST_DN	-0.05038726594610279
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	-0.07254964525052636
MOOTHA_VOXPHOS	0.023932205454443616
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	0.008962132866883792
PEART_HDAC_PROLIFERATION_CLUSTER_DN	-0.14188169535206283
XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_UP	-0.2462084738479946
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN	0.015875047853047355
PARK_HSC_AND_MULTIPOTENT_PROGENITORS	-0.1585943622604476
ROETH_TERT_TARGETS_UP	-0.17388584205600768
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN	-0.03938252270544583
KAMMINGA_EZH2_TARGETS	-0.0012835429691456593
XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_DN	-0.06721306961925472
BRACHAT_RESPONSE_TO_METHOTREXATE_DN	-0.07189161224359329
ZHOU_TNF_SIGNALING_4HR	-0.2136603326451126
ZHANG_RESPONSE_TO_CANTHARIDIN_DN	-0.027082403110441758
SONG_TARGETS_OF_IE86_CMV_PROTEIN	0.03117388671936765
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	-0.1399737242945484
WHITESIDE_CISPLATIN_RESISTANCE_DN	-0.07560774798365767
KALMA_E2F1_TARGETS	0.04197144506121566
SINGH_NFE2L2_TARGETS	0.025543897993875988
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	-0.1457543670911194
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN	-0.17458100509497998
WONG_MITOCHONDRIA_GENE_MODULE	0.009388407078279303
WONG_PROTEASOME_GENE_MODULE	-0.10939619349767672
FINETTI_BREAST_CANCER_KINOME_GREEN	-0.10011151681701665
OUYANG_PROSTATE_CANCER_PROGRESSION_UP	-0.07027969742815846
GALI_TP53_TARGETS_APOPTOTIC_UP	-0.16801336091919303
HONMA_DOCETAXEL_RESISTANCE	-0.19402455105676772
DONATO_CELL_CYCLE_TRETINOIN	-0.298063384316782
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	-0.11719594570671281
MOOTHA_TCA	-0.039454491943350885
MOOTHA_ROS	-0.007529253219602786
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	-0.1197839091837884
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_UP	-0.08516201846847224
MELLMAN_TUT1_TARGETS_UP	-0.09508140633008458
HSIAO_HOUSEKEEPING_GENES	-0.09345493840466905
IRITANI_MAD1_TARGETS_DN	-0.025275181273359832
JISON_SICKLE_CELL_DISEASE_DN	-0.10560496983050416
BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP	-0.055266892331463806
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_DN	-0.31947018767213453
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	0.027932873760252244
WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_DN	-0.19727938649223192
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_UP	-0.14621620821755488
CAIRO_HEPATOBLASTOMA_CLASSES_UP	-0.02772184898350144
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS	-0.08976748434016162
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10	-0.07583328003371545
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	0.03068760261472772
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14	-0.07643706953476871
DAZARD_UV_RESPONSE_CLUSTER_G5	-0.028426560541922025
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP	0.019716120053436044
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	-0.13674638566290487
ABRAMSON_INTERACT_WITH_AIRE	-0.045462999187419376
MIZUSHIMA_AUTOPHAGOSOME_FORMATION	-0.13519146059443274
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	-0.12176676348155653
FARMER_BREAST_CANCER_CLUSTER_5	-0.06313603501135397
BIOCARTA_PROTEASOME_PATHWAY	-0.06609428181092848
BIOCARTA_KREB_PATHWAY	0.0914349402547354
BIOCARTA_RELA_PATHWAY	-0.11345648297683299
BIOCARTA_SRCRPTP_PATHWAY	-0.12885850842220825
BIOCARTA_ARAP_PATHWAY	-0.13840616424131025
BIOCARTA_ASBCELL_PATHWAY	-0.10737077278071905
BIOCARTA_DNAFRAGMENT_PATHWAY	-0.1573490406912809
BIOCARTA_CHEMICAL_PATHWAY	0.06858448811424882
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.015368797947136314
BIOCARTA_BCR_PATHWAY	-0.14705752136665282
BIOCARTA_CASPASE_PATHWAY	-0.23467528898816428
BIOCARTA_CD40_PATHWAY	-0.09050319449759804
BIOCARTA_CERAMIDE_PATHWAY	-0.2042337267180661
BIOCARTA_CTL_PATHWAY	-0.17843135502421717
BIOCARTA_CELLCYCLE_PATHWAY	-0.22466838672126213
BIOCARTA_D4GDI_PATHWAY	-0.1707591509500274
BIOCARTA_RNA_PATHWAY	-0.03651491155577666
BIOCARTA_NDKDYNAMIN_PATHWAY	0.009117843286779262
BIOCARTA_ECM_PATHWAY	-0.0995710209439716
BIOCARTA_EIF_PATHWAY	-0.04352204553887905
BIOCARTA_FCER1_PATHWAY	-0.14497345718691773
BIOCARTA_FREE_PATHWAY	-0.06072687509509085
BIOCARTA_SET_PATHWAY	-0.13599138061478058
BIOCARTA_TCAPOPTOSIS_PATHWAY	-0.15507128922366722
BIOCARTA_HIVNEF_PATHWAY	-0.21413737880230443
